A	B
KLF12	TIAM2
INVS	TIAM2
ABCD4	TIAM2
ATAD2B	TIAM2
CNRIP1	TIAM2
PCDHB14	TIAM2
MSANTD2	TIAM2
BBS9	TIAM2
BAZ2B	TIAM2
UPF3B	TIAM2
MAX	TIAM2
KLC1	TIAM2
ARMCX1	TIAM2
HP1BP3	TIAM2
GNAI1	TIAM2
TTBK2	TIAM2
MINDY2	TIAM2
ARHGEF6	TIAM2
ZMYM5	TIAM2
KATNBL1	TIAM2
DZIP1	TIAM2
SP110	TIAM2
RAB30	TIAM2
NAB1	TIAM2
ABI2	TIAM2
AEBP2	TIAM2
ZFP14	TIAM2
MBOAT2	TIAM2
SPOPL	TIAM2
SSBP2	TIAM2
IBTK	TMEM181
BTBD1	TMEM181
DHX29	TMEM181
CBFB	TMEM181
TMEM131	TMEM181
UBE2K	TMEM181
SAR1A	TMEM181
TNPO1	TMEM181
DNM1L	TMEM181
TRPM7	TMEM181
NUP50	TMEM181
RAB18	TMEM181
PSMC6	TMEM181
USP14	TMEM181
DHX15	TMEM181
CAND1	TMEM181
ARMC8	TMEM181
DR1	TMEM181
ANKRD13C	TMEM181
RAB3GAP2	TMEM181
PANK3	TMEM181
UFM1	TMEM181
PDS5A	TMEM181
UBA2	TMEM181
SGPP1	TMEM181
UBQLN1	TMEM181
MAP3K7	TMEM181
CAB39	TMEM181
ADAM10	TMEM181
RAB1A	TMEM181
ABHD13	TMEM181
UBXN4	TMEM181
G3BP1	TMEM181
PGM3	WTAP
IPO5	WTAP
TBC1D22B	WTAP
MAPK6	WTAP
PABPC1	WTAP
UBE2D1	WTAP
PICALM	WTAP
PSMA6	WTAP
CHMP4B	WTAP
LACTB	WTAP
PDCD5	WTAP
PSMD11	WTAP
SUB1	WTAP
SEC24A	WTAP
CSNK1A1	WTAP
SELENOK	WTAP
KPNA1	WTAP
RTN4	WTAP
UBE2B	WTAP
PTBP3	WTAP
RHOQ	WTAP
TCP1	WTAP
POMP	WTAP
KRAS	WTAP
ACVR1B	WTAP
POLR1E	WTAP
SDCBP	WTAP
RAB1A	WTAP
HNRNPD	WTAP
LARP1B	WTAP
SINHCAF	WTAP
HDGF	WTAP
TPM3	WTAP
DCUN1D1	ZMYM4
ATE1	ZMYM4
COX10	ARMT1
PEX3	ARMT1
FAM136A	ARMT1
RETSAT	ARMT1
SDCCAG8	ARMT1
GATB	ARMT1
TM7SF3	ARMT1
KDM4A	ARMT1
GOLGA5	ARMT1
FECH	ARMT1
HACD3	ARMT1
ACAT1	ARMT1
SLC46A1	ARMT1
STARD7	ARMT1
MTIF2	ARMT1
EPDR1	ARMT1
ERP29	ARMT1
MRPS33	ARMT1
ZC3HC1	ARMT1
CSTF1	ARMT1
POLR2C	ARMT1
TMEM87A	ARMT1
MLX	ARMT1
GALNT7	ARMT1
MTCH2	ARMT1
GTF2H3	ARMT1
ACOT13	ARMT1
ZBTB24	ARMT1
RAD50	ARMT1
GNPDA1	ARMT1
EHHADH	ARMT1
PCCB	ARMT1
UMPS	ARMT1
RMDN2	ARMT1
ACADM	ARMT1
DARS2	ARMT1
DHDDS	ARMT1
PPP1R8	ARMT1
LDAH	ARMT1
ALG5	ARMT1
WASHC3	ARMT1
MRM2	ARMT1
TRIM24	ARMT1
MOCS3	ARMT1
MAD2L1BP	ARMT1
TMEM53	ARMT1
PPCS	ARMT1
DTD2	ARMT1
MED18	ARMT1
MCCC2	ARMT1
PCNA	ARMT1
HSD17B4	ARMT1
ELP3	ARMT1
TMEM60	ARMT1
COG2	ARMT1
MFSD9	ARMT1
NARS2	ARMT1
MRPL15	ARMT1
C11orf1	ARMT1
NDUFAF1	ARMT1
DBR1	ARMT1
IDH1	ARMT1
INTS14	ARMT1
HADH	ARMT1
PARN	ARMT1
C18orf21	ARMT1
CNIH4	ARMT1
SLC25A38	ARMT1
FBXO38	ARMT1
CFTR	SLC22A3
ACSM3	SLC22A3
SCIN	SLC22A3
CACNA2D2	SLC22A3
MGST1	SLC22A3
RHOBTB2	SLC22A3
MLXIPL	SLC22A3
ACPP	SLC22A3
ROS1	SLC22A3
LMO3	SLC22A3
RASGRF1	SLC22A3
ATP2C2	SLC22A3
GSTO2	SLC22A3
FGFR2	SLC22A3
CACNB1	SLC22A3
PLA2G10	SLC22A3
CAMSAP3	SLC22A3
RAP1GAP	SLC22A3
MCCC1	SLC22A3
LAMP3	SLC22A3
SCTR	SLC22A3
CPB2	SLC22A3
LRP2	SLC22A3
GRHL2	SLC22A3
TTC39A	SLC22A3
TFAP2C	SLC22A3
F11	SLC22A3
P3H2	SLC22A3
ABCC6	SLC22A3
PITPNM3	SLC22A3
BLNK	SLC22A3
CRTAC1	SLC22A3
PGC	SLC22A3
SCD	SLC22A3
PLA2G3	SLC22A3
PXMP4	SLC22A3
HAS3	SLC22A3
ESRP2	SLC22A3
FA2H	SLC22A3
CTSH	SLC22A3
ESRP1	SLC22A3
HPN	SLC22A3
MET	SLC22A3
RNF43	SLC22A3
WNT3	SLC22A3
TMEM97	SLC22A3
SNX25	SLC22A3
SCNN1A	SLC22A3
PLCH1	SLC22A3
TFCP2L1	SLC22A3
ACADL	SLC22A3
MLPH	SLC22A3
DHCR24	SLC22A3
CNR1	SLC22A3
SLC46A2	SLC22A3
NPC2	SLC22A3
GPAM	SLC22A3
ACAT2	SLC22A3
SFTPA1	SLC22A3
PFKFB2	SLC22A3
SLPI	SLC22A3
KCNS1	SLC22A3
FOXA2	SLC22A3
PCSK2	SLC22A3
PNKD	SLC22A3
TST	SLC22A3
MYO5C	SLC22A3
AP1M2	SLC22A3
SMPDL3B	SLC22A3
NAPSA	SLC22A3
PPP1R1B	SLC22A3
FMO5	SLC22A3
BEX2	SLC22A3
SFTPD	SLC22A3
SPINK5	SLC22A3
PEBP4	SLC22A3
HOOK1	SLC22A3
EHF	SLC22A3
ELF5	SLC22A3
KCNK1	SLC22A3
ARMC9	SLC22A3
USP44	SLC22A3
NKX2-1	SLC22A3
FHDC1	SLC22A3
DUOX1	SLC22A3
TACC2	SLC22A3
IDH1	SLC22A3
CDKL2	SLC22A3
DUOXA1	SLC22A3
MARVELD3	SLC22A3
ZNF750	SLC22A3
MALL	SLC22A3
SCN1A	SLC22A3
ZNF385B	SLC22A3
ILDR1	SLC22A3
ST3GAL1	GNA12
PTBP1	GNA12
RNF10	GNA12
KPNA6	GNA12
RNF4	GNA12
IPO5	GNA12
TNFRSF1A	GNA12
WDR1	GNA12
DAZAP1	GNA12
REXO2	GNA12
EIF3I	GNA12
KHSRP	GNA12
MLF2	GNA12
NUP188	GNA12
CHMP4B	GNA12
CDK16	GNA12
NUCB1	GNA12
TESK1	GNA12
HDLBP	GNA12
PLEKHM2	GNA12
STAU1	GNA12
TRAF7	GNA12
SCARB2	GNA12
SH3GL1	GNA12
CARM1	GNA12
SLC39A1	GNA12
ARF1	GNA12
TSR3	C7orf50
PHPT1	C7orf50
TMEM161A	C7orf50
WDR18	C7orf50
C20orf27	C7orf50
GALK1	C7orf50
ACADS	C7orf50
NT5C	C7orf50
CHCHD5	C7orf50
LSM4	C7orf50
ZNF414	C7orf50
DMAC1	C7orf50
NFYC	C7orf26
PRPF6	C7orf26
WDR13	C7orf26
UBL4A	C7orf26
ILVBL	C7orf26
ECSIT	C7orf26
RRNAD1	C7orf26
FAM126A	CREB5
ZSWIM6	CREB5
CDKL5	EGFR
AASS	EGFR
USP13	EGFR
PTPRU	EGFR
ZNF275	EGFR
ADGRF5	EGFR
RPS6KA2	EGFR
JADE1	EGFR
CARMIL1	EGFR
COBLL1	EGFR
ZNF106	EGFR
PRKAG2	EGFR
SLC1A1	EGFR
KANK1	EGFR
PIP5K1B	EGFR
SNX25	EGFR
SLC38A1	EGFR
ARHGEF26	EGFR
ACADL	EGFR
C1orf21	EGFR
PPL	EGFR
KLHL29	EGFR
MTUS1	EGFR
WASF3	EGFR
SORT1	EGFR
MAP7	EGFR
SPRY2	EGFR
SECISBP2L	EGFR
LNX2	EGFR
PTPRG	EGFR
OTULINL	EGFR
CLSPN	CDCA5
BRIP1	CDCA5
CDC27	PURB
FARP2	PURB
YAF2	PURB
ARID4B	PURB
KIF1B	PURB
PPP1R12A	PURB
GPBP1	PURB
NUCKS1	PURB
DNAJA2	PURB
ZNF638	PURB
RBM7	PURB
CCNT2	PURB
NLK	PURB
LRRFIP2	PURB
HNRNPH3	PURB
ARMCX3	PURB
WASL	PURB
ABHD17B	PURB
MAPK8	PURB
UBE2D3	PURB
CBL	PURB
FBXO3	PURB
RSRC2	PURB
CPSF6	PURB
FGFR1OP2	PURB
QKI	PURB
PPP2CA	PURB
TTC33	PURB
NFE2L2	PURB
FAM20B	PURB
SRSF4	PURB
EDEM3	PURB
LGALS8	PURB
CAMSAP2	PURB
FBXO30	PURB
PTBP3	PURB
GTDC1	PURB
HNRNPA2B1	PURB
RNF11	PURB
LPGAT1	PURB
STAU1	PURB
DEK	PURB
KTN1	PURB
PTPN12	PURB
PPIL4	PURB
RBM39	PURB
EFR3A	PURB
CDK8	PURB
KRAS	PURB
NUMB	PURB
TANK	PURB
NAB1	PURB
TMOD3	PURB
HNRNPD	PURB
SEC24B	PURB
ETNK1	PURB
POC1B	PURB
ARNT	PURB
CDC42BPA	PURB
HNRNPLL	PURB
RAB5A	PURB
ELAC2	MDH2
AIFM2	MDH2
TMEM161A	MDH2
EXOSC5	MDH2
RPS5	MDH2
RPLP0	MDH2
TMEM101	MDH2
TMED1	MDH2
TTLL12	MDH2
MTHFD1	MDH2
DNTTIP1	MDH2
DNAJA3	MDH2
ARMC6	MDH2
TBL2	MDH2
SSR3	MDH2
EEF1B2	MDH2
MPV17	MDH2
AKR1A1	MDH2
SLC35B1	MDH2
GIPC1	MDH2
MRPS26	MDH2
EMC1	MDH2
POR	MDH2
ARPC1B	MDH2
YIPF2	MDH2
ACLY	MDH2
CNDP2	MDH2
TMEM258	MDH2
CD63	MDH2
DPM2	MDH2
SQOR	MDH2
SNRPF	MDH2
SCAMP2	MDH2
NOB1	MDH2
DERA	NIPSNAP2
JKAMP	NIPSNAP2
RNF13	NIPSNAP2
CPNE3	NIPSNAP2
HSDL1	NIPSNAP2
GNPTAB	NIPSNAP2
COMMD2	NIPSNAP2
SLC35A3	NIPSNAP2
PLA2G12A	NIPSNAP2
CASD1	NIPSNAP2
EAPP	NIPSNAP2
REEP5	NIPSNAP2
GGCT	CCT6A
EIF2B3	CCT6A
ME2	CCT6A
TXLNA	CCT6A
TPD52L2	CCT6A
HM13	CCT6A
EARS2	CCT6A
TBL2	CCT6A
SEC61B	CCT6A
SPCS2	CCT6A
GTF3A	CCT6A
CAP1	CCT6A
WDR36	CCT6A
KDELR2	CCT6A
ZNF184	ZNF92
RBM48	ZNF92
ZNF189	ZNF92
C1orf112	ATXN7L1
SPATA7	ATXN7L1
PLD1	ATXN7L1
FMO4	ATXN7L1
TNRC6C	ATXN7L1
DEPDC5	ATXN7L1
CEP164	ATXN7L1
ING4	ATXN7L1
SMIM8	ATXN7L1
ABCC5	ATXN7L1
TCEANC2	ATXN7L1
TRERF1	ATXN7L1
ZNF391	ATXN7L1
CEP250	ATXN7L1
PAN2	ATXN7L1
PRKACB	ATXN7L1
TBCK	ATXN7L1
SRD5A1	ATXN7L1
PCYOX1L	ATXN7L1
EDRF1	TMEM168
VPS29	TMEM168
POLR3F	TMEM168
RFXAP	TMEM168
ORC3	TMEM168
MTMR6	TMEM168
FAM214B	MAP11
DEF6	MAP11
PNPLA6	MAP11
CYBA	MAP11
POLD1	MAP11
ROGDI	MAP11
SELENOO	MAP11
STXBP2	MAP11
SNRPA	MAP11
MKNK1	MAP11
SLC8B1	MAP11
SH3BP1	MAP11
TRMU	MAP11
RIN3	MAP11
ARFGAP1	MAP11
ARFRP1	MAP11
CIAO3	MAP11
IMPDH1	MAP11
LIMK1	MAP11
TRIM14	MAP11
SLC9A3R1	MAP11
NAT9	MAP11
NAA40	MAP11
TCIRG1	MAP11
PTPN6	MAP11
ZBTB17	MAP11
SASH3	MAP11
GLIPR2	MAP11
IDUA	MAP11
SAMD10	MAP11
C1orf159	MAP11
MICAL1	MAP11
MARCHF9	MAP11
TMC6	MAP11
EFHD2	MAP11
RPUSD1	SLC12A9
WAS	SLC12A9
USE1	SLC12A9
MFNG	SLC12A9
CORO1A	SLC12A9
LYL1	SLC12A9
CD33	SLC12A9
SUGP1	SLC12A9
ADAP1	SLC12A9
C19orf25	SLC12A9
NQO2	SLC12A9
S1PR4	SLC12A9
RIPK3	SLC12A9
NSUN5	SLC12A9
ARMC5	SLC12A9
SFXN5	SLC12A9
PPIL2	GIGYF1
DNAJC4	GIGYF1
FAHD2A	GIGYF1
TRIM62	GIGYF1
PRR12	GIGYF1
TMEM175	GIGYF1
ATG4D	GIGYF1
CC2D1A	GIGYF1
SCRN2	GIGYF1
PFKL	GIGYF1
FBXL3	TRIM4
CEP104	TRIM4
ZC3H13	TRIM4
UBE4B	TRIM4
SLC35D2	TRIM4
THOC6	MEPCE
ENG	ZAN
VPS50	TMEM209
COX10	TMEM209
VTA1	TMEM209
POLR3B	TMEM209
NDUFS1	TMEM209
RIOK2	TMEM209
NDC1	TMEM209
GATB	TMEM209
MRPS35	TMEM209
PMS1	TMEM209
KDM4A	TMEM209
GOLGA5	TMEM209
SRBD1	TMEM209
ZXDC	TMEM209
TIMM21	TMEM209
DDX1	TMEM209
GEMIN5	TMEM209
PREP	TMEM209
SLC25A24	TMEM209
TGDS	TMEM209
ZC3HC1	TMEM209
CRNKL1	TMEM209
CSTF2	TMEM209
MANSC1	TMEM209
RAD50	TMEM209
EHHADH	TMEM209
UMPS	TMEM209
TXNDC9	TMEM209
RBBP5	TMEM209
ABCD3	TMEM209
DARS2	TMEM209
UTP25	TMEM209
DHDDS	TMEM209
DDX59	TMEM209
RNF170	TMEM209
PMS2	TMEM209
PUS7L	TMEM209
MTRES1	TMEM209
AAR2	TMEM209
PCBD2	TMEM209
ELP3	TMEM209
PIGC	TMEM209
TACO1	TMEM209
MRPL15	TMEM209
NDUFAF1	TMEM209
TMEM62	TMEM209
DBT	TMEM209
SLC35A5	TMEM209
VPS33A	TMEM209
C18orf21	TMEM209
TARS2	TMEM209
NVL	TMEM209
SCRN3	TMEM209
TRMT10A	TMEM209
YIPF5	TMEM209
ARMT1	TMEM209
CDC14A	AGBL3
ARGLU1	AGBL3
STAG3	ZC3HAV1L
CYREN	TMEM140
OPTN	TMEM140
BST2	TMEM140
ZNF227	TMEM140
GIMAP4	TMEM140
CSDE1	TLK2
ZNF800	TLK2
KIF1B	TLK2
DIP2B	TLK2
CBFB	TLK2
LAPTM4A	TLK2
TM9SF3	TLK2
CHMP2B	TLK2
MAP3K4	TLK2
LRRFIP2	TLK2
CDS2	TLK2
STK3	TLK2
PPP2CB	TLK2
MTPN	TLK2
MAPK8	TLK2
QKI	TLK2
TMEM30A	TLK2
PIKFYVE	TLK2
STRN	TLK2
RAP1A	TLK2
ELF1	TLK2
PAIP2	TLK2
WWP1	TLK2
RBM39	TLK2
EFR3A	TLK2
CDK8	TLK2
RNF138	TLK2
CAB39	TLK2
G3BP2	TLK2
XPR1	TLK2
RAB5A	TLK2
PDLIM2	EPHA1
SNRNP40	NOM1
SRCAP	NOM1
METTL2A	NOM1
GTF2H1	NOM1
PRDM4	NOM1
SNX19	NOM1
TERF2	NOM1
MRPL50	NOM1
REXO5	NCAPG2
RAD51	NCAPG2
POLQ	NCAPG2
HMMR	NCAPG2
UBE2T	NCAPG2
AURKA	NCAPG2
FOXM1	NCAPG2
CENPK	NCAPG2
FYN	SHROOM2
ARHGAP6	SHROOM2
RBMS2	SHROOM2
TNS1	SHROOM2
TJP1	SHROOM2
GALNT18	SHROOM2
SASH1	SHROOM2
ADGRG6	SHROOM2
SPTBN1	SHROOM2
EPAS1	SHROOM2
TEK	SHROOM2
MYCT1	SHROOM2
PTPRB	SHROOM2
KDR	SHROOM2
STARD8	SHROOM2
SH3BP5	SHROOM2
STARD13	SHROOM2
CTTNBP2NL	SHROOM2
UFL1	LUC7L2
DDHD2	LUC7L2
NIT2	LUC7L2
EAPP	LUC7L2
RFXAP	LUC7L2
TSPAN9	DENND2A
FHL1	DENND2A
FLT4	DENND2A
TIE1	DENND2A
PGR	DENND2A
EBF4	DENND2A
ESR1	DENND2A
SLC22A17	DENND2A
SYNGR1	DENND2A
PLCB4	DENND2A
RASL12	DENND2A
NCALD	DENND2A
ISYNA1	DENND2A
PLSCR4	DENND2A
SGIP1	DENND2A
HOXB5	DENND2A
PCDHB14	DENND2A
TBX2	DENND2A
TBX4	DENND2A
SSPN	DENND2A
OPTN	DENND2A
MACF1	DENND2A
APOL3	DENND2A
CDO1	DENND2A
ANO1	DENND2A
MYH10	DENND2A
PRR5L	DENND2A
ADAMTS7	DENND2A
GARNL3	DENND2A
TRPC6	DENND2A
UACA	DENND2A
PDE5A	DENND2A
HMCN1	DENND2A
GNAS	SH3KBP1
ARMCX3	SH3KBP1
CBX1	SH3KBP1
SEPTIN7	SH3KBP1
SNRNP27	SH3KBP1
CDC73	SH3KBP1
OSTF1	SH3KBP1
RDX	SH3KBP1
TMOD3	SH3KBP1
RB1	SH3KBP1
IFNAR1	SH3KBP1
AIG1	SH3KBP1
FMO3	TMEM47
CYTH3	TMEM47
ADAM22	TMEM47
TSPAN9	TMEM47
ZRANB1	TMEM47
PREX2	TMEM47
DKK3	TMEM47
LIMA1	TMEM47
FOXN3	TMEM47
LIMCH1	TMEM47
MAOB	TMEM47
TRHDE	TMEM47
ITM2A	TMEM47
CDC14A	TMEM47
EPB41L2	TMEM47
PCDHB4	TMEM47
TXNDC16	TMEM47
FMO2	TMEM47
DAAM1	TMEM47
PLCB4	TMEM47
CHRDL1	TMEM47
SYTL4	TMEM47
CAB39L	TMEM47
NCALD	TMEM47
HBP1	TMEM47
WASL	TMEM47
ECM2	TMEM47
PLEKHA1	TMEM47
ARHGAP21	TMEM47
HDAC5	TMEM47
INPP4B	TMEM47
GAB1	TMEM47
SH3D19	TMEM47
PPFIBP1	TMEM47
CDKN1B	TMEM47
CEP85L	TMEM47
SASH1	TMEM47
FHL5	TMEM47
ADGRG6	TMEM47
PHACTR2	TMEM47
GHR	TMEM47
PDE8B	TMEM47
BBX	TMEM47
FOXP1	TMEM47
MARK1	TMEM47
LEPR	TMEM47
CCNI	TMEM47
KLF12	TMEM47
C1orf198	TMEM47
MXI1	TMEM47
MYCT1	TMEM47
PCDHB14	TMEM47
PLXDC2	TMEM47
OPTN	TMEM47
NRN1	TMEM47
TSPAN8	TMEM47
MACF1	TMEM47
GNAI1	TMEM47
DOCK4	TMEM47
TTBK2	TMEM47
MINDY2	TMEM47
CDO1	TMEM47
ARHGEF6	TMEM47
PRRG1	TMEM47
ANO1	TMEM47
SBF2	TMEM47
MEIS2	TMEM47
ITM2B	TMEM47
KIF13A	TMEM47
RAB30	TMEM47
TRPC6	TMEM47
UACA	TMEM47
ARHGAP29	TMEM47
PLCE1	TMEM47
CCNG2	TMEM47
CNOT6L	TMEM47
MBNL2	TMEM47
PELI2	TMEM47
CDH13	TMEM47
ABCA8	TMEM47
BCAS3	TMEM47
CTTNBP2NL	TMEM47
GULP1	TMEM47
VGLL4	TMEM47
ATP10D	TMEM47
RNF217	TMEM47
SLC2A12	TMEM47
DCBLD2	CASK
ARCN1	CASK
EIF3A	CASK
SLC35E1	CASK
CLTC	CASK
KDM7A	KDM6A
OFD1	KDM6A
GCC2	KDM6A
PLEKHO1	MSN
KPNA6	MSN
CD44	MSN
MAP2K3	MSN
TBC1D22B	MSN
TBC1D1	MSN
DNTTIP2	MSN
ATP1B3	MSN
MAPK6	MSN
ATP2B1	MSN
RAB21	MSN
B4GALT1	MSN
CCNK	MSN
HIVEP1	MSN
SUSD6	MSN
CHMP4B	MSN
TNFRSF10A	MSN
SHB	MSN
PDLIM1	MSN
NFKB1	MSN
UBE2D3	MSN
CARS1	MSN
NUP98	MSN
SUB1	MSN
PPP2CA	MSN
GBE1	MSN
ETV3	MSN
PRRC2C	MSN
CYSTM1	MSN
ETF1	MSN
NUP153	MSN
TICAM1	MSN
CLIP1	MSN
RLIM	MSN
NXT1	MSN
MPRIP	MSN
ATP13A3	MSN
RBM17	MSN
ANXA1	MSN
PNPLA8	MSN
ACVR1B	MSN
STX11	MSN
ARPC5L	MSN
MTCH1	MSN
SELENOI	MSN
SINHCAF	MSN
WARS1	MSN
PFDN2	MSN
HDGF	MSN
PIP5K1A	MSN
TP53BP2	MSN
TNIP1	MSN
JKAMP	HDAC8
DECR1	HDAC8
SCP2	HDAC8
ATPAF1	HDAC8
SDHC	HDAC8
MOXD1	SLC16A2
COL16A1	SLC16A2
APOL1	SLC16A2
PLEKHA4	SLC16A2
CXCL12	SLC16A2
SH3PXD2A	SLC16A2
CNTNAP1	SLC16A2
PCDHB7	SLC16A2
PCDHB15	SLC16A2
DBN1	SLC16A2
PRRX1	SLC16A2
P3H1	SLC16A2
TRIM47	SLC16A2
NAV1	SLC16A2
ECM1	SLC16A2
ZNF671	ZNF182
KLF8	ZNF182
ANKMY2	ZNF182
NMRK1	ZNF182
SOS1	ZNF182
AGO4	ZNF182
ETFBKMT	ZNF182
CNTLN	KRBOX4
ZNF671	KRBOX4
ZNF184	KRBOX4
PLCD4	KRBOX4
ZNF549	KRBOX4
RBM48	KRBOX4
KIAA1614	KRBOX4
RCBTB2	KRBOX4
MAP3K12	KRBOX4
TAMM41	KRBOX4
ATXN7L1	KRBOX4
SLC25A39	NDUFB11
RNH1	NDUFB11
SDF4	NDUFB11
TRIP6	NDUFB11
GNPTG	NDUFB11
ABHD12	NDUFB11
STX10	NDUFB11
AP1S1	NDUFB11
GALK1	NDUFB11
RPS12	NDUFB11
PEPD	NDUFB11
ABHD8	NDUFB11
GFER	NDUFB11
TMEM8A	NDUFB11
PRKCSH	NDUFB11
ARPC1B	NDUFB11
YIPF2	NDUFB11
ZNF195	ZNF41
VTA1	ZNF41
SPRTN	ZNF41
ZZZ3	ZNF41
C12orf4	ZNF41
ZNF112	ZNF41
BCS1L	ZNF41
GEMIN5	ZNF41
ZW10	ZNF41
ALG6	ZNF41
ESF1	ZNF41
CRNKL1	ZNF41
CEP76	ZNF41
TRIP4	ZNF41
TRIM35	ZNF41
ARMC1	ZNF41
ZNF14	ZNF41
PHF14	ZNF41
PEX12	ZNF41
CLCN3	ZNF41
GTF2H1	ZNF41
NEK4	ZNF41
TXNDC9	ZNF41
ZNHIT6	ZNF41
BLZF1	ZNF41
UTP25	ZNF41
RBM18	ZNF41
ATG4C	ZNF41
ASH2L	ZNF41
TTI2	ZNF41
NOL11	ZNF41
ZCCHC9	ZNF41
THAP1	ZNF41
ZC3H10	ZNF41
EPC2	ZNF41
PGBD1	ZNF41
SMARCAL1	ZNF41
TOR1AIP1	ZNF41
INTS7	ZNF41
POLR2D	ZNF41
OSBPL7	ZMYM3
CCDC88C	ZMYM3
MRI1	ZMYM3
UNKL	ZMYM3
STAG3	ZMYM3
TESK2	ZMYM3
ANO8	ZMYM3
ASAP3	ZMYM3
KIZ	ZMYM3
ZBTB25	ZMYM3
SYT17	ZMYM3
LIN7B	ZMYM3
ZKSCAN1	ZMYM3
SFXN3	ZMYM3
FBXL20	ZMYM3
CDK18	ZMYM3
HOXB3	ZMYM3
THRA	ZMYM3
PGPEP1	ZMYM3
LPIN3	ZMYM3
FAM117B	ZMYM3
NEIL1	ZMYM3
GALM	ZMYM3
PIAS1	TAF1
WNK1	TAF1
MAP3K4	TAF1
SOS2	TAF1
SENP6	TAF1
RPAIN	TAF1
CDKAL1	TAF1
CD6	GPR174
TBX21	GPR174
SP140	GPR174
TCF7	GPR174
ZAP70	GPR174
BCL11B	GPR174
NUB1	NONO
CTNNA1	NONO
PRKACA	NONO
SDHA	NONO
ANKRD13A	NONO
CAPZB	NONO
CTTN	NONO
MLF2	NONO
MED15	NONO
CDK16	NONO
PSMD7	NONO
PITRM1	NONO
CHD4	NONO
LRRC42	NONO
ACOT9	NONO
SYMPK	NONO
UBA1	NONO
ARFIP2	NONO
UBAC2	NONO
UBQLN1	NONO
RAB1A	NONO
ACTR1A	NONO
RMC1	NONO
FOXK2	NONO
PRCC	NONO
ARF1	NONO
CNOT9	NONO
ITGA3	CCDC120
BAIAP2L1	CCDC120
VSIG2	CCDC120
ADGRL1	CCDC120
LZTS3	CCDC120
CEP170B	CCDC120
CADM4	CCDC120
RAI1	CCDC120
DAB2IP	CCDC120
FOXP4	CCDC120
MARCHF9	CCDC120
VPS37B	CCDC120
RHOF	CCDC120
BAHD1	CCDC120
CYP51A1	EBP
MGST1	EBP
RHOBTB2	EBP
ACPP	EBP
LMO3	EBP
KCNQ1	EBP
GSTO2	EBP
CACNB1	EBP
ENO1	EBP
CAMSAP3	EBP
MCCC1	EBP
TTC39A	EBP
EPDR1	EBP
ERP29	EBP
BLVRB	EBP
SCD	EBP
PLA2G3	EBP
GCAT	EBP
POLR3H	EBP
PCK2	EBP
SEC23B	EBP
AHCY	EBP
CTSH	EBP
FAH	EBP
VPS18	EBP
BCAT2	EBP
LSR	EBP
HPN	EBP
SNX8	EBP
WNT3	EBP
TMEM97	EBP
SNX25	EBP
SC5D	EBP
SIAE	EBP
SCNN1A	EBP
SPSB2	EBP
LDHB	EBP
PCCB	EBP
MAPKAPK3	EBP
TP53I3	EBP
MLPH	EBP
BSPRY	EBP
NPC2	EBP
SLC25A16	EBP
NECAB3	EBP
PRRG2	EBP
AP1M2	EBP
CRB3	EBP
ARHGEF16	EBP
SMPDL3B	EBP
NAPSA	EBP
RAB25	EBP
BEX2	EBP
SFTPD	EBP
HSD17B4	EBP
FADS2	EBP
ARMC9	EBP
FHDC1	EBP
MFSD13A	EBP
RAB20	EBP
MARVELD3	EBP
ATP1B1	EBP
ILDR1	EBP
SLC22A3	EBP
KDM7A	OGT
LUC7L	OGT
AKAP8L	OGT
RNF19A	OGT
PDE8A	OGT
GSDMB	OGT
LRCH4	OGT
CBFA2T2	OGT
CYLD	OGT
ANKRD10	OGT
KIZ	OGT
NLRP1	OGT
TBC1D10A	OGT
TNRC6B	OGT
DDHD1	OGT
RPS6KA5	OGT
ZNF516	OGT
ARHGEF7	OGT
HERC1	OGT
UBR5	OGT
HBP1	OGT
NUFIP2	OGT
DDX5	OGT
CYTH1	OGT
DCUN1D4	OGT
FBXW7	OGT
NSD2	OGT
TRIM38	OGT
PHF1	OGT
TENT4A	OGT
XRN1	OGT
CBLB	OGT
ACVR2B	OGT
ASB3	OGT
RALGPS2	OGT
ARHGEF2	OGT
KDM5B	OGT
KLF12	OGT
ZSCAN18	OGT
ZMYM2	OGT
RBBP6	OGT
CHD6	OGT
ATXN1	OGT
KLC1	OGT
TTBK2	OGT
PHF10	OGT
SAFB2	OGT
OSBPL2	OGT
FBXO44	OGT
ZMYM5	OGT
PHF21A	OGT
GCC2	OGT
N4BP2L1	OGT
SGSM2	OGT
NPEPPS	OGT
MINK1	OGT
ZCCHC2	OGT
POU2F1	OGT
LYST	OGT
RNF44	OGT
PHIP	OGT
RNF217	OGT
FUCA2	SNX12
ELOVL1	SNX12
MLH1	SNX12
PSMC5	SNX12
FH	SNX12
UBL4A	SNX12
MRPL51	SNX12
GOT2	SNX12
TNFRSF1B	IL2RG
STK10	IL2RG
ARHGAP15	IL2RG
MAST3	IL2RG
ST8SIA4	IL2RG
WIPF1	IL2RG
PLEK	IL2RG
SEPTIN6	IL2RG
AGAP2	IL2RG
ITGB7	IL2RG
NLRC5	IL2RG
TNFAIP8	IL2RG
RSF1	DIAPH2
ARID1B	DIAPH2
CDK14	DIAPH2
SLC44A1	DIAPH2
ARHGAP5	DIAPH2
STAG2	DIAPH2
EEA1	DIAPH2
BNIP3L	DIAPH2
