A	B
FYN	BIN1
POLD1	BIN1
GRAMD4	BIN1
EDEM2	BIN1
EFNB1	BIN1
HSD3B7	BIN1
C20orf27	BIN1
FAH	BIN1
SCN1B	BIN1
SLC12A7	BIN1
ARAP3	BIN1
DGLUCY	BIN1
FHOD1	BIN1
GGCT	IMP4
CRLS1	IMP4
FKBP1A	IMP4
HMOX2	IMP4
CD63	IMP4
PLXND1	HS6ST1
KPNA3	UGGT1
ARSB	UGGT1
MYNN	STAM
TFE3	DNAJC1
TRAF7	DNAJC1
COBLL1	NIPSNAP3A
TMEM14A	NIPSNAP3A
ZDHHC2	NIPSNAP3A
CAV2	NIPSNAP3A
GNB4	NIPSNAP3A
SH3BGRL	NIPSNAP3A
HIPK2	LRRC8A
PHKA1	LRRC8A
FSTL3	LRRC8A
SH3BP4	LRRC8A
MICAL2	LRRC8A
PHKA2	CDK9
CNOT3	CDK9
DIDO1	CDK9
WDR59	CDK9
DNAJC4	CDK9
ATG2A	CDK9
REXO2	TXN
AK6	TXN
NDUFB2	TXN
ATP6V0E1	TXN
POLE4	TXN
PRDX4	TXN
EEF1E1	TXN
UXT	TXN
TMEM258	TXN
CLEC16A	ODF2
POMGNT1	ODF2
SRPK1	ODF2
MDN1	ODF2
SMG7	ODF2
SMARCA4	ODF2
DKC1	ODF2
GDE1	TOR1B
KIAA0100	TOR1B
VTA1	TOR1B
EIF4G3	TOR1B
DNAJC5	TOR1B
KPNA3	TOR1B
MTMR9	TOR1B
ICMT	TOR1B
MAPKAP1	TOR1B
VAPB	TOR1B
SLC35E1	TOR1B
EIF2AK4	TOR1B
BCL2L2	TOR1B
TMEM87A	C9orf78
OCRL	C9orf78
GCLC	SMC2
PARP4	SMC2
FOSB	KLF4
ZFP36	KLF4
SPRY2	KLF4
FH	TOR1A
TRO	RALGPS1
RHOBTB1	RALGPS1
ARHGEF10L	RALGPS1
SMARCD3	RALGPS1
TRAF5	RALGPS1
ESR1	RALGPS1
CUBN	RALGPS1
ALDH5A1	RALGPS1
HEMK1	RALGPS1
KCNC4	RALGPS1
PTCH2	RALGPS1
PYROXD2	RALGPS1
ECHDC2	RALGPS1
KLC1	RALGPS1
XRCC3	RALGPS1
KMT5C	RALGPS1
ANKRD36	RALGPS1
BAK1	NIBAN2
GPC1	NIBAN2
LAMB1	NIBAN2
PITPNM1	NIBAN2
FNDC4	NIBAN2
IL1R1	NIBAN2
CHST3	NIBAN2
TMEM8A	NIBAN2
FKBP11	NIBAN2
PHC2	NIBAN2
PRICKLE3	ST6GALNAC4
RANGAP1	ST6GALNAC4
GARS1	ST6GALNAC4
RAI1	ST6GALNAC4
CDR2L	ST6GALNAC4
CARS1	ST6GALNAC4
MAD2L2	ST6GALNAC4
ECE1	ST6GALNAC4
MLLT1	ST6GALNAC4
SSBP4	ST6GALNAC4
YARS1	ST6GALNAC4
P3H3	DAB2IP
DOK4	DAB2IP
CTIF	DAB2IP
NPHP4	STXBP1
AGAP3	STXBP1
ABHD17A	SLC2A8
PARD3B	CDK5RAP2
LAP3	SLC31A1
BAK1	SLC31A1
MRTO4	SLC31A1
SOAT1	SLC31A1
CD59	SLC31A1
SPTLC2	SLC31A1
SUSD6	SLC31A1
RBBP8	SLC31A1
USB1	SLC31A1
ERI1	SLC31A1
FKBP14	SLC31A1
SLC9A3R1	SLC31A1
KLHL2	SLC31A1
NOP2	SLC31A1
ARSB	SLC31A1
SLC35B1	SLC31A1
MGAT1	SLC31A1
CTSL	SLC31A1
RASSF2	TLR4
AHR	TLR4
DOCK8	TLR4
RCAN3	TLR4
MFSD1	TLR4
OGFRL1	TLR4
MIS18BP1	TLR4
DSC2	TLR4
RIOK2	ZNF189
CRNKL1	ZNF189
CBLL1	ZNF189
COIL	ZNF189
NCOA5	ZNF189
ZNF317	ZNF189
ZC3H10	ZNF189
ARID4A	STX17
CNTLN	STX17
OPHN1	STX17
HACE1	STX17
VWA8	STX17
MCM9	STX17
M6PR	PRPF4
APEX1	PRPF4
CCDC130	FPGS
ARFIP2	FPGS
FARP2	USP20
DLGAP4	USP20
ACOX3	USP20
TRIP6	USP20
PCBP4	USP20
ARHGEF17	USP20
SLC12A4	USP20
EML2	USP20
RHOA	ATP6V1G1
PARK7	ATP6V1G1
SDHB	ATP6V1G1
MTMR11	GARNL3
PYGM	GARNL3
SPEG	GARNL3
ARHGEF10L	GARNL3
RASL12	GARNL3
KANK1	GARNL3
GMDS	GARNL3
TBX18	GARNL3
FILIP1	GARNL3
SGIP1	GARNL3
RAB9B	GARNL3
FOXP2	GARNL3
HEY2	GARNL3
TTI2	MRPL50
SLC25A5	DPM2
EIPR1	DPM2
RCN1	DPM2
HSD17B10	DPM2
NOP14	DPM2
PSMA7	DPM2
PFN1	DPM2
C1QBP	DPM2
ZPR1	DPM2
MRPL3	DPM2
PSMD14	DPM2
FARSB	DPM2
GOT1	DPM2
GTF3A	DPM2
MRPS7	DPM2
EIF2S2	DPM2
ADRM1	DPM2
RAN	DPM2
CD63	DPM2
TXN	DPM2
SPRTN	TRMO
ZNF200	TRMO
SLC38A7	TRMO
NAGPA	TRMO
CYB561D2	TRMO
MFSD1	TRMO
LRIF1	TRMO
FASTKD3	TRMO
TBCC	TRMO
MAD2L1BP	TRMO
MIS18BP1	TRMO
MED18	TRMO
TRIM21	TRMO
SIRT6	RABEPK
ZNF37A	GOLGA1
CLN5	XPA
UFSP2	XPA
CEP70	XPA
PHF3	XPA
ARMCX5	XPA
ZMYM5	XPA
AGO3	NCBP1
SNRPA	ANP32B
PQBP1	ANP32B
FAM162A	ANP32B
ATP5MC2	ANP32B
CBLL1	PDCL
EXOC8	PDCL
PSME1	RPL35
COX7A2	RPL35
SLIRP	RPL35
NDUFA1	RPL35
COX7B	RPL35
SEC61G	RPL35
ERCC1	ARPC5L
HOMER3	ARPC5L
CD59	ARPC5L
PUS7	ARPC5L
SEC23B	ARPC5L
RBBP8	ARPC5L
NPM3	ARPC5L
KLHL2	ARPC5L
LPGAT1	DERL1
SLC19A2	MYC
EMP1	MYC
EHD3	CCN3
FHL1	CCN3
ITGA8	CCN3
EPDR1	CCN3
ARVCF	CCN3
PLS3	CCN3
ASPN	CCN3
ECM2	CCN3
ACTA2	CCN3
CAP2	CCN3
FGF1	CCN3
GLS	CCN3
EFHD1	CCN3
C1orf198	CCN3
CPXM2	CCN3
CALD1	CCN3
SSPN	CCN3
CHPF	CCN3
DSTN	CCN3
ACTN4	CCN3
ANO1	CCN3
MYH10	CCN3
TSPAN2	CCN3
ANKRD6	CCN3
RPL34	DMAC1
ALKBH7	DMAC1
SNX11	RANBP6
ZNF200	RANBP6
ALG1	RANBP6
MFAP3	RANBP6
NDC1	RANBP6
NFATC3	RANBP6
MUL1	RANBP6
NUP50	RANBP6
UPRT	RANBP6
SPTLC2	RANBP6
MON1B	RANBP6
VPS18	RANBP6
CBLL1	RANBP6
C6orf62	RANBP6
ATP6V1A	RANBP6
ALG2	RANBP6
NCOA5	RANBP6
ZNF45	RANBP6
MED20	RANBP6
TBCC	RANBP6
POLR1B	RANBP6
PLAGL2	RANBP6
MED18	RANBP6
THAP1	RANBP6
TRIM21	RANBP6
TBC1D14	RANBP6
NIP7	RANBP6
MFSD9	RANBP6
OSBPL7	IL11RA
NFIX	IL11RA
TMEM159	IL11RA
SEMA3B	IL11RA
TNK2	IL11RA
TRO	IL11RA
RASGRP2	IL11RA
PYGM	IL11RA
SPEG	IL11RA
CRMP1	IL11RA
ARHGEF10L	IL11RA
KIF22	IL11RA
SMARCD3	IL11RA
ZFYVE21	IL11RA
NINL	IL11RA
SNTA1	IL11RA
SYP	IL11RA
MAGED2	IL11RA
AADAT	IL11RA
PRPF40B	IL11RA
ALDH2	IL11RA
PHF19	IL11RA
FAM117A	IL11RA
ZSCAN18	IL11RA
CRY2	IL11RA
SNX21	IL11RA
NECAB3	IL11RA
PLEKHG3	IL11RA
RGN	IL11RA
HEY2	IL11RA
PPP2R5A	RNF38
APLP2	RNF38
AHNAK	RNF38
CYTH3	TLN1
PKD1	TLN1
ASB1	TLN1
PTPN21	TLN1
DLG3	TLN1
PPP2CB	TLN1
CBX1	TLN1
AHNAK	TLN1
MPRIP	TLN1
NOTCH2	TLN1
RAB11FIP5	TLN1
SEMA3A	CCL21
CRY1	DNAJB5
FSTL3	DNAJB5
TES	DNAJB5
CHMP5	DCTN3
ATP6V1G1	DCTN3
CYTIP	CD72
ST7	TMEM8B
COPZ2	TMEM8B
CALCOCO1	TMEM8B
MTMR11	TMEM8B
VIM	TMEM8B
TUBG2	TMEM8B
FBXO42	TMEM8B
TNK2	TMEM8B
TRO	TMEM8B
PFN2	TMEM8B
LIMS2	TMEM8B
ARHGEF10L	TMEM8B
SMARCD3	TMEM8B
EPB41L1	TMEM8B
MAST3	TMEM8B
MYH9	TMEM8B
ABHD4	TMEM8B
ZFYVE21	TMEM8B
CDS2	TMEM8B
SNTA1	TMEM8B
DHX35	TMEM8B
NME3	TMEM8B
HCFC1R1	TMEM8B
CLIP3	TMEM8B
FKBP8	TMEM8B
GRIK5	TMEM8B
SGCA	TMEM8B
HDAC5	TMEM8B
BCL7A	TMEM8B
KCNC4	TMEM8B
PHF19	TMEM8B
CRY2	TMEM8B
BCAS4	TMEM8B
RRAS	TMEM8B
RGN	TMEM8B
TMEM106C	TMEM8B
CCDC102A	TMEM8B
NACAD	TMEM8B
FHL1	ALDH1B1
RAI14	ALDH1B1
MRVI1	ALDH1B1
P3H2	ALDH1B1
RAB23	ALDH1B1
PKD2	ALDH1B1
ACTN4	ALDH1B1
ARHGEF9	ALDH1B1
NIBAN1	ALDH1B1
RHBDF1	ARHGEF39
ALDH1B1	IGFBPL1
ZKSCAN1	DENND4C
PSMB1	RPS6
ELOB	RPS6
POLR2I	RPS6
CHCHD2	RPS6
SRSF3	RPS6
COX7A2	RPS6
EIF1B	RPS6
SLIRP	RPS6
NDUFA1	RPS6
COX6B1	RPS6
COX7B	RPS6
NDUFA2	RPS6
COX5B	RPS6
HEXB	CNPY3
CTSA	CNPY3
ATP6AP1	CNPY3
MGST2	CNPY3
NUCB1	CNPY3
HTATIP2	CNPY3
ECSIT	CNPY3
GAB2	FOXP4
BCAR1	FOXP4
CIC	FOXP4
ALKBH5	FOXP4
SLC22A17	FOXP4
GTPBP1	FOXP4
EFS	FOXP4
CLIP3	FOXP4
LZTS2	FOXP4
HDAC5	FOXP4
ARHGEF17	FOXP4
PRPF40B	FOXP4
STK11	FOXP4
ZSCAN18	FOXP4
GLIS2	FOXP4
CDC42EP1	FOXP4
HABP4	FOXP4
TMEM8B	FOXP4
PVR	PPIL1
AIMP2	PPIL1
NPM3	PPIL1
CCDC86	PPIL1
C3orf14	PPIL1
GTF3A	PPIL1
NLN	PPIL1
TUBG2	KLC4
AKR7A2	KLC4
SMARCD3	KLC4
C3orf18	KLC4
ZFYVE21	KLC4
EFS	KLC4
DIDO1	KLC4
ZC3H12B	KLC4
FKBP8	KLC4
SLC41A3	KLC4
PHF19	KLC4
SORBS3	KLC4
IQSEC2	KLC4
ARMCX1	KLC4
HP1BP3	KLC4
ARHGEF6	KLC4
GGT7	KLC4
CCDC102A	KLC4
FBXL3	KIF13A
VCL	KIF13A
ATP9A	KIF13A
MYLK	KIF13A
ARHGAP10	KIF13A
COBLL1	KIF13A
OXCT1	KIF13A
ZMPSTE24	KIF13A
SYDE2	KIF13A
CBX7	KIF13A
NDRG3	KIF13A
CAB39L	KIF13A
KCTD9	KIF13A
CPT1A	KIF13A
GNB4	KIF13A
KLF12	KIF13A
PALLD	KIF13A
SYNE1	KIF13A
RAI2	KIF13A
ROCK2	KIF13A
TAF5L	KIF13A
NIBAN1	KIF13A
EFHD1	GMPR
RAMP1	GMPR
RPS13	TMEM14B
EEF1B2	TMEM14B
ZNF706	TMEM14B
RPL27	TMEM14B
DNMT3A	TMEM63B
ZMIZ2	TMEM63B
PLCG1	TMEM63B
FAM160A2	FRS3
HPS4	FRS3
ACAD10	FRS3
SNX21	FRS3
IVD	FRS3
POP1	TUBB2A
LRRC59	TUBB2A
TUBG1	TUBB2A
URB2	TUBB2A
RUNX1T1	BPHL
KIF22	BPHL
FOXRED2	BPHL
ATP8A1	BPHL
OSGEPL1	BPHL
THEM6	BPHL
VILL	BPHL
TBC1D4	BPHL
ZNF195	RIPK1
BAK1	RIPK1
ARHGAP31	RIPK1
ALG1	RIPK1
MFAP3	RIPK1
ZNF275	RIPK1
C5orf22	RIPK1
PALB2	RIPK1
MAVS	RIPK1
NUP50	RIPK1
ZBED4	RIPK1
SOS2	RIPK1
SPTLC2	RIPK1
EIF5	RIPK1
CSTF1	RIPK1
PARP4	RIPK1
TWISTNB	RIPK1
CBLL1	RIPK1
TFAM	RIPK1
C6orf62	RIPK1
UMPS	RIPK1
COMMD2	RIPK1
EXOC8	RIPK1
DARS2	RIPK1
UBIAD1	RIPK1
SRSF6	RIPK1
FASTKD3	RIPK1
TBCC	RIPK1
MAD2L1BP	RIPK1
POLR1B	RIPK1
MED1	RIPK1
PLAGL2	RIPK1
TRMT5	RIPK1
TRIM21	RIPK1
APC	RIPK1
DNAJC14	RIPK1
MFSD9	RIPK1
RANBP6	RIPK1
SMARCB1	FLOT1
PSME2	FLOT1
GSS	FLOT1
HM13	FLOT1
COPE	FLOT1
SEC61B	FLOT1
ATP6V0E1	FLOT1
PTPA	FLOT1
PRDX4	FLOT1
EIF2S2	FLOT1
POMP	FLOT1
TMEM258	FLOT1
SLC2A3	IER3
PTGS2	IER3
DDX20	PGBD1
C5orf22	PGBD1
COMMD2	PGBD1
EXOC8	PGBD1
C10orf88	PGBD1
PROSER1	PGBD1
SLC25A16	PGBD1
DGCR8	PGBD1
RIPK1	PGBD1
LAS1L	ATAT1
ZNF207	ATAT1
NISCH	ATAT1
AKAP8L	ATAT1
RUFY3	ATAT1
UBA6	ATAT1
TUBG2	ATAT1
PHKA2	ATAT1
CROCC	ATAT1
TNK2	ATAT1
SUGP2	ATAT1
ZNF76	ATAT1
TRO	ATAT1
CRMP1	ATAT1
TUBE1	ATAT1
CBFA2T2	ATAT1
SMARCD3	ATAT1
MAPRE3	ATAT1
ANKRD10	ATAT1
AAAS	ATAT1
DDX17	ATAT1
EFS	ATAT1
DPH1	ATAT1
DCUN1D4	ATAT1
CPSF6	ATAT1
PHC1	ATAT1
INVS	ATAT1
RBM19	ATAT1
KLC1	ATAT1
SIN3B	ATAT1
SAFB2	ATAT1
PNISR	ATAT1
ZRANB2	ATAT1
DMTF1	ATAT1
FAM120A	TPMT
AAGAB	TPMT
ERI1	TPMT
RBPJL	CLPS
TYROBP	RNF144B
ALOX5	RNF144B
WAS	RNF144B
TNFRSF1B	RNF144B
MSR1	RNF144B
LCP2	RNF144B
TBXAS1	RNF144B
KCNAB2	RNF144B
EPB41L3	RNF144B
SMAP2	RNF144B
DOCK8	RNF144B
MAP3K8	RNF144B
CD86	RNF144B
KYNU	RNF144B
NCF2	RNF144B
MFSD1	RNF144B
PTK2B	RNF144B
NCKAP1L	RNF144B
SH3TC1	RNF144B
CD93	RNF144B
EVI2A	RNF144B
GMFG	RNF144B
THEMIS2	RNF144B
PTPRE	RNF144B
DOCK2	RNF144B
C5AR2	RNF144B
HAVCR2	RNF144B
RIPOR1	MTCH1
FAM50A	MTCH1
REXO2	MTCH1
CMC2	MTCH1
SEC61B	MTCH1
POMT2	VARS2
CROCC	VARS2
IRF3	VARS2
STAU2	FAM8A1
CAMSAP2	FAM8A1
EFR3A	FAM8A1
FHL1	CPEB2
PPP1R12A	CPEB2
PPP1R12B	CPEB2
COBLL1	CPEB2
SYDE2	CPEB2
CAB39L	CPEB2
ABHD17B	CPEB2
RNF141	CPEB2
DUSP16	CPEB2
GNB4	CPEB2
GLS	CPEB2
SLC35D1	CPEB2
PKD2	CPEB2
TYMP	TLR2
EPB41L3	TLR2
CYTH1	TLR2
ST8SIA4	TLR2
KYNU	TLR2
SRGN	TLR2
C5AR2	TLR2
RNF144B	TLR2
NEO1	MGARP
EPDR1	MGARP
NALCN	MGARP
CAP2	MGARP
SSPN	MGARP
ANKRD6	MGARP
LMO7	MGARP
TMEM176A	MYO7A
GAS7	MYO7A
ALOX5	MYO7A
TACC3	MYO7A
DEF6	MYO7A
LCP2	MYO7A
KCNQ1	MYO7A
TBXAS1	MYO7A
FAR2	MYO7A
CD84	MYO7A
KCNAB2	MYO7A
STK10	MYO7A
STXBP2	MYO7A
APBB1IP	MYO7A
SLC1A3	MYO7A
FYB1	MYO7A
SMAP2	MYO7A
SNX10	MYO7A
LAT2	MYO7A
SH3BP2	MYO7A
CD209	MYO7A
NLRC4	MYO7A
CYTH4	MYO7A
MFNG	MYO7A
SH3BP1	MYO7A
PLTP	MYO7A
HCK	MYO7A
TLR8	MYO7A
RENBP	MYO7A
CORO1A	MYO7A
SLC38A7	MYO7A
PYCARD	MYO7A
LILRB1	MYO7A
IL27RA	MYO7A
GIMAP2	MYO7A
TMEM176B	MYO7A
TRIM14	MYO7A
DOCK8	MYO7A
RASSF4	MYO7A
TSPAN14	MYO7A
ABI3	MYO7A
CTSC	MYO7A
UNC93B1	MYO7A
IL10RA	MYO7A
SELPLG	MYO7A
BIN2	MYO7A
PTPN6	MYO7A
NCF2	MYO7A
RPS6KA1	MYO7A
VAMP8	MYO7A
FLVCR2	MYO7A
PTK2B	MYO7A
CSTA	MYO7A
TMIGD3	MYO7A
F13A1	MYO7A
PTGER2	MYO7A
PSD4	MYO7A
FAM78A	MYO7A
FGD3	MYO7A
RAC2	MYO7A
WDFY4	MYO7A
SIGLEC9	MYO7A
RIPK3	MYO7A
STARD8	MYO7A
CEP85	MYO7A
PPARG	MYO7A
CARD6	MYO7A
ALOX5AP	MYO7A
GIMAP6	MYO7A
GIMAP4	MYO7A
CD180	MYO7A
VAV3	MYO7A
HAVCR2	MYO7A
CPM	MYO7A
NPL	MYO7A
DRAM1	MYO7A
LCP1	MYO7A
OAT	FCHSD2
TMEM30A	FCHSD2
RNF11	FCHSD2
HS3ST1	ARRB1
TMEM176A	ARRB1
ICA1	ARRB1
CASP10	ARRB1
MCUB	ARRB1
GAS7	ARRB1
STAB1	ARRB1
BTK	ARRB1
TACC3	ARRB1
CCDC88C	ARRB1
WAS	ARRB1
ADGRA2	ARRB1
DEF6	ARRB1
PRKCH	ARRB1
LCP2	ARRB1
CYBA	ARRB1
KCNQ1	ARRB1
TMCC3	ARRB1
FAR2	ARRB1
TIE1	ARRB1
SPI1	ARRB1
KIF26A	ARRB1
HYAL2	ARRB1
ATP11A	ARRB1
OSBPL3	ARRB1
STK10	ARRB1
SCARF1	ARRB1
CELSR1	ARRB1
MBNL3	ARRB1
APBB1IP	ARRB1
FYB1	ARRB1
SNX10	ARRB1
LAT2	ARRB1
SH3BP2	ARRB1
SIGLEC1	ARRB1
ARHGAP4	ARRB1
SH2D3C	ARRB1
ITPR3	ARRB1
PALMD	ARRB1
TSPAN15	ARRB1
CYTH4	ARRB1
MFNG	ARRB1
CARD10	ARRB1
SH3BP1	ARRB1
PDGFB	ARRB1
NCF4	ARRB1
CCM2L	ARRB1
HCK	ARRB1
PPP1R16B	ARRB1
RNF125	ARRB1
SRPX	ARRB1
RENBP	ARRB1
CORO1A	ARRB1
SLC38A7	ARRB1
PYCARD	ARRB1
CTSH	ARRB1
MAP4K1	ARRB1
FCGRT	ARRB1
LYL1	ARRB1
NOVA2	ARRB1
IL27RA	ARRB1
CD33	ARRB1
CARD8	ARRB1
RASIP1	ARRB1
TFEC	ARRB1
LFNG	ARRB1
GIMAP2	ARRB1
TMEM176B	ARRB1
TRIM14	ARRB1
DOCK8	ARRB1
RASSF4	ARRB1
LIPA	ARRB1
EBF3	ARRB1
TSPAN14	ARRB1
ABI3	ARRB1
CTSC	ARRB1
UNC93B1	ARRB1
IL10RA	ARRB1
SLC15A3	ARRB1
SELPLG	ARRB1
BIN2	ARRB1
PTPN6	ARRB1
ADGRG6	ARRB1
CLIC5	ARRB1
SLC12A7	ARRB1
PCDH12	ARRB1
HYAL1	ARRB1
PLEK	ARRB1
NCF2	ARRB1
RPS6KA1	ARRB1
LRMP	ARRB1
VAMP8	ARRB1
TRIM25	ARRB1
PLBD1	ARRB1
CCRL2	ARRB1
TNFSF10	ARRB1
SASH3	ARRB1
ARL4A	ARRB1
CIT	ARRB1
ARHGAP9	ARRB1
NCKAP1L	ARRB1
NRN1	ARRB1
PTGER2	ARRB1
PSD4	ARRB1
CD93	ARRB1
FAM78A	ARRB1
FGD3	ARRB1
PTPRB	ARRB1
APOL3	ARRB1
RAC2	ARRB1
PODXL	ARRB1
IRF5	ARRB1
WDFY4	ARRB1
MYO5C	ARRB1
RIPK3	ARRB1
ADCY4	ARRB1
RNASE1	ARRB1
CBFA2T3	ARRB1
STARD8	ARRB1
USHBP1	ARRB1
GMFG	ARRB1
RAMP2	ARRB1
PPARG	ARRB1
EMILIN2	ARRB1
ITGB4	ARRB1
HSPA12B	ARRB1
GIMAP6	ARRB1
GIMAP4	ARRB1
VAV3	ARRB1
DOCK2	ARRB1
NHSL1	ARRB1
NPL	ARRB1
THSD1	ARRB1
LCP1	ARRB1
HLX	ARRB1
MYO7A	ARRB1
TACC3	SLCO2B1
FAR2	SLCO2B1
KCNAB2	SLCO2B1
STK10	SLCO2B1
APBB1IP	SLCO2B1
FYB1	SLCO2B1
SMAP2	SLCO2B1
SNX10	SLCO2B1
SH3BP2	SLCO2B1
NLRC4	SLCO2B1
TREM2	SLCO2B1
SH3BP1	SLCO2B1
SAMHD1	SLCO2B1
TLR8	SLCO2B1
SLC38A7	SLCO2B1
LILRB1	SLCO2B1
IL27RA	SLCO2B1
EBI3	SLCO2B1
CEACAM4	SLCO2B1
SNX8	SLCO2B1
DOCK8	SLCO2B1
RASSF4	SLCO2B1
ABI3	SLCO2B1
CTSC	SLCO2B1
C12orf49	SLCO2B1
LY86	SLCO2B1
NCF2	SLCO2B1
VAMP8	SLCO2B1
MFSD1	SLCO2B1
PTK2B	SLCO2B1
PTGER2	SLCO2B1
PSD4	SLCO2B1
FAM78A	SLCO2B1
RAC2	SLCO2B1
RIPK3	SLCO2B1
CARD6	SLCO2B1
GIMAP6	SLCO2B1
GIMAP4	SLCO2B1
CD180	SLCO2B1
VAV3	SLCO2B1
DSC2	SLCO2B1
CPM	SLCO2B1
NPL	SLCO2B1
DRAM1	SLCO2B1
DERA	THAP12
AP5M1	THAP12
DLD	THAP12
NUP50	THAP12
SUCO	THAP12
NDFIP2	THAP12
MTCH2	THAP12
C6orf62	THAP12
FAF2	THAP12
PROSER1	THAP12
DMAC2L	THAP12
NOL11	THAP12
RAB21	ANKRD42
RCOR1	ANKRD42
ALKBH5	ANKRD42
RFFL	ANKRD42
TRPS1	ANKRD42
NUFIP2	ANKRD42
PPARD	ANKRD42
SPATS2	ANKRD42
SAFB2	ANKRD42
RLIM	ANKRD42
PITPNM2	IL18BP
NEK6	IL18BP
CFLAR	NUMA1
CLCN6	NUMA1
TUBG2	NUMA1
FBXO42	NUMA1
FLYWCH1	NUMA1
TNK2	NUMA1
OPHN1	NUMA1
CNOT3	NUMA1
C3orf18	NUMA1
ZC3H12B	NUMA1
CRBN	NUMA1
PLCD4	NUMA1
PHF3	NUMA1
PHF19	NUMA1
MTERF2	NUMA1
SNX21	NUMA1
PNISR	NUMA1
SRRM1	NUMA1
KIFAP3	CCDC90B
NR3C1	CCDC90B
NRIP2	SYTL2
RAPGEF5	SYTL2
RUNX1T1	RAB30
EPB41L2	RAB30
ANKRD26	RAB30
DYRK2	RAB30
OSGEPL1	RAB30
CEP162	RAB30
RCBTB2	RAB30
PHF7	CREBZF
SEC61A2	CREBZF
TNRC6C	CREBZF
TRAF5	CREBZF
ALG9	CREBZF
KIZ	CREBZF
PICK1	CREBZF
DHX35	CREBZF
FBXL20	CREBZF
CEP126	CREBZF
IFT81	CREBZF
ARHGAP32	CREBZF
FYN	PRCP
PRKCH	PRCP
GRN	PRCP
CTSA	PRCP
ATP2B1	PRCP
AKR1B1	PRCP
MCOLN1	PRCP
SPTLC2	PRCP
NAGPA	PRCP
MAN2B1	PRCP
FCGRT	PRCP
TSPAN14	PRCP
COMMD9	PRCP
SH2B3	PRCP
MAN1A1	PRCP
CYB561D2	PRCP
SIPA1L2	PRCP
MFSD1	PRCP
OGFRL1	PRCP
SRD5A3	PRCP
MPDU1	PRCP
CNDP2	PRCP
ACP2	PRCP
GOLM1	PRCP
ARRB1	PRCP
TP53BP1	NARS2
PTGES3	NARS2
LAP3	MRPL15
RPUSD1	MRPL15
SPRTN	MRPL15
ZNF200	MRPL15
ALAS1	MRPL15
SPDL1	MRPL15
DDX20	MRPL15
LYRM2	MRPL15
NUFIP1	MRPL15
NUP50	MRPL15
SPTLC2	MRPL15
EIF5	MRPL15
CSTF1	MRPL15
SEC23B	MRPL15
POP1	MRPL15
C12orf49	MRPL15
C6orf62	MRPL15
ZBTB24	MRPL15
CYB561D2	MRPL15
PNO1	MRPL15
ALG2	MRPL15
TTPAL	MRPL15
MOCS3	MRPL15
FASTKD3	MRPL15
TBCC	MRPL15
GTF3C4	MRPL15
POLR1B	MRPL15
TRMT5	MRPL15
RNF6	MRPL15
TRIM21	MRPL15
TRMO	MRPL15
RANBP6	MRPL15
SNX11	TGS1
SPDL1	TGS1
AP5M1	TGS1
NDC1	TGS1
TGDS	TGS1
MUL1	TGS1
DLD	TGS1
UPRT	TGS1
ZBED4	TGS1
SOS2	TGS1
EIF5	TGS1
C6orf62	TGS1
DARS2	TGS1
FBXO30	TGS1
WDR35	TGS1
ALG2	TGS1
C10orf88	TGS1
MRM2	TGS1
TRIM24	TGS1
KBTBD4	TGS1
NCOA5	TGS1
SRSF6	TGS1
MOCS3	TGS1
FASTKD3	TGS1
MAD2L1BP	TGS1
MTERF1	TGS1
TRIM21	TGS1
APC	TGS1
ZNF189	TGS1
RANBP6	TGS1
MRPL15	TGS1
RALA	SDCBP
BID	SDCBP
ATP2B1	SDCBP
GPR137B	SDCBP
TUT7	SDCBP
SMAP2	SDCBP
LGMN	SDCBP
GLA	SDCBP
MAN2B1	SDCBP
FCGRT	SDCBP
TSPAN14	SDCBP
DSE	SDCBP
GCA	SDCBP
PLEKHB2	SDCBP
MFSD1	SDCBP
NPC2	SDCBP
OGFRL1	SDCBP
ITPR2	SDCBP
MPP1	SDCBP
RNF138	SDCBP
CTSL	SDCBP
PRCP	SDCBP
HFE	DDX60
NIPAL2	DDX60
SLC25A5	DCUN1D5
IFT57	DCUN1D5
CDKL5	YAP1
CYTH3	YAP1
PLEKHO1	YAP1
VCL	YAP1
RAI14	YAP1
MAP4	YAP1
KIF1B	YAP1
LIMCH1	YAP1
MYLK	YAP1
TBC1D1	YAP1
INPP5A	YAP1
ACTN1	YAP1
PPP2R3A	YAP1
FRY	YAP1
BCAP29	YAP1
MCAM	YAP1
PPP1R12B	YAP1
ITGA8	YAP1
MAP2	YAP1
DLGAP4	YAP1
ATP8B1	YAP1
COBLL1	YAP1
OXCT1	YAP1
FAT1	YAP1
ZMPSTE24	YAP1
KLHL42	YAP1
MYH9	YAP1
CDS2	YAP1
TBL1X	YAP1
CPED1	YAP1
PRUNE2	YAP1
ACTA2	YAP1
CCDC6	YAP1
CBX1	YAP1
PPFIBP1	YAP1
BAG2	YAP1
SRF	YAP1
DPYSL3	YAP1
MARK1	YAP1
SPOP	YAP1
CALD1	YAP1
ADGRE5	YAP1
YWHAH	YAP1
ACTN4	YAP1
HABP4	YAP1
SYNE1	YAP1
ARHGEF9	YAP1
MAP1B	YAP1
SYT11	YAP1
LARGE1	YAP1
RRAS2	YAP1
TSPAN2	YAP1
TES	YAP1
RAB11FIP5	YAP1
TAF5L	YAP1
NIBAN1	YAP1
TLN1	YAP1
KDM2B	SLC37A4
