A	B
PCYT1B	KIAA1755
MMP15	KIAA1755
FA2H	KIAA1755
SEC14L5	KIAA1755
METRN	KIAA1755
MAG	KIAA1755
LGI1	KIAA1755
RGS9	KIAA1755
ASPA	KIAA1755
B3GAT1	KIAA1755
GLI1	KIAA1755
PEX5L	KIAA1755
GRB14	KIAA1755
FAAH	KIAA1755
GRIA2	KIAA1755
DEPDC7	KIAA1755
CIT	KIAA1755
NDP	KIAA1755
COL21A1	KIAA1755
GAL3ST1	KIAA1755
PRRG3	KIAA1755
ARHGEF16	KIAA1755
TTLL9	KIAA1755
MATN2	KIAA1755
KANK4	KIAA1755
TRIM45	KIAA1755
MYCN	KIAA1755
CYP2J2	KIAA1755
FHOD3	KIAA1755
B4GALNT1	KIAA1755
DOCK10	KIAA1755
FLNB	KIAA1755
LMO7	KIAA1755
SCRN1	KIAA1755
SPTBN5	KIAA1755
PRICKLE1	KIAA1755
GAS2L3	KIAA1755
FAM222A	KIAA1755
ITGB7	KIAA1755
RXRG	KIAA1755
WNT9A	KIAA1755
SLIT2	KIAA1755
ADAMTS16	KIAA1755
MEGF10	KIAA1755
SHROOM2	KIAA1755
GAS2	KIAA1755
DUSP15	KIAA1755
ADCK1	PLCB3
OCEL1	PLCB3
LIN7B	PLCB3
CCDC61	PLCB3
STX1A	PLCB3
TIMELESS	PLCB3
SPR	PLCB3
USP35	PLCB3
SLC25A19	PLCB3
VASP	PLCB3
LRFN3	PLCB3
ZNF341	PLCB3
DHX34	PLCB3
SEMA4F	PLCB3
VILL	PLCB3
UQCC2	PLCB3
NOL3	PLCB3
INTS7	PLCB3
PSMD8	FAU
TMEM147	FAU
TXN	FAU
ARHGDIA	FAU
ZNF787	FAU
RETSAT	TM7SF2
FAM110A	TM7SF2
C1QBP	ALDOA
GOT1	ALDOA
EIF5A	ALDOA
NHP2	ALDOA
DEPDC1B	HMGA2
RAP1GAP	HMGA2
TRPM3	HMGA2
SEMA4G	HMGA2
ARVCF	HMGA2
POLR2F	HMGA2
SORCS1	HMGA2
RGS9	HMGA2
ASPA	HMGA2
PLCH1	HMGA2
CIT	HMGA2
ARHGEF16	HMGA2
TTLL9	HMGA2
TRIM45	HMGA2
TET1	HMGA2
GAS2L3	HMGA2
MEGF10	HMGA2
GAS2	HMGA2
KIAA1755	HMGA2
PLCB4	CNKSR2
HLF	CNKSR2
RAPGEF5	CNKSR2
UACA	CNKSR2
DOCK5	CNKSR2
MAP2	MPP7
NCALD	MPP7
CPD	ITGB1
CYTH4	FCGR1A
VAV1	FCGR1A
B4GALT1	ARID5B
TBX15	ARID5B
PDLIM1	ARID5B
IL1R1	ARID5B
GADD45A	ARID5B
SOCS2	ARID5B
MYC	ARID5B
OSMR	ARID5B
THSD7A	ADGRL3
CNTN1	ADGRL3
EPHA3	ADGRL3
NEDD4L	ADGRL3
CYFIP2	ADGRL3
ARHGAP15	ADGRL3
SLC22A17	ADGRL3
SYP	ADGRL3
COBL	ADGRL3
EHBP1	ADGRL3
PCDH17	ADGRL3
C1orf198	ADGRL3
PLP1	ADGRL3
NRN1	ADGRL3
TSPAN8	ADGRL3
TMOD2	ADGRL3
ATP1B2	ADGRL3
ITGB4	ADGRL3
MTSS2	ADGRL3
SYT11	ADGRL3
STARD13	ADGRL3
LRRCC1	ADGRL3
ADGRB3	ADGRL3
NIBAN1	ADGRL3
PCDH10	ADGRL3
FAM171A1	ADGRL3
HIF1A	FAM124A
FGF7	FAM124A
PHLDB2	FAM124A
RNF125	HNMT
TNFSF10	HNMT
EEPD1	HNMT
GIPC2	HNMT
IDH1	HNMT
TNFAIP8	HNMT
UNC93A	LYPD6B
MEOX1	ADRA2A
HGF	ADRA2A
NOTCH3	ADRA2A
NRP1	ADRA2A
GALNT16	ADRA2A
ATP8B4	ADRA2A
TSPAN12	ADRA2A
CXCL12	ADRA2A
MDFI	ADRA2A
SLC29A1	ADRA2A
PLPPR4	ADRA2A
TGFB3	ADRA2A
PLAU	ADRA2A
ANO1	ADRA2A
IL33	ADRA2A
SYTL2	ADRA2A
PLEKHB1	GPM6A
GRAMD1B	GPM6A
LRRC7	GPM6A
CDH1	GPM6A
GPM6B	GPM6A
NRIP2	GPM6A
MCOLN3	GPM6A
CAMK2B	GPM6A
PTPRU	GPM6A
LIMCH1	GPM6A
BCAS1	GPM6A
SPTB	GPM6A
FSCN1	GPM6A
CDH7	GPM6A
KIF3C	GPM6A
FOLH1	GPM6A
CRTAC1	GPM6A
SEPTIN3	GPM6A
SYNDIG1	GPM6A
DRP2	GPM6A
PLLP	GPM6A
FA2H	GPM6A
SEC14L5	GPM6A
QPRT	GPM6A
TUBB4A	GPM6A
PRX	GPM6A
MYH14	GPM6A
MAG	GPM6A
MPP6	GPM6A
MEGF9	GPM6A
LHPP	GPM6A
PMP22	GPM6A
USP46	GPM6A
KIAA1211	GPM6A
B3GAT1	GPM6A
ARFGEF3	GPM6A
SEMA5A	GPM6A
SLC27A6	GPM6A
FGF1	GPM6A
PEX5L	GPM6A
SFRP5	GPM6A
GRIA2	GPM6A
MAPK8IP1	GPM6A
WIPF3	GPM6A
AIF1L	GPM6A
IL17B	GPM6A
GAL3ST1	GPM6A
PRRG3	GPM6A
KIF1A	GPM6A
KANK4	GPM6A
DUSP26	GPM6A
TTC9	GPM6A
CYP2J2	GPM6A
FHOD3	GPM6A
PRRG4	GPM6A
FAIM2	GPM6A
ITM2C	GPM6A
SCRN1	GPM6A
NEK1	GPM6A
FXYD6	GPM6A
KIF23	GPM6A
SPTBN5	GPM6A
SECISBP2L	GPM6A
SHROOM3	GPM6A
CACNA1A	GPM6A
SLC25A48	GPM6A
MLIP	GPM6A
PMP2	GPM6A
PLPPR1	GPM6A
NPFFR1	GPM6A
DUSP15	GPM6A
ATP8A1	WDR17
BBS2	WDR17
DMGDH	WDR17
NEK1	WDR17
UACA	WDR17
SECISBP2L	WDR17
KLHL3	WDR17
MPZL2	VEGFC
TRO	CCDC102B
GNAO1	CCDC102B
NID2	CCDC102B
KDELR3	CCDC102B
TNFSF13B	CCDC102B
ATP8B4	CCDC102B
NCALD	CCDC102B
TSPAN12	CCDC102B
PCOLCE	CCDC102B
DPYSL3	CCDC102B
PRRX1	CCDC102B
MAN1C1	CCDC102B
TGFB3	CCDC102B
CCDC170	CCDC102B
GLT8D2	CCDC102B
LRRC17	CCDC102B
NREP	CCDC102B
IL33	CCDC102B
SYTL2	CCDC102B
PDE5A	CCDC102B
IL17RD	CCDC102B
ZNF711	DLG2
TMEM176A	PRSS23
TCF7	PRSS23
TMEM176B	PRSS23
GLIS3	PRSS23
RDH10	PRSS23
NLGN4X	PRSS23
ETV1	PPP1R1C
CNTN1	PPP1R1C
LRRC7	PPP1R1C
FUT8	PPP1R1C
DEPDC1B	PPP1R1C
COL9A2	PPP1R1C
NRIP2	PPP1R1C
HHAT	PPP1R1C
NAV3	PPP1R1C
SDK2	PPP1R1C
ST6GALNAC2	PPP1R1C
ARHGAP15	PPP1R1C
RAP1GAP	PPP1R1C
NAALAD2	PPP1R1C
EPB41L2	PPP1R1C
TRPM3	PPP1R1C
FOLH1	PPP1R1C
NID2	PPP1R1C
P2RX7	PPP1R1C
ARVCF	PPP1R1C
P2RX6	PPP1R1C
BMP7	PPP1R1C
PCYT1B	PPP1R1C
MMP15	PPP1R1C
FA2H	PPP1R1C
SEC14L5	PPP1R1C
METRN	PPP1R1C
SORCS1	PPP1R1C
LGI1	PPP1R1C
RGS9	PPP1R1C
ASPA	PPP1R1C
GAB1	PPP1R1C
B3GAT1	PPP1R1C
SOX6	PPP1R1C
PEX5L	PPP1R1C
PLCH1	PPP1R1C
ADAM23	PPP1R1C
GRB14	PPP1R1C
ST6GALNAC5	PPP1R1C
IFIT2	PPP1R1C
GRIA2	PPP1R1C
DEPDC7	PPP1R1C
CIT	PPP1R1C
PLP1	PPP1R1C
NDP	PPP1R1C
COL21A1	PPP1R1C
GAL3ST1	PPP1R1C
TMOD2	PPP1R1C
ATP1B2	PPP1R1C
PRRG3	PPP1R1C
ARHGEF16	PPP1R1C
TTLL9	PPP1R1C
MATN2	PPP1R1C
KANK4	PPP1R1C
TRIM45	PPP1R1C
CYP2J2	PPP1R1C
DTNA	PPP1R1C
FHOD3	PPP1R1C
NREP	PPP1R1C
DOCK10	PPP1R1C
LMO7	PPP1R1C
SCRN1	PPP1R1C
TNS3	PPP1R1C
PCDH10	PPP1R1C
GAS2L3	PPP1R1C
FAM222A	PPP1R1C
ITGB7	PPP1R1C
RXRG	PPP1R1C
SLIT2	PPP1R1C
ADAMTS16	PPP1R1C
SHROOM2	PPP1R1C
GAS2	PPP1R1C
SCN2B	PPP1R1C
KIAA1755	PPP1R1C
HMGA2	PPP1R1C
GGCT	CCT5
AP2S1	CCT5
RRP12	CCT5
HSD17B10	CCT5
SLC1A5	CCT5
PFN1	CCT5
TMEM104	CCT5
GOT1	CCT5
HSPH1	CCT5
CISD1	CCT5
TIMM8A	CCT5
MPDU1	CCT5
ST6GALNAC4	CCT5
IFITM3	CCT5
SH3BGRL3	CCT5
IFT80	ATPSCKMT
BBS9	ATPSCKMT
METTL25	ATPSCKMT
GABPB2	ATPSCKMT
TXNDC16	DIXDC1
TRIM2	DIXDC1
TMSB10	TIMM8B
RPS5	TIMM8B
ATP5F1D	TIMM8B
C20orf27	TIMM8B
RPS16	TIMM8B
RPS15	TIMM8B
RPS10	TIMM8B
RPL35	TIMM8B
RPS3	TIMM8B
FAU	TIMM8B
ETV1	FREM2
CNTN1	FREM2
ERBB3	FREM2
ST6GALNAC2	FREM2
ARHGAP15	FREM2
COL9A3	FREM2
TRIM9	FREM2
PAPLN	FREM2
NALCN	FREM2
BMF	FREM2
STEAP1B	FREM2
PTN	FREM2
COBL	FREM2
SORCS1	FREM2
RGS9	FREM2
ASPA	FREM2
SOX6	FREM2
SYT10	FREM2
ST6GALNAC5	FREM2
IFIT2	FREM2
CIT	FREM2
PLP1	FREM2
NDP	FREM2
COL21A1	FREM2
FLRT3	FREM2
TMOD2	FREM2
MATN2	FREM2
ADGRB3	FREM2
LMO7	FREM2
SEMA6D	FREM2
PCDH10	FREM2
ITGB7	FREM2
RXRG	FREM2
EPHA5	FREM2
TENM2	FREM2
GFRA3	FREM2
RASGEF1C	FREM2
SLC22A3	FREM2
SESN3	FREM2
PPP1R1C	FREM2
FGR	FOXO1
SLC7A2	FOXO1
PDK4	FOXO1
ADIPOR2	FOXO1
AASS	FOXO1
BIRC3	FOXO1
FAM214A	FOXO1
CLTCL1	FOXO1
FSTL3	FOXO1
WIPI1	FOXO1
ARHGAP10	FOXO1
RPS6KA2	FOXO1
CDH19	FOXO1
PLXNA2	FOXO1
SESN1	FOXO1
IRAK3	FOXO1
SUN2	FOXO1
NFKBIA	FOXO1
ZMYND8	FOXO1
TLDC2	FOXO1
SYTL4	FOXO1
RGCC	FOXO1
TSC22D1	FOXO1
HOMER2	FOXO1
GCDH	FOXO1
ARRDC2	FOXO1
RASSF4	FOXO1
SMARCD2	FOXO1
MAP2K6	FOXO1
ZBTB16	FOXO1
CHPT1	FOXO1
NEDD9	FOXO1
LIFR	FOXO1
ARHGEF26	FOXO1
CLCN2	FOXO1
ACADL	FOXO1
EFHD1	FOXO1
SLC19A2	FOXO1
PRDX6	FOXO1
ALDH6A1	FOXO1
OGFRL1	FOXO1
PRXL2A	FOXO1
SLC66A2	FOXO1
HIF3A	FOXO1
CDO1	FOXO1
OLFM1	FOXO1
SLC6A8	FOXO1
MATN3	FOXO1
TCEAL4	FOXO1
PDZD2	FOXO1
SORT1	FOXO1
PRRG4	FOXO1
LRRC1	FOXO1
LGR5	FOXO1
TMEM132B	FOXO1
TXNL4B	FOXO1
PCTP	FOXO1
SSH2	FOXO1
PNMT	FOXO1
ITGA10	FOXO1
ETNK2	FOXO1
RHOB	FOXO1
ALDH1L1	FOXO1
SYBU	FOXO1
CYBRD1	CRIM1
PLCL1	CRIM1
DSTN	CRIM1
HIVEP2	SEC24D
HGF	SEC24D
SLC4A7	SEC24D
ACSL4	SEC24D
ACTN1	SEC24D
EPB41L3	SEC24D
NRP1	SEC24D
CTSC	SEC24D
ADGRE5	SEC24D
TRAF3	SEC24D
EMP1	SEC24D
CYP1B1	SEC24D
EML4	SEC24D
PHLDB2	SEC24D
TPBG	SEC24D
ENO1	DHX37
ADCY3	DHX37
MAP11	DHX37
BIN3	DHX37
UNC13D	PRSS53
CYP2D6	PRSS53
PLXNA3	PRSS53
KMT5C	PRSS53
SAMHD1	CACNA2D4
RASSF4	CACNA2D4
RTKN	CACNA2D4
OGFRL1	CACNA2D4
TCEAL4	CACNA2D4
PDZD2	CACNA2D4
SYBU	CACNA2D4
FOXO1	CACNA2D4
PREX2	CACNA1C
ATP8B1	CACNA1C
PRRX1	CACNA1C
SYTL2	CACNA1C
FBLN7	CACNA1C
ABCC9	THRB
HNMT	THRB
SEC61G	C12orf45
ABCB4	ANK3
GAS7	ANK3
CNTN1	ANK3
NRXN3	ANK3
GPM6B	ANK3
NEDD4L	ANK3
CYFIP2	ANK3
NAV3	ANK3
ST6GALNAC2	ANK3
ARHGAP15	ANK3
SLC22A17	ANK3
EPB41L4B	ANK3
TSPAN15	ANK3
BMP7	ANK3
COBL	ANK3
APBA1	ANK3
SORCS1	ANK3
RGS9	ANK3
ASPA	ANK3
DTX4	ANK3
SOX6	ANK3
BACH2	ANK3
CDH6	ANK3
ADAM23	ANK3
SIPA1L2	ANK3
ST6GALNAC5	ANK3
C1orf198	ANK3
CTNNAL1	ANK3
IFIT2	ANK3
DEPDC7	ANK3
PLP1	ANK3
ATP8A1	ANK3
NDP	ANK3
COL21A1	ANK3
TSPAN8	ANK3
TMOD2	ANK3
ATP1B2	ANK3
ITGB4	ANK3
SYT11	ANK3
STARD13	ANK3
ADGRB3	ANK3
TNS3	ANK3
SCN7A	ANK3
SEMA6D	ANK3
ITPRID2	ANK3
PCDH10	ANK3
GAS2L3	ANK3
PRDM16	ANK3
MBOAT2	ANK3
SLIT2	ANK3
EPHA5	ANK3
GFRA3	ANK3
RASGEF1C	ANK3
ZNF711	ANK3
SESN3	ANK3
NCAM1	ANK3
ADGRL3	ANK3
FREM2	ANK3
GNL3L	DLG5
TARBP1	MAGI1
ST3GAL6	MAGI1
NAV3	MAGI1
EPB41L2	MAGI1
TRPM3	MAGI1
SLC23A2	MAGI1
SEMA6A	MAGI1
EPB41L4B	MAGI1
MYEF2	MAGI1
APBA1	MAGI1
SOX6	MAGI1
DEPDC7	MAGI1
RAB9B	MAGI1
TRIM45	MAGI1
DTNA	MAGI1
DOCK10	MAGI1
FLNB	MAGI1
IL11RA	MAGI1
MAPKBP1	MAGI1
UACA	MAGI1
SEMA6D	MAGI1
BMP2K	MAGI1
PELI2	MAGI1
AMT	MAGI1
SLIT2	MAGI1
GAS2	MAGI1
HEY2	AKAP6
KLHL13	NPAS3
ETV1	NPAS3
ANOS1	NPAS3
CNTN1	NPAS3
HHAT	NPAS3
NAV3	NPAS3
ARHGAP15	NPAS3
MAP2	NPAS3
EPB41L2	NPAS3
RGS9	NPAS3
ASPA	NPAS3
GAB1	NPAS3
SOX6	NPAS3
CDH6	NPAS3
C1orf198	NPAS3
IFIT3	NPAS3
IFIT2	NPAS3
SSPN	NPAS3
NDP	NPAS3
TMOD2	NPAS3
ATP1B2	NPAS3
MATN2	NPAS3
TNS3	NPAS3
SLIT2	NPAS3
ADGRL3	NPAS3
PPP1R1C	NPAS3
ANK3	NPAS3
IL20RA	ALLC
COL9A2	ALLC
SEMA5B	ALLC
NOS1	ALLC
PAPLN	ALLC
FGF14	ALLC
KLF5	ALLC
DBP	ALLC
GLI1	ALLC
CLIC5	ALLC
PTCH2	ALLC
FAAH	ALLC
TNNT2	ALLC
SOX15	ALLC
MATN2	ALLC
LMO7	ALLC
LHCGR	ALLC
WNT9A	ALLC
SLC22A3	ALLC
KLB	THRSP
NOTCH3	ADAMTS12
PRTFDC1	ADAMTS12
KDELR3	ADAMTS12
GALNT16	ADAMTS12
ZNF423	ADAMTS12
CXCL12	ADAMTS12
SLC29A1	ADAMTS12
PRRX1	ADAMTS12
MAN1C1	ADAMTS12
SYTL2	ADAMTS12
HMCN1	ADAMTS12
CCDC102B	ADAMTS12
KLHL13	ANKRD50
ETV1	ANKRD50
RAI14	ANKRD50
HDAC9	ANKRD50
ST3GAL6	ANKRD50
EPB41L2	ANKRD50
NID2	ANKRD50
EPB41L1	ANKRD50
P2RX7	ANKRD50
ZFHX4	ANKRD50
MAP3K1	ANKRD50
IFT27	ANKRD50
CDK6	ANKRD50
GLCCI1	ANKRD50
DDX58	ANKRD50
APBA1	ANKRD50
GAB1	ANKRD50
SOX6	ANKRD50
PPFIBP1	ANKRD50
CDH6	ANKRD50
C1orf198	ANKRD50
IFIT3	ANKRD50
IFIT2	ANKRD50
SSPN	ANKRD50
TRERF1	ANKRD50
AMOT	ANKRD50
RHOJ	ANKRD50
TMOD2	ANKRD50
ARHGEF6	ANKRD50
COL5A1	ANKRD50
MATN2	ANKRD50
STARD13	ANKRD50
NREP	ANKRD50
CCDC146	ANKRD50
RCBTB2	ANKRD50
TNS3	ANKRD50
RALGPS1	ANKRD50
TCF19	ANKRD50
SEMA6D	ANKRD50
PDE5A	ANKRD50
FRMD6	ANKRD50
IL17RD	ANKRD50
SESN3	ANKRD50
MAGI1	ANKRD50
BST1	CCDC3
MGP	CCDC3
SLC29A1	CCDC3
DPYSL3	CCDC3
PDE1A	CCDC3
FHL2	CCDC3
MAN1C1	CCDC3
SEPTIN6	CCDC3
CGNL1	CCDC3
ISLR	CCDC3
NT5E	CCDC3
ANGPTL2	CCDC3
EPHX1	CCDC3
BOC	CCDC3
JARID2	FRMD4A
BTK	PTPRO
CD84	PTPRO
SPI1	PTPRO
PTPRC	PTPRO
FYB1	PTPRO
LAT2	PTPRO
CD33	PTPRO
TFEC	PTPRO
MS4A6A	PTPRO
BIN2	PTPRO
PTPN6	PTPRO
PLEK	PTPRO
NCKAP1L	PTPRO
IRF5	PTPRO
WDFY4	PTPRO
AMPD3	PTPRO
DOCK2	PTPRO
HAVCR2	PTPRO
IRF8	PTPRO
VAV1	PTPRO
MYO1F	PTPRO
DOK3	PTPRO
EIF4EBP2	EPS8
EBF3	ZNF827
FRK	ZNF827
SLC40A1	ZNF827
HNMT	ZNF827
MEOX1	EDNRA
CX3CL1	EDNRA
ARHGAP44	EDNRA
HGF	EDNRA
MRVI1	EDNRA
NTN4	EDNRA
PPP1R12B	EDNRA
SYNJ2	EDNRA
ATP8B1	EDNRA
MYH9	EDNRA
GALNT16	EDNRA
DOK5	EDNRA
ZNF423	EDNRA
ATP8B4	EDNRA
NCALD	EDNRA
TSPAN12	EDNRA
CAP2	EDNRA
SLC29A1	EDNRA
ST8SIA4	EDNRA
PDE1A	EDNRA
FHL2	EDNRA
KCNQ4	EDNRA
PLPPR4	EDNRA
TGFB3	EDNRA
ISLR	EDNRA
LRRC4B	EDNRA
ANO1	EDNRA
LRRC32	EDNRA
SULF1	EDNRA
TRPC6	EDNRA
FBLN7	EDNRA
ADRA2A	EDNRA
CCDC102B	EDNRA
CACNA1C	EDNRA
KLHL13	NR3C2
ETV1	NR3C2
HFE	NR3C2
NAALAD2	NR3C2
MAP2	NR3C2
EPB41L1	NR3C2
TMEM14A	NR3C2
CDK6	NR3C2
MAPK10	NR3C2
GAB1	NR3C2
TBX18	NR3C2
CDH6	NR3C2
NR3C1	NR3C2
KBTBD7	NR3C2
GLT8D2	NR3C2
PDZRN3	NR3C2
SSPN	NR3C2
RAB9B	NR3C2
TRERF1	NR3C2
FGF13	NR3C2
MYH10	NR3C2
SOX5	NR3C2
RCBTB2	NR3C2
ARMH4	NR3C2
CAND2	NR3C2
ANKRD50	NR3C2
MAP4K1	VENTX
IRF5	VENTX
TLR2	VENTX
WAS	ADAM8
CDC14B	ANKAR
PRKAR2B	ACSL1
AACS	ACSL1
PDE8B	ACSL1
PRXL2A	ACSL1
PPARG	ACSL1
FUT8	BICD1
PCBP4	BICD1
PLEKHG2	BICD1
AADAT	BICD1
DTNA	BICD1
GAS2L3	BICD1
TTLL1	SERP2
C5	SERP2
ARNTL2	ZNF385D
IL4R	ZNF385D
HIF1A	ZNF385D
NOD1	ZNF385D
LMNB1	ZNF385D
RAMP3	ZNF385D
CD93	ZNF385D
GCH1	ZNF385D
HAPLN3	ZNF385D
OSMR	ZNF385D
CNTN1	GABRA2
ARHGAP15	GABRA2
TRPM3	GABRA2
BMP7	GABRA2
PTN	GABRA2
COBL	GABRA2
SORCS1	GABRA2
RGS9	GABRA2
ADAM23	GABRA2
ST6GALNAC5	GABRA2
C1orf198	GABRA2
CTNNAL1	GABRA2
IFIT2	GABRA2
DEPDC7	GABRA2
CIT	GABRA2
PLP1	GABRA2
NDP	GABRA2
COL21A1	GABRA2
TMEM255A	GABRA2
TSPAN8	GABRA2
TMOD2	GABRA2
ATP1B2	GABRA2
MATN2	GABRA2
ADGRB3	GABRA2
SEMA6D	GABRA2
PCDH10	GABRA2
RXRG	GABRA2
SLIT2	GABRA2
EPHA5	GABRA2
GFRA3	GABRA2
RASGEF1C	GABRA2
GAS2	GABRA2
LRRC4C	GABRA2
ADGRL3	GABRA2
PPP1R1C	GABRA2
FREM2	GABRA2
ANK3	GABRA2
NPHP1	CENPJ
ST3GAL6	CCL28
NAALAD2	CCL28
PON3	CCL28
GLCCI1	CCL28
COL21A1	CCL28
HERC6	CCL28
ASXL3	CCL28
FKTN	CACUL1
SEPSECS	CACUL1
SLC25A36	CACUL1
SRSF11	CACUL1
NUP43	CACUL1
NR2C1	CACUL1
DCUN1D2	CACUL1
CRMP1	DST
APBA1	DST
SOX6	DST
ARHGAP32	DST
RALGPS1	DST
POGZ	DST
NICN1	DST
ZMYM3	DST
MAGI1	DST
ANKRD50	DST
MAP2K3	BAG3
NOP16	BAG3
SBNO2	BAG3
ENO1	BAG3
PPIF	BAG3
LRRC59	BAG3
CCDC86	BAG3
BYSL	BAG3
PNO1	BAG3
CDK2	BAG3
EIF5A	BAG3
NIP7	BAG3
NXT1	BAG3
LDHA	BAG3
YARS1	BAG3
CTSL	BAG3
ACVR1B	BAG3
FURIN	BAG3
IFITM3	BAG3
NTMT1	BAG3
PPRC1	BAG3
NAV3	SCHIP1
EVC	SCHIP1
PLEKHG2	SCHIP1
WSB1	SCHIP1
DEPDC7	SCHIP1
DTNA	SCHIP1
DOCK10	SCHIP1
ANKRD36	SCHIP1
MAGI1	SCHIP1
BICD1	SCHIP1
HLTF	RABGAP1L
ANKRD44	CCDC74B
C3orf18	CCDC74B
YPEL3	CCDC74B
PAPLN	CCDC74B
HSF4	CCDC74B
ABTB1	CCDC74B
FAAH	CCDC74B
PYROXD2	CCDC74B
ECHDC2	CCDC74B
CCDC102A	CCDC74B
VAMP1	CCDC74B
ADAM33	CCDC74B
SYDE2	TLCD4
RPS6KA5	TLCD4
CAB39L	TLCD4
ZDHHC2	TLCD4
UST	TLCD4
DTNA	TLCD4
TMEM117	TLCD4
EVA1B	MZT2B
RAI14	MGAT5
FAT1	MGAT5
TSHZ3	MGAT5
ATP8B1	HSPB8
GATA6	HSPB8
UNC13D	TMEM178A
HPX	TMEM178A
UNC5CL	TMEM178A
HSD17B3	TMEM178A
TTLL9	TMEM178A
TRIM45	TMEM178A
GNRH1	TMEM178A
ARHGAP44	SETBP1
FRY	SETBP1
MYH9	SETBP1
EBF3	SETBP1
BST1	SETBP1
SOBP	SETBP1
CCDC3	SETBP1
IPCEF1	PSTPIP2
KIF21B	PSTPIP2
FANCD2	PSTPIP2
IL4R	PDK1
HIF1A	PDK1
MLXIPL	PDE3B
PTGER3	PDE3B
GYG2	PDE3B
LIPE	PDE3B
GPAM	PDE3B
KCNIP2	PDE3B
LGALS12	PDE3B
KLB	PDE3B
PPP1R1A	PDE3B
RBP4	PDE3B
RPS6KA2	SPOCK1
SLC7A8	SPOCK1
PCK2	SPOCK1
ISM1	SPOCK1
PRPS2	SPOCK1
SLC7A6	SPOCK1
MAN1A1	SPOCK1
ASS1	SPOCK1
GALNT15	SPOCK1
AOX1	SPOCK1
CHST7	SPOCK1
GALNT16	GUCY1A2
TSPAN12	GUCY1A2
IL33	GUCY1A2
TRPC6	GUCY1A2
ADRA2A	GUCY1A2
CCDC28A	JMY
SERPINB1	ZFP36L2
YBX3	ZFP36L2
ELL	ZFP36L2
CDK2	ZFP36L2
PNRC1	ZFP36L2
ADAM22	PLEKHH2
MASP2	PLEKHH2
DAPK2	PLEKHH2
PER3	PLEKHH2
LIMA1	PLEKHH2
RHOBTB1	PLEKHH2
PPP1R12B	PLEKHH2
PAK3	PLEKHH2
NAALAD2	PLEKHH2
MAP2	PLEKHH2
PAPLN	PLEKHH2
FGF14	PLEKHH2
MYEF2	PLEKHH2
MAPK10	PLEKHH2
PDE1A	PLEKHH2
CCDC170	PLEKHH2
COL21A1	PLEKHH2
TRIM45	PLEKHH2
SLC26A10	PLEKHH2
LMO7	PLEKHH2
SLC22A3	PLEKHH2
SGCE	TMEM123
CALM2	TMEM123
ENDOD1	TMEM123
ANKRD44	SPEF2
ZC3H12B	SPEF2
ATP8A1	SPEF2
TET1	SPEF2
VAMP1	SPEF2
ASXL3	SPEF2
SLC7A2	SPARCL1
TMEM38B	SPARCL1
TSC22D1	SPARCL1
MAN1A1	SPARCL1
FOXO3	SPARCL1
RAMP2	SPARCL1
SORT1	SPARCL1
TRAF3IP2	GJA1
YBX3	GJA1
SBNO2	GJA1
ATP1B3	GJA1
FOSL2	GJA1
NOD1	GJA1
PPIF	GJA1
LMNB1	GJA1
CDK2	GJA1
CDKN1A	GJA1
MYC	GJA1
OSMR	GJA1
UGCG	GJA1
ARID5B	GJA1
NLRC5	RASGRP3
BCKDHB	WDR78
MACF1	FARP1
AASS	SLC16A12
ARHGAP10	SLC16A12
SAMHD1	SLC16A12
RGCC	SLC16A12
ZFAND5	SLC16A12
ACADL	SLC16A12
FLVCR2	SLC16A12
OGFRL1	SLC16A12
HIF3A	SLC16A12
CDO1	SLC16A12
TCEAL4	SLC16A12
ETNK2	SLC16A12
USP53	SLC16A12
TACC1	SLC16A12
ADHFE1	SLC16A12
FOXO1	SLC16A12
EPHA4	PANK1
SLC43A1	PANK1
SOD3	PRDM8
SLC2A1	BMP3
OMD	BMP3
FGL2	BMP3
RAI2	BMP3
SLC16A12	BMP3
MPDZ	UTRN
GNAI1	UTRN
SBF2	UTRN
PTPN14	UTRN
ACSL4	PLOD2
ACTN1	PLOD2
PCSK5	PLOD2
UGDH	PLOD2
SLC16A7	PLOD2
EMP1	PLOD2
FGF7	PLOD2
SEC24D	PLOD2
PDK1	PLOD2
LIMCH1	LGI2
FSCN1	LGI2
SPAG5	LGI2
SYNDIG1	LGI2
QPRT	LGI2
TUBB4A	LGI2
LHPP	LGI2
USP46	LGI2
SLC27A6	LGI2
FGF1	LGI2
RIMS3	LGI2
MAPK8IP1	LGI2
IL17B	LGI2
GAMT	LGI2
FAIM2	LGI2
MLIP	LGI2
INPP5A	CDYL
TASP1	CDYL
CALCOCO2	CDYL
DBT	CDYL
PPM1B	CDYL
SLC25A38	CDYL
PCSK5	DAB2
NT5E	DAB2
TPBG	DAB2
GUCY1B1	RASSF3
NOTCH3	RASSF3
KCNQ4	RASSF3
SGIP1	RASSF3
LRRC4B	RASSF3
HEY2	RASSF3
SULF1	RASSF3
AMIGO2	RASSF3
HNMT	RASSF3
FEM1C	AHCTF1
FGR	MERTK
SLC7A2	MERTK
ADIPOR2	MERTK
RPS6KA2	MERTK
PLXNA2	MERTK
JADE1	MERTK
SESN1	MERTK
IRAK3	MERTK
TBX15	MERTK
ARRDC2	MERTK
NEDD9	MERTK
MAN1A1	MERTK
SLC19A2	MERTK
