A	B
NCF2	SLC2A5
RPS6KA1	SLC2A5
VAMP8	SLC2A5
SPP1	SLC2A5
ADCY7	SLC2A5
TMIGD3	SLC2A5
SASH3	SLC2A5
ARHGAP9	SLC2A5
NCKAP1L	SLC2A5
SH3TC1	SLC2A5
C3	SLC2A5
IRF5	SLC2A5
WDFY4	SLC2A5
SIGLEC9	SLC2A5
RHBDF2	SLC2A5
THEMIS2	SLC2A5
ALOX5AP	SLC2A5
PRAM1	SLC2A5
DOCK2	SLC2A5
HAVCR2	SLC2A5
LCP1	SLC2A5
TLR2	SLC2A5
PARVG	SLC2A5
LPAR6	SLC2A5
IRF8	SLC2A5
PIK3R5	SLC2A5
MYO1F	SLC2A5
SIGLEC10	SLC2A5
DNAH9	CFAP74
CROCC	CFAP74
CFAP61	CFAP74
TSNAXIP1	CFAP74
CFAP69	CFAP74
JHY	CFAP74
DNAH1	CFAP74
DNAH6	CFAP74
MYB	CFAP74
ARMC2	CFAP74
DNAI1	CFAP74
DAW1	CFAP74
CDHR3	CFAP74
TTLL9	CFAP74
CCDC146	CFAP74
CCDC65	CFAP74
MORN3	CFAP74
AK7	CFAP74
CCDC40	CFAP74
PAX6	PRDM16
MRC2	PRDM16
CHDH	PRDM16
ATP1A2	PRDM16
PREX2	PRDM16
PHF21B	PRDM16
IL17RB	PRDM16
EYA2	PRDM16
PHKA1	PRDM16
FGFR3	PRDM16
TGFBR3	PRDM16
CYBRD1	PRDM16
EVC	PRDM16
FERMT2	PRDM16
GLI2	PRDM16
MGLL	PRDM16
ACACB	PRDM16
ADCY2	PRDM16
ADCYAP1R1	PRDM16
SLC1A3	PRDM16
CARMIL1	PRDM16
SLC4A4	PRDM16
STK17B	PRDM16
FAT1	PRDM16
ASAP3	PRDM16
SMOX	PRDM16
HEPH	PRDM16
PHGDH	PRDM16
EZR	PRDM16
TGFB2	PRDM16
PRODH	PRDM16
MLC1	PRDM16
PAPLN	PRDM16
NFATC4	PRDM16
BMP7	PRDM16
SNTA1	PRDM16
CDH20	PRDM16
LAMA1	PRDM16
MID1	PRDM16
CHRDL1	PRDM16
ZNF423	PRDM16
PIEZO1	PRDM16
ACSBG1	PRDM16
PON2	PRDM16
GLI3	PRDM16
SLC9A3R1	PRDM16
ALDOC	PRDM16
RAB34	PRDM16
CPE	PRDM16
CPT1A	PRDM16
SLC1A2	PRDM16
ACSS3	PRDM16
ALDH2	PRDM16
RFX4	PRDM16
NR2E1	PRDM16
EHHADH	PRDM16
ARHGEF26	PRDM16
EFEMP1	PRDM16
SLC1A4	PRDM16
WLS	PRDM16
F3	PRDM16
NEK6	PRDM16
HSDL2	PRDM16
ALDH6A1	PRDM16
GPAM	PRDM16
CLU	PRDM16
CNTFR	PRDM16
ACADS	PRDM16
SSPN	PRDM16
SARDH	PRDM16
SDC4	PRDM16
NDP	PRDM16
SOX21	PRDM16
SOX9	PRDM16
PSD4	PRDM16
AMOT	PRDM16
RHOJ	PRDM16
ATP13A4	PRDM16
FGFRL1	PRDM16
SMO	PRDM16
CGNL1	PRDM16
PALLD	PRDM16
ATP1B2	PRDM16
SLC44A2	PRDM16
APOE	PRDM16
SLC7A10	PRDM16
IQCA1	PRDM16
BHMT2	PRDM16
NOTCH2	PRDM16
CRB1	PRDM16
CABLES1	PRDM16
SOX5	PRDM16
LRP4	PRDM16
FADS2	PRDM16
FAM189A2	PRDM16
MSI1	PRDM16
NT5E	PRDM16
ITGA7	PRDM16
NHSL1	PRDM16
AGT	PRDM16
GLUL	PRDM16
THSD1	PRDM16
EDNRB	PRDM16
LRRC8A	PRDM16
TLR4	PRDM16
IL33	PRDM16
BCAR3	PRDM16
FGF2	PRDM16
BMPR1B	PRDM16
SLCO1C1	PRDM16
STON2	PRDM16
ADAMTS17	PRDM16
IMPA2	PRDM16
ERBB2	PRDM16
FKBP10	PRDM16
DNAH9	FHAD1
DLEC1	FHAD1
DNAH5	FHAD1
SLC6A16	FHAD1
ST6GALNAC2	FHAD1
CELSR1	FHAD1
SPAG6	FHAD1
TP73	FHAD1
TCF7	FHAD1
IL5RA	FHAD1
TEKT2	FHAD1
CCDC114	FHAD1
CAPS	FHAD1
DNAH11	FHAD1
ALDH3A1	FHAD1
EXPH5	FHAD1
RSPH4A	FHAD1
MAK	FHAD1
C6orf118	FHAD1
IQCG	FHAD1
GALNT3	FHAD1
ADGB	FHAD1
PPL	FHAD1
CCDC170	FHAD1
RIBC2	FHAD1
COL5A1	FHAD1
STOML3	FHAD1
CD36	FHAD1
WDR38	FHAD1
SPAG8	FHAD1
TTC29	FHAD1
CFAP300	FHAD1
MNS1	FHAD1
CCDC33	FHAD1
WDR93	FHAD1
MYLK3	FHAD1
LRRC46	FHAD1
CCDC40	FHAD1
FGR	EPHA2
YBX3	EPHA2
SBNO2	EPHA2
KLF6	EPHA2
BCL3	EPHA2
NFKB2	EPHA2
B4GALT1	EPHA2
ICAM1	EPHA2
PLEKHG2	EPHA2
APOL1	EPHA2
MYH9	EPHA2
RASIP1	EPHA2
ICAM2	EPHA2
NEDD9	EPHA2
TNFRSF10B	EPHA2
CDK2	EPHA2
IRF1	EPHA2
TRIP10	EPHA2
VASP	EPHA2
LDLR	EPHA2
HELZ2	EPHA2
IL15RA	EPHA2
LRRC32	EPHA2
MAP2K3	EFHD2
SH2D3C	EFHD2
HPCAL1	EFHD2
RARA	EFHD2
SEC61A1	PGD
CCDC124	SH3BGRL3
SERF2	SH3BGRL3
HSD17B10	RPL11
AAMDC	RPL11
MYL6	RPL11
BCL7C	RPL11
TFPT	RPL11
BAG1	RPL11
HDDC2	RPL11
ROMO1	RPL11
PGLS	RPL11
GMFG	RPL11
BLOC1S1	RPL11
NSF	C1orf216
DLG3	C1orf216
GSKIP	C1orf216
NAPB	C1orf216
YWHAH	C1orf216
GABARAPL1	C1orf216
HMG20B	EVA1B
GSTP1	EVA1B
TSPO	EVA1B
GSDMD	EVA1B
FCGRT	EVA1B
DOK1	EVA1B
PDLIM2	EVA1B
SLC2A4RG	EVA1B
RBM38	EVA1B
FGR	MAP3K6
TEAD3	MAP3K6
ST3GAL1	MAP3K6
MVP	MAP3K6
SERPINB1	MAP3K6
YBX3	MAP3K6
SBNO2	MAP3K6
MTHFD2	MAP3K6
TNFRSF1A	MAP3K6
BCL3	MAP3K6
TEAD2	MAP3K6
RBMS2	MAP3K6
NFKB2	MAP3K6
IL4R	MAP3K6
B4GALT1	MAP3K6
ASAP3	MAP3K6
PXN	MAP3K6
IRAK3	MAP3K6
FKBP5	MAP3K6
MKNK2	MAP3K6
MYH9	MAP3K6
NFKBIA	MAP3K6
SLCO4A1	MAP3K6
CRISPLD2	MAP3K6
GSDMD	MAP3K6
PRX	MAP3K6
NOD1	MAP3K6
RASSF4	MAP3K6
MAP3K8	MAP3K6
LTBR	MAP3K6
NEDD9	MAP3K6
IL1R1	MAP3K6
ECE1	MAP3K6
TNFRSF10B	MAP3K6
CHST3	MAP3K6
CDK2	MAP3K6
SH3TC1	MAP3K6
VASP	MAP3K6
STAT5A	MAP3K6
GLIS2	MAP3K6
APOL2	MAP3K6
STARD8	MAP3K6
NECTIN2	MAP3K6
ARPC1B	MAP3K6
HELZ2	MAP3K6
CHSY1	MAP3K6
TRIM5	MAP3K6
TRIM22	MAP3K6
ITGB4	MAP3K6
IL15RA	MAP3K6
FAM189A2	MAP3K6
TMBIM1	MAP3K6
NIBAN2	MAP3K6
PIM1	MAP3K6
SQOR	MAP3K6
RAB20	MAP3K6
PML	MAP3K6
NLRC5	MAP3K6
TP53	MAP3K6
CASP10	HSPG2
TRAM2	HSPG2
SP100	HSPG2
SCARF1	HSPG2
RBMS2	HSPG2
B4GALT1	HSPG2
PXN	HSPG2
FXYD5	HSPG2
PLEKHG2	HSPG2
ITPR3	HSPG2
MYH9	HSPG2
PPP1R13L	HSPG2
NOD1	HSPG2
TCIRG1	HSPG2
VWF	HSPG2
TRIM38	HSPG2
TNFRSF10B	HSPG2
PODXL	HSPG2
ADCY4	HSPG2
STARD8	HSPG2
DOCK6	HSPG2
TRIM5	HSPG2
CEMIP2	HSPG2
ACVRL1	HSPG2
NLRC5	HSPG2
FNDC3B	BCL10
SNAP23	BCL10
HSPE1	BCL10
MTMR7	PRKACB
GUCY1B1	PRKACB
SNAP91	PRKACB
ZC3H12B	PRKACB
GRIA2	PRKACB
RAB9B	PRKACB
ATP8A1	PRKACB
NAPB	PRKACB
FGR	TINAGL1
FOXC1	TINAGL1
RBMS2	TINAGL1
MECOM	TINAGL1
RASIP1	TINAGL1
DOCK6	TINAGL1
TMEM204	TINAGL1
TBX3	TINAGL1
FOXF2	TINAGL1
ARHGEF2	AZIN2
POLR2J	RPS8
PHPT1	RPS8
BCL7C	RPS8
POLR2I	RPS8
BAG1	RPS8
ATP5F1E	RPS8
ROMO1	RPS8
PGLS	RPS8
BLOC1S1	RPS8
ANAPC11	RPS8
ZMYND10	BEST4
DNAH9	BEST4
SPA17	BEST4
CFAP61	BEST4
TSNAXIP1	BEST4
OCA2	BEST4
CFAP69	BEST4
JHY	BEST4
PACRG	BEST4
DNAH6	BEST4
CASC1	BEST4
MYB	BEST4
ARMC2	BEST4
CFAP58	BEST4
DNAI1	BEST4
IL13RA2	BEST4
DAW1	BEST4
CCNA1	BEST4
MDH1B	BEST4
CCDC65	BEST4
MORN3	BEST4
AK7	BEST4
CFAP74	BEST4
LAP3	MOB3C
TEAD3	MOB3C
MVP	MOB3C
SZRD1	MOB3C
TBC1D1	MOB3C
WDR1	MOB3C
TTC38	MOB3C
CD59	MOB3C
ASAP3	MOB3C
SLC8B1	MOB3C
CD40	MOB3C
PIEZO1	MOB3C
TTC23	MOB3C
CCDC9	MOB3C
PLIN3	MOB3C
CD81	MOB3C
LTBR	MOB3C
ATP6V0E1	MOB3C
DOK1	MOB3C
NFE2L2	MOB3C
ECE1	MOB3C
PHF19	MOB3C
SERPINB6	MOB3C
MOCS1	MOB3C
VASP	MOB3C
STAT5A	MOB3C
PLD2	MOB3C
NECTIN2	MOB3C
CHSY1	MOB3C
TRIM21	MOB3C
CD63	MOB3C
CALCOCO2	MOB3C
DNAJC1	MOB3C
TLN1	MOB3C
PARP9	MOB3C
PML	MOB3C
SCAMP2	MOB3C
TMEM176A	SLC44A3
MGST1	SLC44A3
HEBP2	SLC44A3
PHF21B	SLC44A3
IL17RB	SLC44A3
EYA2	SLC44A3
TNFRSF1A	SLC44A3
CYBRD1	SLC44A3
MRVI1	SLC44A3
FERMT2	SLC44A3
UNG	SLC44A3
SLC25A43	SLC44A3
ADCY2	SLC44A3
SLC1A3	SLC44A3
STK17B	SLC44A3
TRIP6	SLC44A3
ASAP3	SLC44A3
SMOX	SLC44A3
TGFB2	SLC44A3
MLC1	SLC44A3
ABHD4	SLC44A3
PYGL	SLC44A3
PCK2	SLC44A3
FAH	SLC44A3
PON2	SLC44A3
ZC3HAV1	SLC44A3
TMEM176B	SLC44A3
GLIS3	SLC44A3
RAB34	SLC44A3
ACSS3	SLC44A3
RFX4	SLC44A3
NR2E1	SLC44A3
DPYSL3	SLC44A3
PLSCR4	SLC44A3
ARHGEF26	SLC44A3
EFEMP1	SLC44A3
PRRX1	SLC44A3
WLS	SLC44A3
CNN3	SLC44A3
F3	SLC44A3
NEK6	SLC44A3
HSDL2	SLC44A3
CLU	SLC44A3
FGFRL1	SLC44A3
SMO	SLC44A3
PALLD	SLC44A3
BBOX1	SLC44A3
ATP1B2	SLC44A3
LGALS3	SLC44A3
PPP1R3D	SLC44A3
BHMT2	SLC44A3
DTNA	SLC44A3
FADS2	SLC44A3
FAM189A2	SLC44A3
NHSL1	SLC44A3
TMBIM1	SLC44A3
LRRC8A	SLC44A3
IL33	SLC44A3
TUBB2B	SLC44A3
YAP1	SLC44A3
BCAR3	SLC44A3
FGF2	SLC44A3
BMPR1B	SLC44A3
STON2	SLC44A3
IMPA2	SLC44A3
TP53	SLC44A3
PAK5	IGSF3
EFNB3	IGSF3
DEF6	C1orf162
SLC17A9	C1orf162
DENND3	C1orf162
JAK3	C1orf162
ABI3	C1orf162
CTSC	C1orf162
SH3TC1	C1orf162
PRAM1	C1orf162
C1RL	C1orf162
SLC2A5	C1orf162
TYMP	CD53
ADAM28	CD53
ST6GAL1	CD53
LPCAT2	CD53
PTGS1	CD53
SLC17A9	CD53
ELF4	CD53
ATP8B4	CD53
SLC1A5	CD53
JAK3	CD53
TGFBR1	CD53
CTSC	CD53
STEAP3	CD53
SPP1	CD53
SH3TC1	CD53
C3	CD53
ARPC1B	CD53
CASP1	CD53
LPAR6	CD53
ITGAX	CD53
SLC2A5	CD53
TFPI	ITGA10
FOXC1	ITGA10
TRAM2	ITGA10
TIE1	ITGA10
ADGRF5	ITGA10
RBMS2	ITGA10
TNS1	ITGA10
COL4A4	ITGA10
IRAK3	ITGA10
PLEKHG2	ITGA10
ITPR3	ITGA10
GGT5	ITGA10
ADGRD1	ITGA10
TRIM38	ITGA10
EPAS1	ITGA10
CALD1	ITGA10
PTPRB	ITGA10
ADCY4	ITGA10
STARD8	ITGA10
DOCK6	ITGA10
LAMA5	ITGA10
CEMIP2	ITGA10
PAQR5	ITGA10
LEF1	ITGA10
ARHGAP31	GPR161
CYBRD1	GPR161
MRVI1	GPR161
TTC38	GPR161
UNG	GPR161
ACACB	GPR161
ADCY2	GPR161
SLC1A3	GPR161
STK17B	GPR161
SEC14L2	GPR161
ABHD4	GPR161
CDH20	GPR161
MID1	GPR161
PIEZO1	GPR161
PON2	GPR161
RASSF4	GPR161
CPT1A	GPR161
ACSS3	GPR161
RFX4	GPR161
GMNN	GPR161
LIFR	GPR161
EHHADH	GPR161
WLS	GPR161
HSDL2	GPR161
HVCN1	GPR161
AHNAK	GPR161
AMOT	GPR161
SLC44A2	GPR161
ARHGEF6	GPR161
PPP1R3D	GPR161
BHMT2	GPR161
DTNA	GPR161
NPL	GPR161
CALCOCO2	GPR161
LRRC8A	GPR161
TLR4	GPR161
PCTP	GPR161
ERBB2	GPR161
PPP2R5A	ALDH9A1
LAPTM4A	ALDH9A1
FERMT2	ALDH9A1
CLNS1A	ALDH9A1
SRI	ALDH9A1
UNG	ALDH9A1
GPR137B	ALDH9A1
NEBL	ALDH9A1
PGM1	ALDH9A1
SNX5	ALDH9A1
ZFYVE21	ALDH9A1
TRPS1	ALDH9A1
PON2	ALDH9A1
PTPRZ1	ALDH9A1
PHYH	ALDH9A1
C6orf62	ALDH9A1
EHHADH	ALDH9A1
EPB41L5	ALDH9A1
DARS1	ALDH9A1
DOCK7	ALDH9A1
HMGCL	ALDH9A1
PRDX1	ALDH9A1
MARC2	ALDH9A1
ALDH6A1	ALDH9A1
SERP1	ALDH9A1
EPHX2	ALDH9A1
SSPN	ALDH9A1
MGME1	ALDH9A1
AMOT	ALDH9A1
PAICS	ALDH9A1
ARHGEF6	ALDH9A1
RGN	ALDH9A1
PSAT1	ALDH9A1
SERPINE2	ALDH9A1
APPL2	ALDH9A1
RAB30	ALDH9A1
PRCP	ALDH9A1
SLC49A4	ALDH9A1
PRDM5	ALDH9A1
PTGR2	ALDH9A1
SLC7A14	ATP1B1
SYT13	ATP1B1
NRXN3	ATP1B1
GABRA1	ATP1B1
PRKCZ	ATP1B1
SYT1	ATP1B1
CHGB	ATP1B1
SYP	ATP1B1
CAP2	ATP1B1
DHCR24	ATP1B1
DNAJC6	ATP1B1
GAD1	ATP1B1
SNAP25	ATP1B1
ATP8A2	ATP1B1
DCLK1	ATP1B1
NFYA	POGK
NIPAL3	POGK
BRCA1	POGK
RAI14	POGK
SPDL1	POGK
VAMP3	POGK
FOXN3	POGK
TMCC3	POGK
WNK1	POGK
LIMCH1	POGK
SLC12A2	POGK
PACC1	POGK
DIP2B	POGK
FGFR2	POGK
MTFR1	POGK
SIRT2	POGK
SLC44A1	POGK
VASH1	POGK
PDE8A	POGK
FRYL	POGK
PLD1	POGK
CLDND1	POGK
PHACTR3	POGK
ERMP1	POGK
SOS2	POGK
JADE3	POGK
KLHL4	POGK
CPPED1	POGK
CCP110	POGK
CDK6	POGK
COBL	POGK
CLIP2	POGK
ARHGAP21	POGK
ACBD5	POGK
TBC1D12	POGK
GAB1	POGK
SH3D19	POGK
KLHL5	POGK
MTRF1L	POGK
ICK	POGK
HECA	POGK
EPM2A	POGK
QKI	POGK
ERBIN	POGK
FRMD4B	POGK
ZBTB47	POGK
SPTBN1	POGK
PLCL1	POGK
WIPF1	POGK
TRAK2	POGK
TCEANC2	POGK
RAP1A	POGK
GPSM2	POGK
GTDC1	POGK
SEPTIN7	POGK
PREX1	POGK
ATG4C	POGK
NSRP1	POGK
RAB3IP	POGK
HIP1	POGK
SPECC1	POGK
BCL2L2	POGK
SNX6	POGK
PHF10	POGK
PRRG1	POGK
SLC38A2	POGK
GDF11	POGK
DYNC1LI2	POGK
KIF13A	POGK
FCHSD2	POGK
RDX	POGK
ITPRID2	POGK
SECISBP2L	POGK
PEX5	POGK
OSBPL1A	POGK
MYO16	ILDR2
XYLT1	ILDR2
SEMA5A	ILDR2
KLF12	ILDR2
TYMP	FCGR2A
ELF4	FCGR2A
SLC1A5	FCGR2A
JAK3	FCGR2A
HAMP	FCGR2A
ABI3	FCGR2A
CTSC	FCGR2A
TMIGD3	FCGR2A
CDK2	FCGR2A
SH3TC1	FCGR2A
ABCC4	FCGR2A
C3	FCGR2A
CD93	FCGR2A
RHBDF2	FCGR2A
IL13RA1	FCGR2A
PIM1	FCGR2A
CASP1	FCGR2A
SIGLEC10	FCGR2A
SLC2A5	FCGR2A
SLC6A13	RGS5
COBLL1	RGS5
SLC6A12	RGS5
ITIH5	RGS5
RBX1	PFDN2
TRIR	PFDN2
TTC22	NR1I3
LZTS1	NR1I3
DGKA	NR1I3
C20orf27	NR1I3
VIPR1	NR1I3
KCNIP2	NR1I3
PTGIS	NR1I3
GRM4	NR1I3
CPNE5	NR1I3
LAMP5	NR1I3
PRKCG	NR1I3
KIF12	NR1I3
CHAT	CRABP2
CABP7	CRABP2
TACR1	CRABP2
SLC5A7	CRABP2
NPY	CRABP2
PLAUR	RGS16
SBNO2	RGS16
FOSL2	RGS16
ITPKC	RGS16
GADD45B	RGS16
RELB	RGS16
NAMPT	RGS16
GADD45A	RGS16
MYC	RGS16
PIM1	RGS16
ETV6	RGS16
GPM6B	TOR1AIP1
QSER1	TOR1AIP1
CLNS1A	TOR1AIP1
LMAN1	TOR1AIP1
NEBL	TOR1AIP1
SNX5	TOR1AIP1
ZDHHC2	TOR1AIP1
ELP4	TOR1AIP1
KCTD20	TOR1AIP1
SMAD5	TOR1AIP1
PRKD3	TOR1AIP1
DARS1	TOR1AIP1
SCP2	TOR1AIP1
RO60	TOR1AIP1
ABCD3	TOR1AIP1
APPL2	TOR1AIP1
TMBIM6	TOR1AIP1
SS18	TOR1AIP1
ALDH9A1	TOR1AIP1
CLNS1A	LYPLAL1
PRTFDC1	LYPLAL1
EMC2	LYPLAL1
DARS1	LYPLAL1
MRPS14	LYPLAL1
ALG5	LYPLAL1
DNAH9	RORC
DLEC1	RORC
DNAH5	RORC
SLC6A16	RORC
SPAG6	RORC
TP73	RORC
IL5RA	RORC
TEKT2	RORC
CCDC114	RORC
CAPS	RORC
DNAH11	RORC
ALDH3A1	RORC
FOLR1	RORC
RSPH4A	RORC
MAK	RORC
C6orf118	RORC
IQCG	RORC
NEK11	RORC
CASC1	RORC
ADGB	RORC
CCDC170	RORC
RIBC2	RORC
FOXJ1	RORC
RGS22	RORC
STOML3	RORC
LRRIQ1	RORC
WDR38	RORC
SPAG8	RORC
TTC29	RORC
CFAP300	RORC
MNS1	RORC
CCDC33	RORC
WDR93	RORC
MYLK3	RORC
LRRC46	RORC
CCDC40	RORC
FHAD1	RORC
TRAM2	ECM1
SCARF1	ECM1
ITPR3	ECM1
CARD10	ECM1
MYH9	ECM1
TCIRG1	ECM1
ADCY4	ECM1
DOCK6	ECM1
LAMA5	ECM1
MYLIP	CGN
CD22	CGN
PHLDB1	CGN
WWC3	CGN
PACC1	CGN
DIP2B	CGN
SIRT2	CGN
NDE1	CGN
PDE8A	CGN
PLD1	CGN
EBF4	CGN
P2RX7	CGN
PCBP4	CGN
SEMA6A	CGN
CAPN3	CGN
TBC1D2	CGN
MYO9B	CGN
SUN2	CGN
CCP110	CGN
ABCA2	CGN
UNC5B	CGN
CDR2L	CGN
NECTIN1	CGN
TIMELESS	CGN
FRMD4B	CGN
TRIM62	CGN
CDK18	CGN
PROX1	CGN
PREX1	CGN
EML2	CGN
PLEKHG3	CGN
HIP1	CGN
FCHO1	CGN
PIK3C2B	CGN
ADAM19	CGN
TJAP1	CGN
FAM222A	CGN
NPC1	CGN
TMC6	CGN
TTYH2	CGN
MVP	ADAMTSL4
SLC11A1	ADAMTSL4
TYMP	ADAMTSL4
TNFRSF1B	ADAMTSL4
SBNO2	ADAMTSL4
B4GALT1	ADAMTSL4
PXN	ADAMTSL4
PLP2	ADAMTSL4
DENND3	ADAMTSL4
NAMPT	ADAMTSL4
NOD1	ADAMTSL4
GLIS3	ADAMTSL4
MAP3K8	ADAMTSL4
BCL6	ADAMTSL4
TNFRSF10B	ADAMTSL4
CDK2	ADAMTSL4
RREB1	ADAMTSL4
SH3TC1	ADAMTSL4
RHBDF2	ADAMTSL4
LAMA5	ADAMTSL4
CHSY1	ADAMTSL4
TRIM5	ADAMTSL4
TRIM22	ADAMTSL4
PIM1	ADAMTSL4
TLR2	ADAMTSL4
NLRC5	ADAMTSL4
MAP3K6	ADAMTSL4
TEAD3	MCL1
ST3GAL1	MCL1
HEBP2	MCL1
PRDM1	MCL1
YBX3	MCL1
SBNO2	MCL1
MTHFD2	MCL1
TNFRSF1A	MCL1
CBFB	MCL1
BCL3	MCL1
P4HA2	MCL1
RBMS2	MCL1
NFKB2	MCL1
FGFR1	MCL1
CDC14A	MCL1
CXCL2	MCL1
B4GALT1	MCL1
ITPKC	MCL1
ASAP3	MCL1
SMOX	MCL1
PXN	MCL1
ICAM1	MCL1
EFNB1	MCL1
SNAP23	MCL1
GADD45B	MCL1
MKNK2	MCL1
ABHD4	MCL1
NFKBIA	MCL1
CD40	MCL1
MYL12A	MCL1
EHD4	MCL1
ZC3HAV1	MCL1
GLIS3	MCL1
LTBR	MCL1
RFX4	MCL1
NEDD9	MCL1
HBEGF	MCL1
ARRDC3	MCL1
BCL6	MCL1
HSPE1	MCL1
ODC1	MCL1
CNN3	MCL1
TNFAIP3	MCL1
PLEKHG1	MCL1
SOCS2	MCL1
CLU	MCL1
TNFRSF10B	MCL1
CHST3	MCL1
P4HA1	MCL1
CDK2	MCL1
SNAI1	MCL1
RREB1	MCL1
IRF1	MCL1
VASP	MCL1
GLIS2	MCL1
SAT1	MCL1
LDLR	MCL1
NECTIN2	MCL1
HELZ2	MCL1
CHSY1	MCL1
DNAJB1	MCL1
TRIM5	MCL1
SWAP70	MCL1
FAM189A2	MCL1
TMBIM1	MCL1
DRAM1	MCL1
CALCOCO2	MCL1
SQOR	MCL1
PARP9	MCL1
RAB20	MCL1
TLE3	MCL1
PML	MCL1
TP53	MCL1
EPHA2	MCL1
MAP3K6	MCL1
PPP2R5A	ANP32E
CLNS1A	ANP32E
SRI	ANP32E
NEBL	ANP32E
CPNE3	ANP32E
SNX5	ANP32E
ACADM	ANP32E
PTGR2	ANP32E
ALDH9A1	ANP32E
SLC25A13	MINDY1
LAMP2	MINDY1
TMEM98	MINDY1
ADIPOR2	MINDY1
SYPL1	MINDY1
NFIX	MINDY1
BRCA1	MINDY1
PHLDB1	MINDY1
VRK2	MINDY1
FUT8	MINDY1
DAPK2	MINDY1
WWC3	MINDY1
VAMP3	MINDY1
FOXN3	MINDY1
TMCC3	MINDY1
WNK1	MINDY1
SLC12A2	MINDY1
ANKRD44	MINDY1
PACC1	MINDY1
PRKCQ	MINDY1
DIP2B	MINDY1
ELOVL1	MINDY1
FGFR2	MINDY1
MTFR1	MINDY1
SIRT2	MINDY1
SLC44A1	MINDY1
TESK2	MINDY1
NDE1	MINDY1
PDE8A	MINDY1
FRYL	MINDY1
PLD1	MINDY1
PHLPP1	MINDY1
REST	MINDY1
CD82	MINDY1
PCBP4	MINDY1
SEMA6A	MINDY1
RFFL	MINDY1
ERMP1	MINDY1
TSPAN15	MINDY1
MYO9B	MINDY1
MICALL1	MINDY1
SUN2	MINDY1
MCM5	MINDY1
EFS	MINDY1
SGK2	MINDY1
RNF125	MINDY1
PARP4	MINDY1
CPPED1	MINDY1
SALL1	MINDY1
TJP1	MINDY1
CPQ	MINDY1
ARHGEF10	MINDY1
MYH14	MINDY1
KANK1	MINDY1
UNC5B	MINDY1
LIPA	MINDY1
SYNGR2	MINDY1
PMP22	MINDY1
GAB1	MINDY1
ST3GAL4	MINDY1
TIMELESS	MINDY1
ICK	MINDY1
QKI	MINDY1
TFEB	MINDY1
MAN2A1	MINDY1
AMOTL2	MINDY1
FRMD4B	MINDY1
RTKN	MINDY1
EFHD1	MINDY1
WIPF1	MINDY1
TCEANC2	MINDY1
TRIM62	MINDY1
PADI2	MINDY1
ATP10B	MINDY1
TJP2	MINDY1
C1orf198	MINDY1
GPSM2	MINDY1
CYREN	MINDY1
PREX1	MINDY1
TMTC4	MINDY1
EML2	MINDY1
HSPA2	MINDY1
PLEKHG3	MINDY1
HIP1	MINDY1
SPECC1	MINDY1
SNX6	MINDY1
SH3BP4	MINDY1
HIP1R	MINDY1
SLC35D2	MINDY1
PRRG1	MINDY1
LLGL1	MINDY1
ZBED3	MINDY1
AMPD3	MINDY1
TMEM165	MINDY1
PRR5L	MINDY1
CPM	MINDY1
CYP27A1	MINDY1
NEK3	MINDY1
VEZF1	MINDY1
CDK5RAP2	MINDY1
TLN1	MINDY1
KIF13A	MINDY1
TJAP1	MINDY1
FCHSD2	MINDY1
RDX	MINDY1
RGS3	MINDY1
GLTP	MINDY1
SLAIN1	MINDY1
PELI2	MINDY1
IQGAP1	MINDY1
NKD1	MINDY1
OSBPL1A	MINDY1
NPC1	MINDY1
TMC6	MINDY1
TTYH2	MINDY1
POGK	MINDY1
SLC25A13	ANXA9
LAMP2	ANXA9
TMEM98	ANXA9
ADIPOR2	ANXA9
SYPL1	ANXA9
BRCA1	ANXA9
CLDN11	ANXA9
PHLDB1	ANXA9
VRK2	ANXA9
FUT8	ANXA9
DAPK2	ANXA9
WWC3	ANXA9
VAMP3	ANXA9
PLEKHH1	ANXA9
TMCC3	ANXA9
WNK1	ANXA9
SLC12A2	ANXA9
ERBB3	ANXA9
ANKRD44	ANXA9
PACC1	ANXA9
PRKCQ	ANXA9
DIP2B	ANXA9
ELOVL1	ANXA9
FGFR2	ANXA9
MTFR1	ANXA9
SIRT2	ANXA9
SLC44A1	ANXA9
TESK2	ANXA9
RHOBTB1	ANXA9
NDE1	ANXA9
PDE8A	ANXA9
FRYL	ANXA9
PLD1	ANXA9
PSEN1	ANXA9
CLDND1	ANXA9
P2RX7	ANXA9
PCBP4	ANXA9
TF	ANXA9
SEMA6A	ANXA9
RFFL	ANXA9
ERMP1	ANXA9
MYO9B	ANXA9
SUN2	ANXA9
EFS	ANXA9
SGK2	ANXA9
RNF125	ANXA9
JADE3	ANXA9
PARP4	ANXA9
CPPED1	ANXA9
CCP110	ANXA9
ARHGEF10	ANXA9
HPN	ANXA9
ABCA2	ANXA9
ABHD17B	ANXA9
UNC5B	ANXA9
LIPA	ANXA9
TBC1D12	ANXA9
CDR2L	ANXA9
GAB1	ANXA9
SH3D19	ANXA9
ST3GAL4	ANXA9
TIMELESS	ANXA9
ICK	ANXA9
QKI	ANXA9
TFEB	ANXA9
MAN2A1	ANXA9
AMOTL2	ANXA9
FRMD4B	ANXA9
PEX5L	ANXA9
RTKN	ANXA9
WIPF1	ANXA9
TCEANC2	ANXA9
