A	B
DDX49	COMMD7
TMEM147	COMMD7
PSMA2	COMMD7
PTPMT1	COMMD7
ARPC3	COMMD7
TMEM14C	COMMD7
SNX3	COMMD7
RNF130	COMMD7
ATP6V0E1	COMMD7
PARK7	COMMD7
PRDX1	COMMD7
MYL12B	COMMD7
NDUFB3	COMMD7
NDUFA8	COMMD7
CLTA	COMMD7
SMUG1	COMMD7
SNRPC	COMMD7
DAD1	COMMD7
EMC8	COMMD7
ERAL1	COMMD7
LAMTOR5	COMMD7
GTF2A2	COMMD7
MPC2	COMMD7
MGST3	COMMD7
JTB	COMMD7
PRTFDC1	KIAA1755
TSPAN15	KIAA1755
GALNT16	KIAA1755
ABCA2	KIAA1755
LGALS3BP	KIAA1755
RTKN	KIAA1755
DGLUCY	KIAA1755
ANGPTL2	KIAA1755
ARSD	DSN1
C14orf93	DSN1
RMDN2	DSN1
APPL2	DSN1
SLC46A3	DSN1
KIAA0100	SOGA1
SLC45A4	SOGA1
SMG6	SOGA1
NDST1	SOGA1
BCORL1	SOGA1
TJP1	SOGA1
SH3PXD2A	SOGA1
CBL	SOGA1
MLEC	SOGA1
ARID1A	SOGA1
TCF25	YTHDF1
CFLAR	LTO1
CLCN6	LTO1
ANGEL1	LTO1
ZNF76	LTO1
BAZ2A	LTO1
MKNK1	LTO1
ZNF324	LTO1
DEPDC5	LTO1
ZKSCAN1	LTO1
PLCG1	LTO1
RREB1	LTO1
STK35	LTO1
KDM4B	LTO1
LPIN1	LTO1
MDC1	LTO1
MAPKBP1	LTO1
DPP9	LTO1
KIAA0319L	LTO1
TAF1	LTO1
CELF1	LTO1
POLR2J	TRPT1
RPUSD1	TRPT1
UQCRC1	TRPT1
RPL18	TRPT1
EPN1	TRPT1
HSD17B10	TRPT1
SIRT6	TRPT1
RPS5	TRPT1
BLVRB	TRPT1
CRAT	TRPT1
TMED1	TRPT1
PSMD8	TRPT1
ELOB	TRPT1
MED25	TRPT1
C19orf53	TRPT1
POLR2I	TRPT1
RPL18A	TRPT1
COPE	TRPT1
RAB34	TRPT1
C12orf57	TRPT1
NENF	TRPT1
MIF4GD	TRPT1
CLPP	TRPT1
SNRPD2	TRPT1
DTD1	TRPT1
SNRPB	TRPT1
RBM42	TRPT1
ASL	TRPT1
UXT	TRPT1
SLC10A3	TRPT1
PNKD	TRPT1
ADRM1	TRPT1
CHMP2A	TRPT1
EIF3G	TRPT1
VPS25	TRPT1
TMEM258	TRPT1
FPGS	TRPT1
DCTN3	TRPT1
NABP2	TRPT1
NDUFB10	TRPT1
RPS11	TRPT1
RPL13A	TRPT1
SURF2	TRPT1
LAMTOR1	TRPT1
RHBDD2	NUDT22
RNF126	NUDT22
MYDGF	NUDT22
GRAMD1A	NUDT22
TMED1	NUDT22
PSMD8	NUDT22
HM13	NUDT22
PORCN	NUDT22
ELOB	NUDT22
C19orf53	NUDT22
DDX49	NUDT22
TMEM147	NUDT22
SEC61B	NUDT22
LTBR	NUDT22
C12orf57	NUDT22
C19orf25	NUDT22
SLC35B1	NUDT22
DDX39A	NUDT22
RNF113A	NUDT22
SNRPD2	NUDT22
SNRPB	NUDT22
ROMO1	NUDT22
UXT	NUDT22
SLC10A3	NUDT22
TXNDC17	NUDT22
MGAT1	NUDT22
TMEM258	NUDT22
CD63	NUDT22
ST6GALNAC4	NUDT22
SLC2A8	NUDT22
ARPC5L	NUDT22
RPS2	NUDT22
ARHGDIA	NUDT22
SH3GL1	NUDT22
JTB	NUDT22
RAB13	NUDT22
SURF2	NUDT22
GSTO1	NUDT22
B3GAT3	NUDT22
TRAF3IP3	FERMT3
CD74	FERMT3
TLE2	FERMT3
OSBPL3	FERMT3
EPB41L3	FERMT3
SNX10	FERMT3
PYCARD	FERMT3
CTSH	FERMT3
MAP4K1	FERMT3
FCGRT	FERMT3
DOCK8	FERMT3
CRYBG1	FERMT3
IGSF21	FERMT3
PSD4	FERMT3
RNASE1	FERMT3
SCO2	FERMT3
VAV3	FERMT3
DSC2	FERMT3
TNFRSF11A	FERMT3
PGD	FERMT3
TPM3	FERMT3
OTULINL	FERMT3
ARHGAP18	FERMT3
ST14	FERMT3
PLXND1	PLCB3
LRRC23	PLCB3
XYLT2	PLCB3
NCDN	PLCB3
AGPAT4	PLCB3
ADCK1	PLCB3
TTC7A	PLCB3
PPP2R5B	PLCB3
P4HA2	PLCB3
LZTR1	PLCB3
SGSM3	PLCB3
KIAA0930	PLCB3
SNPH	PLCB3
UBL4A	PLCB3
GSDMD	PLCB3
ERCC2	PLCB3
PLOD3	PLCB3
CLIP2	PLCB3
AK1	PLCB3
DVL1	PLCB3
SFXN3	PLCB3
CDR2L	PLCB3
TFEB	PLCB3
PLXNA1	PLCB3
LOXL3	PLCB3
HPCAL1	PLCB3
AMPD2	PLCB3
ACYP1	PLCB3
LRFN3	PLCB3
GLIS2	PLCB3
ZNF341	PLCB3
POGLUT2	PLCB3
SEMA4F	PLCB3
CCDC102A	PLCB3
CHST12	PLCB3
STXBP1	PLCB3
UQCC2	PLCB3
PREB	PLCB3
INTS7	PLCB3
CHMP4B	MRPL49
ADAM15	CDC42EP2
BAD	FAU
AAMDC	FAU
NUBP2	FAU
DDT	FAU
R3HCC1	FAU
ETFB	FAU
LENG1	FAU
RAB34	FAU
ANAPC15	FAU
PEX16	FAU
DGCR6L	FAU
ATP5IF1	FAU
ZNF428	FAU
SNRPG	FAU
SURF1	FAU
TRPT1	FAU
ECH1	TM7SF2
IMPA2	TM7SF2
CTDP1	VPS51
RNF126	VPS51
SDF4	VPS51
NME3	VPS51
SGTA	VPS51
RPS16	VPS51
CYTH2	VPS51
LENG1	VPS51
RAB34	VPS51
ZNF205	VPS51
CLTA	VPS51
NT5C	VPS51
RBM42	VPS51
ABHD17A	VPS51
FAM98C	VPS51
MAP1S	VPS51
ADRM1	VPS51
ZNF428	VPS51
COX4I1	VPS51
WBP2	VPS51
FPGS	VPS51
ZNF787	VPS51
TIMM29	VPS51
SURF2	VPS51
TRPT1	VPS51
FAU	VPS51
NUBP2	PPP4C
ABHD12	PPP4C
WDR13	PPP4C
PQBP1	PPP4C
EEF1D	PPP4C
PIH1D1	PPP4C
ZNHIT1	PPP4C
CUEDC2	PPP4C
RAB34	PPP4C
PTPMT1	PPP4C
STK16	PPP4C
ATG101	PPP4C
PIGT	PPP4C
SNRPD2	PPP4C
ERGIC3	PPP4C
ABHD17A	PPP4C
RPL27	PPP4C
TMEM258	PPP4C
FPGS	PPP4C
MTCH1	PPP4C
SH3GL1	PPP4C
PFDN2	PPP4C
ALDOC	ALDOA
PFKL	ALDOA
GATB	HIRIP3
EFS	HIRIP3
C19orf44	HIRIP3
SLC27A1	HIRIP3
ALAD	HIRIP3
MAP3K14	TAOK2
SELENOO	TAOK2
SLC8B1	TAOK2
GGA2	TAOK2
STX4	TAOK2
HMGXB3	TAOK2
KDM4B	TAOK2
DNMT1	TAOK2
CD99	TMEM219
RPS20	TMEM219
HEBP1	TMEM219
GABARAPL2	TMEM219
IDH3G	TMEM219
RPL31	TMEM219
MRPS34	TMEM219
GSTP1	TMEM219
MGST2	TMEM219
AAMDC	TMEM219
ERP29	TMEM219
BLVRB	TMEM219
SPAG7	TMEM219
MANBAL	TMEM219
RPS16	TMEM219
TBCB	TMEM219
RPL18A	TMEM219
COPE	TMEM219
RPA3	TMEM219
STN1	TMEM219
RPL19	TMEM219
RPL34	TMEM219
COMMD9	TMEM219
COX6A1	TMEM219
MRPL2	TMEM219
PFDN1	TMEM219
RNF130	TMEM219
MYL12B	TMEM219
NDUFA8	TMEM219
SIL1	TMEM219
RPL21	TMEM219
CLTA	TMEM219
GIPC1	TMEM219
PIGT	TMEM219
SNRPC	TMEM219
RPS10	TMEM219
MEA1	TMEM219
CLPP	TMEM219
RPL23	TMEM219
SNRPD2	TMEM219
DYNLRB1	TMEM219
UROD	TMEM219
RBM42	TMEM219
COX6B1	TMEM219
COX7C	TMEM219
ECHS1	TMEM219
ATP6V1F	TMEM219
NEDD8	TMEM219
DAD1	TMEM219
ECSIT	TMEM219
MRPL34	TMEM219
CHMP2A	TMEM219
EIF3G	TMEM219
RPL27	TMEM219
VPS25	TMEM219
NINJ1	TMEM219
RPS15A	TMEM219
COX5B	TMEM219
ISCU	TMEM219
GRHPR	TMEM219
HINT2	TMEM219
RPS6	TMEM219
RPLP1	TMEM219
NABP2	TMEM219
SRP14	TMEM219
NDUFB10	TMEM219
SOD1	TMEM219
RPL11	TMEM219
RPS8	TMEM219
MGST3	TMEM219
RPS27A	TMEM219
RPL32	TMEM219
RPL10	TMEM219
SURF2	TMEM219
RPL7A	TMEM219
RPS3	TMEM219
GHR	CNKSR2
ICA1	CLEC1A
CASP10	CLEC1A
BAIAP2L1	CLEC1A
CD79B	CLEC1A
SEMA3G	CLEC1A
CCDC88C	CLEC1A
PRKCH	CLEC1A
ARHGAP31	CLEC1A
TMCC3	CLEC1A
SCARB1	CLEC1A
RAPGEF3	CLEC1A
ABCB1	CLEC1A
ITGA6	CLEC1A
RAPGEF4	CLEC1A
SEMA6A	CLEC1A
SH2D3C	CLEC1A
PALMD	CLEC1A
MFNG	CLEC1A
CARD10	CLEC1A
PDGFB	CLEC1A
CCM2L	CLEC1A
RNF125	CLEC1A
CTSH	CLEC1A
ATP8B4	CLEC1A
PLAT	CLEC1A
TNFRSF10A	CLEC1A
IL27RA	CLEC1A
RASAL3	CLEC1A
TSPAN13	CLEC1A
GIMAP2	CLEC1A
LHX6	CLEC1A
ABI3	CLEC1A
VWF	CLEC1A
ELK3	CLEC1A
SLC12A7	CLEC1A
PCDH12	CLEC1A
GNLY	CLEC1A
MLPH	CLEC1A
TNFAIP3	CLEC1A
PRXL2A	CLEC1A
ARL4A	CLEC1A
MGAT3	CLEC1A
MYO5C	CLEC1A
RIPK3	CLEC1A
CBFA2T3	CLEC1A
PLVAP	CLEC1A
USHBP1	CLEC1A
OLFM1	CLEC1A
ZBTB46	CLEC1A
GMFG	CLEC1A
PPARG	CLEC1A
HSPA12B	CLEC1A
KL	CLEC1A
GIMAP4	CLEC1A
CD36	CLEC1A
ARRB1	CLEC1A
FNBP1L	CLEC1A
GIPC2	CLEC1A
MMRN1	CLEC1A
ENPEP	CLEC1A
DUSP6	CLEC1A
LPAR6	CLEC1A
TMC6	CLEC1A
MALL	CLEC1A
TMEM44	CLEC1A
PLK2	CLEC1A
ST7	MPP7
NFIX	MPP7
FHL1	MPP7
VCL	MPP7
CC2D2A	MPP7
METTL24	MPP7
ATP2B4	MPP7
MYLK	MPP7
FGFR2	MPP7
INPP5A	MPP7
MAOB	MPP7
PFN2	MPP7
PTPN21	MPP7
LIMS2	MPP7
MCAM	MPP7
PGR	MPP7
EPDR1	MPP7
HEPH	MPP7
PLCB4	MPP7
MYOM1	MPP7
TBL1X	MPP7
NALCN	MPP7
CAB39L	MPP7
FZD3	MPP7
CDK6	MPP7
CPED1	MPP7
KANK1	MPP7
NCS1	MPP7
ACTA2	MPP7
DUSP3	MPP7
WFS1	MPP7
SOX6	MPP7
CORO1C	MPP7
PPM1H	MPP7
FAM184A	MPP7
SOBP	MPP7
CDH6	MPP7
GLS	MPP7
PLCL1	MPP7
PCYOX1	MPP7
KCNQ4	MPP7
RIMS3	MPP7
CASQ2	MPP7
WIPF3	MPP7
CALD1	MPP7
ATXN1	MPP7
SLC25A23	MPP7
ACTN4	MPP7
SYNE1	MPP7
ARHGEF9	MPP7
SH3BGRL	MPP7
AOC3	MPP7
MAP1B	MPP7
TSPAN2	MPP7
DTNA	MPP7
FHOD3	MPP7
ANKRD6	MPP7
HEY2	MPP7
NIBAN1	MPP7
TLN1	MPP7
TTLL7	MPP7
ENTPD1	MPP7
PDE5A	MPP7
TPM1	MPP7
NUDT7	MPP7
MYOCD	MPP7
PRKACB	MPP7
LMO4	MPP7
CNTN4	MPP7
KCNMB1	MPP7
FAXC	MPP7
TMEM47	MPP7
CAMK2G	MPP7
CNNM2	MPP7
CHEK1	MPP7
ITGB5	ITGB1
NT5E	ITGB1
CKAP4	ITGB1
ABHD2	ITGB1
LIMS2	CTF1
PHGDH	CTF1
TBL1X	CTF1
LIN7B	CTF1
KANK1	CTF1
ACTA2	CTF1
CAP2	CTF1
KCNQ4	CTF1
SLC25A23	CTF1
NXNL2	CTF1
CNN1	CTF1
ACTN4	CTF1
HEY2	CTF1
TPM1	CTF1
NUDT7	CTF1
ERBB2	CTF1
KCNMB1	CTF1
FAM50B	CTF1
CAMK2G	CTF1
JPH2	CTF1
SSBP1	CWC15
ARPC3	CWC15
PDCD10	CWC15
POLR3GL	CWC15
PPCS	CWC15
TMCO1	CWC15
CORO1A	FCGR1A
RAC2	FCGR1A
VAV1	FCGR1A
WDR37	DCUN1D2
TFIP11	DCUN1D2
SETD6	DCUN1D2
WDR55	DCUN1D2
ZNFX1	DCUN1D2
KDM4B	DCUN1D2
RIPK1	DCUN1D2
MAN2B2	TMCO3
WWC3	TMCO3
LTBP1	TMCO3
ITGB5	TMCO3
PKD2	TMCO3
TWSG1	TMCO3
SLC44A2	TMCO3
SYT11	TMCO3
MPND	TMEM218
LARS2	TMEM218
POLR3B	TMEM218
ADCK1	TMEM218
SRBD1	TMEM218
LZTR1	TMEM218
ZMAT5	TMEM218
KIAA0930	TMEM218
PIGU	TMEM218
INTS9	TMEM218
PLEKHJ1	TMEM218
C19orf44	TMEM218
GSDME	TMEM218
SLC25A11	TMEM218
TBC1D19	TMEM218
GNPDA1	TMEM218
IFIH1	TMEM218
UXS1	TMEM218
LAMTOR2	TMEM218
WDR34	TMEM218
ZC4H2	TMEM218
SRD5A3	TMEM218
COQ3	TMEM218
RIDA	TMEM218
PCNA	TMEM218
POGLUT2	TMEM218
UQCC2	TMEM218
IDH1	TMEM218
PPCDC	TMEM218
TMEM19	TMEM218
RITA1	TMEM218
LYSMD2	TMEM218
SCRN2	TMEM218
INTS7	TMEM218
SRD5A1	TMEM218
FARS2	TMEM218
PAK1	TMEM218
PATZ1	TIRAP
ISOC1	EEF1AKMT1
BCS1L	EEF1AKMT1
PREP	EEF1AKMT1
COQ9	EEF1AKMT1
ZMAT5	EEF1AKMT1
SLC25A11	EEF1AKMT1
MRPL51	EEF1AKMT1
MRPL18	EEF1AKMT1
RPA2	EEF1AKMT1
NDUFB3	EEF1AKMT1
NDUFA8	EEF1AKMT1
SMUG1	EEF1AKMT1
ECHS1	EEF1AKMT1
RIDA	EEF1AKMT1
PCNA	EEF1AKMT1
LYSMD2	EEF1AKMT1
FARS2	EEF1AKMT1
TMEM218	EEF1AKMT1
WWC3	LATS2
RNF141	LATS2
HPS5	LATS2
NOTCH2	LATS2
TP53BP2	LATS2
ACAT1	SAP18
RPL6	SAP18
EIF3D	SAP18
PSMC1	SAP18
GMPR2	SAP18
LDHB	SAP18
CMAS	SAP18
ISCU	SAP18
XPA	SAP18
RPL7	SAP18
CC2D2A	ADGRL3
NCALD	ADGRL3
RAB9B	ADGRL3
TMEM35A	ADGRL3
CCDC146	ADGRL3
AFF3	ADGRL3
NTRK2	ADGRL3
USP48	KIAA1328
FNBP4	KIAA1328
AGPAT4	FAM124A
ARHGAP31	FAM124A
GRAMD4	FAM124A
PPM1F	FAM124A
CARD8	FAM124A
IMPDH1	FAM124A
TBC1D9	FAM124A
SLC12A7	FAM124A
ECT2	FAM124A
RHOJ	FAM124A
PIK3C2B	FAM124A
GDF11	FAM124A
PRCP	FAM124A
ITPKB	FAM124A
OSBPL10	FAM124A
FAM171A1	FAM124A
PXMP4	HNMT
CAV1	HNMT
ANKMY2	HNMT
RMDN2	HNMT
PCYOX1	HNMT
CAT	HNMT
IDH1	HNMT
NUDT7	HNMT
IRAK1BP1	HNMT
TSPAN6	PDCD4
IFNGR1	PDCD4
NUP50	PDCD4
CASP2	PDCD4
ZNF430	PDCD4
OGFRL1	PDCD4
TRIM45	WDR17
CASP10	VEGFC
THSD7A	VEGFC
CCDC88C	VEGFC
PRKCH	VEGFC
ARHGAP31	VEGFC
SCARF1	VEGFC
MECOM	VEGFC
ITGA6	VEGFC
RAPGEF4	VEGFC
SH2D3C	VEGFC
PALMD	VEGFC
CARD10	VEGFC
PDGFB	VEGFC
CCM2L	VEGFC
FLT1	VEGFC
TNFRSF10A	VEGFC
RASIP1	VEGFC
GIMAP2	VEGFC
ABI3	VEGFC
CLEC2B	VEGFC
RASGRF2	VEGFC
PCDH12	VEGFC
HYAL1	VEGFC
PLEKHG1	VEGFC
TNFSF10	VEGFC
ARL4A	VEGFC
RHOJ	VEGFC
DOCK4	VEGFC
DLL4	VEGFC
ADCY4	VEGFC
CBFA2T3	VEGFC
BST2	VEGFC
GIMAP4	VEGFC
ARRB1	VEGFC
PRCP	VEGFC
CASP1	VEGFC
FNBP1L	VEGFC
GIPC2	VEGFC
LPAR6	VEGFC
KCNN3	VEGFC
MALL	VEGFC
TMEM44	VEGFC
PLK2	VEGFC
HFE	CCDC102B
EPHA3	CCDC102B
TARBP1	CCDC102B
EPB41L2	CCDC102B
NID2	CCDC102B
TNFSF13B	CCDC102B
ASPA	CCDC102B
MAPK10	CCDC102B
OAS3	CCDC102B
NEK11	CCDC102B
TRERF1	CCDC102B
TRIM22	CCDC102B
DGLUCY	CCDC102B
PLXNC1	CCDC102B
BPHL	CCDC102B
STAMBPL1	CCDC102B
HERC6	CCDC102B
AZIN2	CCDC102B
EPHX1	CCDC102B
GALM	CCDC102B
SH3KBP1	CCDC102B
PGAP2	CCDC102B
PPP1R12B	DLG2
MAP2	DLG2
HEPH	DLG2
CPED1	DLG2
SOX6	DLG2
CAP2	DLG2
CDH6	DLG2
CASQ2	DLG2
ITIH5	DLG2
ACTN4	DLG2
MYH11	DLG2
TSPAN2	DLG2
ANKRD6	DLG2
NIBAN1	DLG2
DAAM2	DLG2
NTRK2	DLG2
COPZ2	PRSS23
CD9	PRSS23
AGA	PRSS23
DKK3	PRSS23
COL16A1	PRSS23
TGFB2	PRSS23
FGF14	PRSS23
HCFC1R1	PRSS23
ASPN	PRSS23
UNC5B	PRSS23
CCND1	PRSS23
GALNT18	PRSS23
LTBP2	PRSS23
GLT8D2	PRSS23
CRISPLD1	PRSS23
CPXM2	PRSS23
FKBP9	PRSS23
SSPN	PRSS23
CHPF	PRSS23
COL21A1	PRSS23
FGL2	PRSS23
LRRC17	PRSS23
ISLR	PRSS23
LOXL1	PRSS23
COL5A1	PRSS23
PODNL1	PRSS23
NREP	PRSS23
CCN3	PRSS23
SULF1	PRSS23
CDH11	PRSS23
KIF2A	MTMR12
DPP8	MTMR12
NCOA1	MTMR12
CHD8	MTMR12
ADNP	MTMR12
SPIN1	MTMR12
ERBIN	MTMR12
OCRL	MTMR12
INO80	MTMR12
LATS1	MTMR12
GGCT	CCT5
GSS	CCT5
APMAP	CCT5
PTPA	CCT5
GTF3A	CCT5
NCLN	CCT5
TXN	CCT5
DPM2	CCT5
FLOT1	CCT5
NTMT1	CCT5
POLR3B	ATPSCKMT
CPS1	ATPSCKMT
AKR7A2	ATPSCKMT
ADCK1	ATPSCKMT
ROGDI	ATPSCKMT
SRBD1	ATPSCKMT
HLTF	ATPSCKMT
SLC46A1	ATPSCKMT
EPDR1	ATPSCKMT
PIR	ATPSCKMT
TMEM14A	ATPSCKMT
TTLL1	ATPSCKMT
KIAA0930	ATPSCKMT
PXMP4	ATPSCKMT
GSDME	ATPSCKMT
TBC1D19	ATPSCKMT
ITFG2	ATPSCKMT
IFIH1	ATPSCKMT
UXS1	ATPSCKMT
BBS9	ATPSCKMT
ZC4H2	ATPSCKMT
TRIM5	ATPSCKMT
RIDA	ATPSCKMT
TMEM254	ATPSCKMT
IDH1	ATPSCKMT
TMEM19	ATPSCKMT
IRAK1BP1	ATPSCKMT
CEP78	ATPSCKMT
ALAD	ATPSCKMT
TMEM25	ATPSCKMT
ULK2	DOCK1
HUWE1	DOCK1
TMEM245	DOCK1
CNOT1	DOCK1
WDR44	DOCK1
MTMR12	DOCK1
ATP9A	DIXDC1
CBL	DIXDC1
ATXN1	DIXDC1
NOTCH2	DIXDC1
SOX5	DIXDC1
ATE1	DLAT
NT5C3A	NKAPD1
OARD1	NKAPD1
NSRP1	NKAPD1
BAD	TIMM8B
SLC25A39	TIMM8B
RPS5	TIMM8B
BCL7C	TIMM8B
ZMAT5	TIMM8B
NUBP1	TIMM8B
RPS16	TIMM8B
TBCB	TIMM8B
DCPS	TIMM8B
HSPE1	TIMM8B
SRM	TIMM8B
AKR1A1	TIMM8B
NENF	TIMM8B
PTPA	TIMM8B
RPS10	TIMM8B
ITPA	TIMM8B
DGCR6L	TIMM8B
LSM7	TIMM8B
PEMT	TIMM8B
RPL35	TIMM8B
RPLP1	TIMM8B
PPCDC	TIMM8B
LCP2	IL18
DOCK8	IL18
FAM78A	IL18
IQGAP2	IL18
ATP6V1D	PTS
SNX3	PTS
IAH1	PTS
TSPAN31	PTS
UFC1	PTS
COMMD10	PTS
COMMD7	PTS
LAMA3	FOXO1
RPS6KA2	FOXO1
SESN1	FOXO1
STK17B	FOXO1
ARRDC2	FOXO1
AGFG2	FOXO1
SMARCD2	FOXO1
TNS2	FOXO1
CCND3	FOXO1
ARHGEF26	FOXO1
EPHA4	FOXO1
TCEAL4	FOXO1
FGD4	FOXO1
SSH2	FOXO1
ST7	CRIM1
FHL1	CRIM1
VIM	CRIM1
FOXC1	CRIM1
INPP5A	CRIM1
NTN4	CRIM1
MCAM	CRIM1
MAP2	CRIM1
PGR	CRIM1
HEPH	CRIM1
JAK2	CRIM1
MYOM1	CRIM1
TBL1X	CRIM1
MAGED2	CRIM1
FGF14	CRIM1
CPED1	CRIM1
ECM2	CRIM1
KANK1	CRIM1
ACTA2	CRIM1
CPE	CRIM1
WFS1	CRIM1
CCND1	CRIM1
SOX6	CRIM1
CAP2	CRIM1
EFHD1	CRIM1
SLC1A4	CRIM1
CASQ2	CRIM1
SMAD9	CRIM1
GLT8D2	CRIM1
SSPN	CRIM1
ITIH5	CRIM1
DSTN	CRIM1
AIF1L	CRIM1
NXNL2	CRIM1
ARHGEF9	CRIM1
TSPAN2	CRIM1
ANKRD6	CRIM1
HEY2	CRIM1
NIBAN1	CRIM1
SORL1	CRIM1
KIF23	CRIM1
PDE5A	CRIM1
TPM1	CRIM1
GAREM1	CRIM1
WTIP	CRIM1
TINAGL1	CRIM1
ZNF711	CRIM1
CNNM2	CRIM1
CHEK1	CRIM1
MPP7	CRIM1
PHTF2	SEC24D
HIVEP2	SEC24D
FNIP2	SEC24D
NSF	SEC24D
PUM3	SEC24D
BZW1	SEC24D
NUP188	SEC24D
GNPNAT1	SEC24D
PGK1	SEC24D
SNX25	SEC24D
TARS1	SEC24D
YARS1	SEC24D
COL4A2	SEC24D
SLC31A1	SEC24D
ITGAV	SEC24D
PRPS1	SEC24D
PLXND1	ABCB9
OSBPL7	ABCB9
SPATA20	ABCB9
IFFO1	ABCB9
CRMP1	ABCB9
VPS9D1	ABCB9
PPM1F	ABCB9
IFT27	ABCB9
HDAC10	ABCB9
CD276	ABCB9
ERCC2	ABCB9
STX10	ABCB9
ABCA2	ABCB9
RTKN	ABCB9
IQSEC2	ABCB9
BTN2A2	ABCB9
IRF3	ABCB9
PLD2	ABCB9
GTPBP3	ABCB9
SLC27A1	ABCB9
LLGL1	ABCB9
FBXO44	ABCB9
DGLUCY	ABCB9
FHOD1	ABCB9
VILL	ABCB9
TMEM63B	ABCB9
SLC37A4	ABCB9
VAMP1	ABCB9
MAP3K12	ABCB9
SCRN2	ABCB9
TTYH2	ABCB9
TRIM65	ABCB9
COL6A1	ABCB9
ADAMTS10	ABCB9
SLC27A3	ABCB9
ITPKB	ABCB9
PCYOX1L	ABCB9
PLCB3	ABCB9
SDF4	RILPL2
TMEM243	RILPL2
H6PD	DHX37
HDAC7	DHX37
HDAC4	DHX37
CCDC9	DHX37
LPCAT3	DHX37
PPARD	DHX37
MLLT1	DHX37
PRDM15	DHX37
MAP11	DHX37
RABGAP1	ITPR1
VPS13D	ITPR1
NEXMIF	ITPR1
FOXN3	ITPR1
ATP9A	ITPR1
CDK14	ITPR1
ARHGAP5	ITPR1
CBL	ITPR1
SLC38A1	ITPR1
TBX18	ITPR1
USP34	ITPR1
ASH1L	ITPR1
LRCH1	ITPR1
IGF1R	ITPR1
ZFHX3	ITPR1
SPOPL	ITPR1
ARHGAP33	PRSS53
TSPOAP1	PRSS53
MTMR11	PRSS53
CROCC	PRSS53
SUGP2	PRSS53
TRO	PRSS53
CAPN3	PRSS53
HDAC6	PRSS53
PABPN1	PRSS53
GABRE	PRSS53
CDCA3	PRSS53
HEMK1	PRSS53
ABCB6	PRSS53
PLAGL1	PRSS53
SIN3B	PRSS53
CHTF18	PRSS53
LAMA5	PRSS53
KMT5C	PRSS53
SLC26A10	PRSS53
ANKRD36	PRSS53
IFT172	PRSS53
MAN2C1	PRSS53
CEP131	PRSS53
SYT2	PRSS53
ZNF514	PRSS53
AMT	PRSS53
NICN1	PRSS53
OGT	PRSS53
STAB1	CACNA2D4
CD4	CACNA2D4
BTK	CACNA2D4
TYROBP	CACNA2D4
ALOX5	CACNA2D4
TACC3	CACNA2D4
WAS	CACNA2D4
DEF6	CACNA2D4
TYMP	CACNA2D4
TNFRSF1B	CACNA2D4
MSR1	CACNA2D4
CYBA	CACNA2D4
KCNQ1	CACNA2D4
TBXAS1	CACNA2D4
CD84	CACNA2D4
SPI1	CACNA2D4
STK10	CACNA2D4
STXBP2	CACNA2D4
PTPRC	CACNA2D4
FYB1	CACNA2D4
SNX10	CACNA2D4
LAT2	CACNA2D4
GMIP	CACNA2D4
ADA2	CACNA2D4
CYTH4	CACNA2D4
SH3BP1	CACNA2D4
NCF4	CACNA2D4
HCK	CACNA2D4
CORO1A	CACNA2D4
PYCARD	CACNA2D4
CTSH	CACNA2D4
MAP4K1	CACNA2D4
LILRB1	CACNA2D4
CD33	CACNA2D4
TFEC	CACNA2D4
TRIM14	CACNA2D4
DOCK8	CACNA2D4
MS4A6A	CACNA2D4
MS4A4A	CACNA2D4
IL10RA	CACNA2D4
SLC15A3	CACNA2D4
SELPLG	CACNA2D4
BIN2	CACNA2D4
PTPN6	CACNA2D4
CRYBG1	CACNA2D4
CD86	CACNA2D4
PLEK	CACNA2D4
IGSF21	CACNA2D4
RPS6KA1	CACNA2D4
VAMP8	CACNA2D4
SASH3	CACNA2D4
ARHGAP9	CACNA2D4
SH3TC1	CACNA2D4
PSD4	CACNA2D4
FAM78A	CACNA2D4
FGD3	CACNA2D4
RAC2	CACNA2D4
IRF5	CACNA2D4
WDFY4	CACNA2D4
RNASE1	CACNA2D4
RHBDF2	CACNA2D4
GMFG	CACNA2D4
THEMIS2	CACNA2D4
EMILIN2	CACNA2D4
PTPRE	CACNA2D4
DOCK2	CACNA2D4
DSC2	CACNA2D4
SLC37A2	CACNA2D4
HAVCR2	CACNA2D4
NPL	CACNA2D4
LCP1	CACNA2D4
MYO1G	CACNA2D4
MYO7A	CACNA2D4
SLCO2B1	CACNA2D4
PLCB2	CACNA2D4
PARVG	CACNA2D4
PSTPIP1	CACNA2D4
CMTM3	CACNA2D4
IRF8	CACNA2D4
ARRB2	CACNA2D4
PIK3R5	CACNA2D4
TMC6	CACNA2D4
VAV1	CACNA2D4
TRPM2	CACNA2D4
MYO1F	CACNA2D4
C1orf162	CACNA2D4
CD53	CACNA2D4
FCGR2A	CACNA2D4
DOK3	CACNA2D4
FGD2	CACNA2D4
ARHGAP18	CACNA2D4
DOK2	CACNA2D4
ST14	CACNA2D4
FERMT3	CACNA2D4
PRKACB	DCP1B
SLC4A7	CACNA1C
ARHGEF10L	CACNA1C
ZC3H12B	CACNA1C
WSB1	CACNA1C
PRPF40B	CACNA1C
TMEM131L	CACNA1C
MPRIP	CACNA1C
GARNL3	CACNA1C
