A	B
PPARG	TINAGL1
ITGA2B	AZIN2
RNASET2	AZIN2
TUBG2	AZIN2
TNK2	AZIN2
MYO15A	AZIN2
SCML2	AZIN2
HSF4	AZIN2
ACD	AZIN2
ISYNA1	AZIN2
ENO2	AZIN2
INO80B	AZIN2
MORN1	AZIN2
RSRP1	AZIN2
PLAGL1	AZIN2
SLC2A4RG	AZIN2
IDUA	AZIN2
CHTF18	AZIN2
PLD2	AZIN2
SAMD10	AZIN2
PCNX2	AZIN2
ANKRD36	AZIN2
SPAG8	AZIN2
FKBP8	RPS8
POLE4	RPS8
POLR1E	RPS8
ARHGAP44	PTPRF
SYNE2	PTPRF
EVC	PTPRF
GRIK5	PTPRF
COBL	PTPRF
BCL7A	PTPRF
MAPK8IP1	PTPRF
AP3M2	MOB3C
SAMHD1	CYP4B1
HIF3A	CYP4B1
TAF11	MTF2
ATG2B	MTF2
METTL22	MTF2
ANKRD13A	MTF2
DOP1A	MTF2
ALG9	MTF2
ZNF302	MTF2
CFAP69	MTF2
DUS4L	MTF2
RBM28	MTF2
WSB1	MTF2
SLC25A36	MTF2
XRN1	MTF2
MTR	MTF2
ATL2	MTF2
DCAF8	MTF2
ARHGAP32	MTF2
CRMP1	SLC44A3
EVC	SLC44A3
SLC46A1	SLC44A3
CCDC34	SLC44A3
SMO	SLC44A3
SEMA4F	SLC44A3
GGCT	IGSF3
MVP	IGSF3
ETHE1	IGSF3
SLC1A1	IGSF3
TMEM63B	IGSF3
MCTP2	IGSF3
FERMT2	CTTNBP2NL
QKI	CTTNBP2NL
ROCK2	CTTNBP2NL
NDUFS1	PSMA5
ALAS1	PSMA5
SZRD1	PSMA5
ALDH18A1	PSMA5
POLR1A	PSMA5
SAR1A	PSMA5
SEC24A	PSMA5
BNIP1	PSMA5
ABCD3	PSMA5
TMEM214	PSMA5
SEC31A	PSMA5
SCAMP2	PSMA5
TACC3	C1orf162
GNA15	C1orf162
FCGR2B	C1orf162
STK10	C1orf162
STK17B	C1orf162
KCNK6	C1orf162
CYTH4	C1orf162
PLEK	C1orf162
FAM78A	C1orf162
SLC37A2	C1orf162
GPR65	C1orf162
VAV1	C1orf162
CD79B	CD53
CD6	CD53
SLAMF7	CD53
POU2F2	CD53
ADAM28	CD53
DGKA	CD53
ANKRD44	CD53
RASGRP2	CD53
FCGR2B	CD53
SIDT1	CD53
TXK	CD53
SP140	CD53
P2RX5	CD53
SIRPG	CD53
IL12RB1	CD53
IL2RB	CD53
PIM2	CD53
ACP5	CD53
KCNN4	CD53
MAP4K1	CD53
CD79A	CD53
AKNA	CD53
TNFSF8	CD53
CD5	CD53
POU2AF1	CD53
RIPOR2	CD53
ITK	CD53
WIPF1	CD53
SLAMF1	CD53
TMEM156	CD53
LAX1	CD53
LY9	CD53
ZNF831	CD53
ZBP1	CD53
SEPTIN6	CD53
FCHO1	CD53
FCRLA	CD53
FCRL2	CD53
PTPN22	CD53
TESPA1	CD53
LIMD2	CD53
SIT1	CD53
IRF4	CD53
TMC6	CD53
CDH1	CELSR2
KIAA0556	CELSR2
PRSS8	CELSR2
CAMK2B	CELSR2
PRKCQ	CELSR2
MPPED2	CELSR2
SLC4A4	CELSR2
LRP2	CELSR2
GRHL2	CELSR2
DZANK1	CELSR2
EPB41L4B	CELSR2
HIRA	CELSR2
PLEK2	CELSR2
MMP15	CELSR2
TJP3	CELSR2
GRIK5	CELSR2
WWC1	CELSR2
MORN1	CELSR2
FAAH	CELSR2
EPCAM	CELSR2
TSHZ3	CELSR2
AP1M2	CELSR2
ARHGEF16	CELSR2
IQCA1	CELSR2
RAB25	CELSR2
FAM83F	CELSR2
FLNB	CELSR2
CLBA1	CELSR2
ITGB5	GPR161
KIAA0930	GPR161
CLIP2	GPR161
SUFU	GPR161
RAB32	GPR161
PMEPA1	GPR161
ARRB1	GPR161
CALHM2	GPR161
CYB561	ALDH9A1
AGA	ALDH9A1
CDH1	ALDH9A1
SPA17	ALDH9A1
SRBD1	ALDH9A1
PFN2	ALDH9A1
RDH11	ALDH9A1
CLCN4	ALDH9A1
HACD3	ALDH9A1
ACAT1	ALDH9A1
APLP2	ALDH9A1
NDUFB2	ALDH9A1
TXNL1	ALDH9A1
DHRS7	ALDH9A1
MAGT1	ALDH9A1
MAGED2	ALDH9A1
CLN5	ALDH9A1
PHKB	ALDH9A1
CPQ	ALDH9A1
DNASE2	ALDH9A1
OGDH	ALDH9A1
AP1S1	ALDH9A1
PLGRKT	ALDH9A1
PHYH	ALDH9A1
ANAPC15	ALDH9A1
PEX7	ALDH9A1
ENPP5	ALDH9A1
ATP6V1A	ALDH9A1
PECR	ALDH9A1
MESD	ALDH9A1
RPN2	ALDH9A1
NDUFB3	ALDH9A1
ALG5	ALDH9A1
SIL1	ALDH9A1
ARL1	ALDH9A1
CANX	ALDH9A1
ECHS1	ALDH9A1
AP1M2	ALDH9A1
REEP5	ALDH9A1
NDFIP1	ALDH9A1
ZBED3	ALDH9A1
CNDP2	ALDH9A1
TPMT	ALDH9A1
FDX1	ALDH9A1
TMEM19	ALDH9A1
G6PC3	ALDH9A1
PGD	ALDH9A1
CDH1	ATP1B1
CAPG	ATP1B1
LPCAT2	ATP1B1
RASAL1	ATP1B1
ATP6V1H	NME7
GLTP	MPC2
SYPL1	CREG1
LAPTM4A	CREG1
ERLEC1	CREG1
TMEM230	CREG1
PGRMC1	CREG1
HTATSF1	CREG1
PHKB	CREG1
HIBADH	CREG1
CHMP3	CREG1
SCP2	CREG1
UBL3	CREG1
TWSG1	CREG1
ANAPC13	CREG1
REEP5	CREG1
ITFG1	CREG1
TBC1D5	CREG1
EXOC4	CREG1
CD164	CREG1
HADH	CREG1
TMBIM6	CREG1
BFAR	DCAF6
RAP1A	DCAF6
ARPP19	DCAF6
OSBPL7	TBX19
TRAF1	TBX19
TNK2	TBX19
SEC31B	TBX19
YPEL3	TBX19
NLRP1	TBX19
HDAC10	TBX19
SMPD3	TBX19
EZH2	TBX19
TCIRG1	TBX19
BTN3A3	TBX19
STK38	TBX19
ABTB1	TBX19
PLAGL1	TBX19
BTN2A2	TBX19
DDB2	TBX19
MAP3K12	TBX19
LPAR6	TBX19
TMEM91	TBX19
GGCT	UCK2
TNFRSF1A	UCK2
RAB27A	UCK2
HIF1A	UCK2
SUSD6	UCK2
RNF24	UCK2
IL1R1	UCK2
RHOU	UCK2
ELK1	UCK2
FLOT2	UCK2
LDHA	UCK2
PHC2	UCK2
SLC5A6	UCK2
IFITM3	UCK2
GDE1	TMCO1
AP2B1	TMCO1
SNU13	TMCO1
CHCHD3	TMCO1
LDHB	TMCO1
MAPKAP1	TMCO1
ERG28	TMCO1
SAE1	TMCO1
SPAG9	POU2F1
AASS	POU2F1
ZNF275	POU2F1
FUS	POU2F1
OSGEP	POU2F1
RIOK3	POU2F1
NFAT5	POU2F1
RBM28	POU2F1
LARP4B	POU2F1
NAA25	POU2F1
TANC1	POU2F1
NUP43	POU2F1
ARHGAP32	POU2F1
TSTD2	POU2F1
SETD1B	POU2F1
TIMP2	DPT
CHRDL1	DPT
F10	DPT
FGL2	DPT
CAPN1	MGST3
ELOVL1	MGST3
RDH11	MGST3
VDAC3	MGST3
OGDH	MGST3
AP1S1	MGST3
MRPL27	MGST3
NDFIP1	MGST3
G6PC3	MGST3
ZCCHC17	UFC1
NUDT15	UFC1
LAS1L	PPOX
FAM160A2	PPOX
CIRBP	PPOX
ARHGEF2	PPOX
PRPF3	PPOX
ARMC2	PPOX
RBM19	PPOX
LRRC29	PPOX
IDUA	PPOX
PARP2	PPOX
SAMD10	PPOX
C1orf159	PPOX
PDE6B	PPOX
COQ10A	PPOX
PCNX2	PPOX
GARNL3	PPOX
IL2RA	FCGR2A
SLC37A2	FCGR2A
GPR65	FCGR2A
MAP2K3	PFDN2
OAZ1	PFDN2
RPL18A	PFDN2
TRIR	PFDN2
RPLP1	PFDN2
SH3GL1	PFDN2
SRSF6	USP21
ITGAL	FCRL5
CD79B	FCRL5
BTK	FCRL5
WAS	FCRL5
RUNX3	FCRL5
POU2F2	FCRL5
STAP1	FCRL5
DAPP1	FCRL5
SIRPG	FCRL5
CORO1A	FCRL5
CD37	FCRL5
IL10RA	FCRL5
BIN2	FCRL5
GZMK	FCRL5
CD48	FCRL5
PLA2G2D	FCRL5
TMEM156	FCRL5
SASH3	FCRL5
LAX1	FCRL5
ARHGAP9	FCRL5
RAC2	FCRL5
FCHO1	FCRL5
FCRLA	FCRL5
DOCK2	FCRL5
GGT7	RRNAD1
PKM	MRPL24
PREP	MRPL24
HM13	MRPL24
OGDH	MRPL24
AP1S1	MRPL24
DHRS7B	MRPL24
ATP5F1B	MRPL24
TPI1	MRPL24
RPN2	MRPL24
GOT2	MRPL24
CD63	MRPL24
PRADC1	MRPL24
MIEN1	MRPL24
MLYCD	PIGM
ZNF557	PIGM
MED18	PIGM
UTP3	PIGM
PPP1R3D	PIGM
ISLR	CRABP2
MARK4	HDGF
SCMH1	HDGF
RNF10	HDGF
MORF4L2	HDGF
NECTIN2	HDGF
TEAD3	ABL2
TNFRSF1A	ABL2
DGKH	ABL2
PLEKHG1	ABL2
MTUS1	ABL2
PSMC1	XPR1
PSMD7	XPR1
GSPT1	XPR1
AAGAB	XPR1
CLINT1	XPR1
XPO5	XPR1
HNRNPH2	XPR1
EIF2S1	XPR1
NARS1	XPR1
SLC31A1	XPR1
CLTC	XPR1
HTATSF1	TOR1AIP1
MTPN	TOR1AIP1
EXOC4	TOR1AIP1
CREG1	TOR1AIP1
TIMP2	HMCN1
DKK3	HMCN1
FAM107B	HMCN1
NRP1	HMCN1
BST1	HMCN1
PRRX1	HMCN1
NRP2	HMCN1
PLBD1	HMCN1
FAM126A	HMCN1
GNG11	HMCN1
FGL2	HMCN1
FRMD6	HMCN1
CMTM3	HMCN1
CFH	RGL1
ADGRA2	RGL1
FAR2	RGL1
NAV3	RGL1
REEP1	RGL1
TGFBR3	RGL1
PLD1	RGL1
RUNX1T1	RGL1
PGR	RGL1
HEPH	RGL1
JAK2	RGL1
PCSK5	RGL1
RNF125	RGL1
STS	RGL1
ZNF423	RGL1
CLIP3	RGL1
CPED1	RGL1
EBF3	RGL1
BST1	RGL1
CORO1C	RGL1
DSE	RGL1
MAN1A1	RGL1
GHR	RGL1
PRRX1	RGL1
PLA2G4A	RGL1
KLF12	RGL1
CNRIP1	RGL1
PLXDC2	RGL1
PLBD1	RGL1
NRN1	RGL1
AHNAK	RGL1
SYT11	RGL1
MEIS2	RGL1
DZIP1	RGL1
NIBAN1	RGL1
THSD1	RGL1
GPNMB	RGL1
ARRB1	RGL1
FRMD6	RGL1
FBLN5	RGL1
ABCA8	RGL1
TNFRSF11A	RGL1
SPATA7	LYPLAL1
DOP1A	LYPLAL1
ZC2HC1A	LYPLAL1
FKTN	LYPLAL1
C2CD5	LYPLAL1
IFT81	LYPLAL1
KYAT3	LYPLAL1
APH1B	LYPLAL1
BBS4	LYPLAL1
NIPAL3	PRUNE1
PDK2	PRUNE1
HEBP1	PRUNE1
PIGV	PRUNE1
CLCN4	PRUNE1
UNG	PRUNE1
PHLPP1	PRUNE1
GRHL2	PRUNE1
TXNL1	PRUNE1
SNRPN	PRUNE1
ZBED3	PRUNE1
MAP7	PRUNE1
TOM1L1	PRUNE1
NDUFAB1	SF3B4
PSMB1	SF3B4
ALAS1	SF3B4
MICALL1	SF3B4
TM9SF1	SF3B4
TBL2	SF3B4
OSBP	SF3B4
AMBRA1	SF3B4
BNIP1	SF3B4
GOT2	SF3B4
MPDU1	SF3B4
TOMM40	SF3B4
ELP3	SF3B4
TIMP2	ECM1
HEPH	ECM1
CHRD	ECM1
HSD3B7	ECM1
PALM	ECM1
LGALS1	ECM1
AEBP1	ECM1
CNTNAP1	ECM1
CDR2L	ECM1
BST1	ECM1
MGP	ECM1
PRRX1	ECM1
C1orf54	ECM1
CNRIP1	ECM1
CPXM2	ECM1
COL5A1	ECM1
TRIM47	ECM1
DZIP1	ECM1
POGLUT2	ECM1
TGFB1I1	ECM1
HMCN1	ECM1
TRIM35	TARS2
INTS2	TARS2
ETFBKMT	TARS2
ZNF207	SETDB1
DICER1	SETDB1
ZFP30	SETDB1
GAS7	ADAMTSL4
ACTN1	ADAMTSL4
CHRD	ADAMTSL4
PROCR	ADAMTSL4
MEIS3	ADAMTSL4
LRP1	ADAMTSL4
MFGE8	ADAMTSL4
NDRG1	MCL1
NCOA7	MCL1
PTP4A1	MCL1
SRF	MCL1
CFH	CTSK
ADGRA2	CTSK
EPB41L2	CTSK
CPED1	CTSK
PRRX1	CTSK
PLBD1	CTSK
BICC1	CTSK
PIWIL4	CTSK
DZIP1	CTSK
NIBAN1	CTSK
CYP27A1	CTSK
FRMD6	CTSK
RGL1	CTSK
P2RX4	RFX5
PICK1	PI4KB
GGT7	PI4KB
NOP58	PIP5K1A
SEH1L	PIP5K1A
ZNF343	PIP5K1A
SENP6	PIP5K1A
ADSS2	ANP32E
RAP1B	ANP32E
ARSD	MINDY1
RPS6KA6	MINDY1
LNX1	MINDY1
SLC4A4	MINDY1
PEBP1	MINDY1
RAB36	MINDY1
GSTZ1	MINDY1
ABHD12	MINDY1
CLN5	MINDY1
CPQ	MINDY1
PEX11G	MINDY1
PHYH	MINDY1
NME5	MINDY1
PECR	MINDY1
FAAH	MINDY1
GALNT12	MINDY1
AIF1L	MINDY1
AP1M2	MINDY1
PDE6B	MINDY1
TMEM8B	MINDY1
TPMT	MINDY1
CELSR2	MINDY1
ARSD	ANXA9
CDH1	ANXA9
GSTO2	ANXA9
MPPED2	ANXA9
FGFR2	ANXA9
RPS6KA6	ANXA9
LNX1	ANXA9
SLC4A4	ANXA9
LRP2	ANXA9
HIRA	ANXA9
RAB36	ANXA9
ALDH5A1	ANXA9
NME5	ANXA9
NEK11	ANXA9
FAAH	ANXA9
CASC1	ANXA9
AIF1L	ANXA9
PDE6B	ANXA9
TMEM8B	ANXA9
CELSR2	ANXA9
CGN	ANXA9
FAAH	SELENBP1
CSDE1	CERS2
HUWE1	CERS2
PRMT5	CERS2
DCAF11	CERS2
CHMP4B	CERS2
KDELR1	CERS2
YWHAE	CERS2
TXNDC12	CERS2
SET	CERS2
BCL2L2	CERS2
TMEM132A	SEMA6C
CAPN3	SEMA6C
NFATC4	SEMA6C
CLDN15	SEMA6C
ARAP3	SEMA6C
CYP27A1	SEMA6C
MAP3K12	SEMA6C
RCN3	SEMA6C
ZNF343	MRPL9
TJP1	ARNT
DENND4C	ARNT
IFRD1	POGZ
FAM160A2	POGZ
IFT80	POGZ
HACE1	POGZ
PABPC1L	POGZ
ACYP1	POGZ
RBM19	POGZ
CASP9	POGZ
KATNBL1	POGZ
STPG1	C1orf56
ERP29	C1orf56
SLC25A11	C1orf56
SNRPN	C1orf56
ADCK2	C1orf56
RITA1	C1orf56
PRUNE1	C1orf56
TMEM63B	OAZ3
DERL2	GOLPH3L
TTI2	GOLPH3L
STT3A	GOLPH3L
MPHOSPH9	GABPB2
FMO4	GABPB2
NIPAL2	GABPB2
CEP41	GABPB2
APBB3	GABPB2
LHX4	GABPB2
ZNF341	GABPB2
VILL	GABPB2
MPPED2	SYT14
EPB41L4B	SYT14
SH3YL1	EIF2D
CDC14B	EIF2D
SLC35D2	EIF2D
REV1	EIF2D
CFAP20	SMYD2
CRMP1	SMYD2
TMEM14A	SMYD2
GSDME	SMYD2
JHY	SMYD2
PHC1	SMYD2
UXS1	SMYD2
BBS9	SMYD2
MINDY2	SMYD2
ATP5IF1	SMYD2
LRRCC1	SMYD2
SEMA4F	SMYD2
RCBTB2	SMYD2
EFCAB11	SMYD2
NTHL1	DUSP10
PPP2CB	TP53BP2
AMD1	TP53BP2
OSBPL5	ADAM15
TNFRSF1A	ADAM15
SYDE1	ADAM15
TNS2	ADAM15
SORBS3	ADAM15
ADCY4	ADAM15
RNF10	JTB
FAM3A	JTB
ALKBH5	JTB
SCAF1	JTB
RPL24	RAB13
BZW1	TPM3
BLVRA	TPM3
FSCN1	SLC27A3
SH2D3C	SLC27A3
CARD10	SLC27A3
CCM2L	SLC27A3
USHBP1	SLC27A3
HSPA12B	SLC27A3
THSD1	SLC27A3
ARRB1	SLC27A3
PPP5C	UBAP2L
DELE1	UBAP2L
ARMC8	UBAP2L
NDST1	SLC39A1
GRPEL1	SLC39A1
IL13RA1	SLC39A1
CCT7	SLC39A1
SLC31A1	SLC39A1
UBL7	SLC39A1
CRMP1	CREB3L4
ELMO3	CREB3L4
ACD	CREB3L4
CCDC61	CREB3L4
CEP162	CREB3L4
TNS3	CREB3L4
CCNG2	CREB3L4
ITGA6	KCNN3
DCAF6	C1orf43
SEH1L	GATAD2B
ALG9	GATAD2B
TNRC6A	GATAD2B
CWF19L1	GATAD2B
KHNYN	GATAD2B
TRPC4AP	GATAD2B
ADNP2	GATAD2B
RIOK3	GATAD2B
MTPAP	GATAD2B
CYTH1	GATAD2B
GTF3C2	GATAD2B
SFPQ	GATAD2B
DNMT3A	GATAD2B
ZSWIM6	GATAD2B
WDFY2	GATAD2B
ALAS1	ILF2
ALDH18A1	ILF2
GOLGA5	ILF2
WDR1	ILF2
TM9SF1	ILF2
IMPAD1	ILF2
ANXA7	ILF2
SEC31A	ILF2
UBE2W	RIT1
MPHOSPH9	INTS3
ANO8	INTS3
MAST3	INTS3
CEP152	INTS3
CCDC61	INTS3
CDK18	INTS3
MCM8	INTS3
HSD17B7	INTS3
FASTKD1	INTS3
KSR1	INTS3
CREB3L4	INTS3
CROCC	HCN3
CRMP1	HCN3
LLGL2	HCN3
ANO8	HCN3
SEC31B	HCN3
RABL2B	HCN3
CHKB	HCN3
SGSM3	HCN3
PABPC1L	HCN3
TAZ	HCN3
ELMO3	HCN3
CENPT	HCN3
ACD	HCN3
SNRNP70	HCN3
LIN7B	HCN3
CYTH2	HCN3
CDK5RAP3	HCN3
PHC1	HCN3
APBB3	HCN3
HEMK1	HCN3
CDK18	HCN3
ECHDC2	HCN3
ZNF211	HCN3
IRF3	HCN3
SAMD10	HCN3
FBXO44	HCN3
KMT5C	HCN3
DHX34	HCN3
FBXL8	HCN3
CSAD	HCN3
CEP131	HCN3
INTS3	HCN3
ACTN2	ACTA1
SMYD1	ACTA1
MYPN	ACTA1
ANAPC4	C1orf131
SEC61A2	C1orf131
GPATCH2L	C1orf131
ZKSCAN1	C1orf131
CRBN	C1orf131
SLF2	C1orf131
USP45	C1orf131
AP2S1	GALNT2
B4GALT1	GALNT2
LIMK1	GALNT2
ECE1	GALNT2
ARPC1B	GALNT2
CASP10	TTC13
JARID2	TTC13
INPP4A	TTC13
NFE2L3	TTC13
NIN	TTC13
STK4	TTC13
FBXW7	TTC13
LPXN	TTC13
STK38	TTC13
METTL8	TTC13
DYRK2	TTC13
TSPAN6	SCCPDH
APLP2	SCCPDH
TBL1X	SCCPDH
PGRMC1	SCCPDH
BEX4	SCCPDH
SCPEP1	SCCPDH
MSL3	LYST
MYCBP2	LYST
RNF19A	LYST
INPP4A	LYST
CLDND1	LYST
ATP11C	LYST
TBC1D9	LYST
STK38	LYST
WIPF1	LYST
TMPO	LYST
SKIL	CEP170
GABARAPL2	ACP1
AGBL5	SNAP47
SEPHS1	SNAP47
TMEM101	SNAP47
GMPR2	SNAP47
RNF167	SNAP47
TMEM9	SNAP47
TM9SF3	DEGS1
XRCC5	DEGS1
PPP2CA	DEGS1
ATF6	DEGS1
RAD23B	DEGS1
HNRNPR	DEGS1
HAT1	DEGS1
COX4I1	ARF1
FAM107B	ITPKB
RASSF1	ITPKB
MAST3	ITPKB
NFATC2	ITPKB
KLF12	ITPKB
PHF19	ITPKB
NFATC1	ITPKB
BTG1	ITPKB
PPP2R5B	GUK1
PHRF1	GUK1
PCBP4	GUK1
LZTR1	GUK1
TSPO	GUK1
TELO2	GUK1
PSME2	GUK1
TRADD	GUK1
CACTIN	GUK1
GNAI2	GUK1
SORBS3	GUK1
PKN1	GUK1
PPP1R12C	GUK1
TMEM175	GUK1
ACAP3	GUK1
CAPN10	GUK1
EHBP1	CDC42BPA
SPATA20	C1orf35
PKD1	C1orf35
PCBP4	C1orf35
TRADD	C1orf35
ELMO3	C1orf35
APBB3	C1orf35
IDUA	C1orf35
RFX1	C1orf35
OPHN1	MBOAT2
SPIN1	MBOAT2
ARMC2	MBOAT2
TRIM32	PARP1
ACAA1	PYCR2
OSBPL8	LBR
ACTR3	LBR
OGFRL1	LBR
MIS18BP1	LBR
KRAS	LBR
COPZ2	EPHX1
CYB561	EPHX1
RETSAT	EPHX1
GSTP1	EPHX1
PIR	EPHX1
BLVRB	EPHX1
DGCR2	ETNK2
TMED1	ETNK2
TMEM9	ETNK2
NENF	ETNK2
MAPK8IP1	ETNK2
WNT11	PLEKHA6
CD79B	PTPN7
CCDC88C	PTPN7
CD74	PTPN7
BIRC3	PTPN7
BTN3A1	PTPN7
POU2F2	PTPN7
STAP1	PTPN7
ADAM28	PTPN7
TSPAN32	PTPN7
DGKA	PTPN7
ANKRD44	PTPN7
RASGRP2	PTPN7
KCNAB2	PTPN7
CLEC2D	PTPN7
FCGR2B	PTPN7
SIDT1	PTPN7
P2RY10	PTPN7
TRAF5	PTPN7
P2RX5	PTPN7
SNX10	PTPN7
SIRPG	PTPN7
LAG3	PTPN7
RGS1	PTPN7
SLA2	PTPN7
IL21R	PTPN7
KCNN4	PTPN7
CD79A	PTPN7
AKNA	PTPN7
P2RX1	PTPN7
C11orf21	PTPN7
POU2AF1	PTPN7
KLRB1	PTPN7
GZMK	PTPN7
WIPF1	PTPN7
KIF21B	PTPN7
SLAMF1	PTPN7
PLA2G2D	PTPN7
ADCY7	PTPN7
TMEM156	PTPN7
CXCR4	PTPN7
LAX1	PTPN7
NCKAP1L	PTPN7
ZNF831	PTPN7
SEPTIN6	PTPN7
EVI2A	PTPN7
BCL11B	PTPN7
FCRLA	PTPN7
FCRL2	PTPN7
HAVCR2	PTPN7
TESPA1	PTPN7
BLK	PTPN7
SIT1	PTPN7
IRF4	PTPN7
ITGAX	PTPN7
SKAP1	PTPN7
ARRB2	PTPN7
FCRL5	PTPN7
ARF5	ARL8A
GIT1	ARL8A
NECTIN2	ARL8A
GAS7	OSR1
DCN	OSR1
FBLN1	OSR1
CYB561	PDIA6
ISOC2	PDIA6
SPR	PDIA6
SDSL	PDIA6
TMEM50B	PDIA6
MSTO1	ATP6V1C2
HSD17B7	ATP6V1C2
ADAM22	GALM
PLEKHB1	GALM
RNASET2	GALM
CC2D2A	GALM
HHAT	GALM
CYFIP2	GALM
ZMYND12	GALM
EVC	GALM
FMO4	GALM
PAFAH1B3	GALM
CD82	GALM
EPB41L1	GALM
C3orf18	GALM
TMEM14A	GALM
TTLL1	GALM
FOXRED2	GALM
CHADL	GALM
RNASEH2A	GALM
CCND1	GALM
ALDH5A1	GALM
STMN1	GALM
FAM117A	GALM
SSPN	GALM
SLC2A4RG	GALM
AMOT	GALM
FBXL16	GALM
SMO	GALM
GAMT	GALM
THEM6	GALM
DGLUCY	GALM
NREP	GALM
CCDC115	GALM
BPHL	GALM
TCF19	GALM
SORL1	GALM
ARMH4	GALM
EFCAB11	GALM
CYTH1	EML4
TRIM38	EML4
ZSWIM6	EML4
SELENOI	EML4
BMP2K	EML4
HINT3	CALM2
SCP2	CALM2
PDZD11	CALM2
CD164	CALM2
ITM2B	CALM2
GPATCH2	WDPCP
SLC25A14	WDPCP
ERICH1	WDPCP
KIF3A	WDPCP
SLC38A6	WDPCP
PIAS1	ETAA1
DDX20	ETAA1
STRADB	ETAA1
ZNF671	ETAA1
MTMR3	ETAA1
CSTF1	ETAA1
ZBTB24	ETAA1
PTBP2	ETAA1
RNF146	ETAA1
DMAC2L	ETAA1
GTF3C4	ETAA1
MGME1	ETAA1
ABCF2	SNRPG
SLC35A2	SNRPG
GRWD1	SNRPG
SLC39A7	SNRPG
EIF4G1	SNRPG
VAMP8	SNRPG
SLC31A1	SNRPG
IFFO1	MEIS1
NAV3	MEIS1
NCALD	MEIS1
HOXA3	MEIS1
EBF3	MEIS1
OLFML3	MEIS1
PDZRN3	MEIS1
PABPC1L	ZNF514
N4BP2L1	ZNF514
NAT10	SNRNP200
DBNL	SNRNP200
THRAP3	MRPS5
SRPK1	MRPS5
CEP104	MRPS5
NEK9	MRPS5
CDK8	MRPS5
FAM189A2	ANKRD53
TBC1D19	EXOC6B
MAD1L1	SFXN5
LSM4	SFXN5
DPP9	SFXN5
EVI5L	SFXN5
HUWE1	TEX261
PIGS	TEX261
SF3A1	TEX261
PRMT5	TEX261
TMBIM6	TEX261
SAE1	TEX261
TMCO1	TEX261
SLC26A4	ST6GAL2
BMP7	ST6GAL2
MOK	NPHP1
DZANK1	NPHP1
APBB3	NPHP1
ARL6	NPHP1
NPHP3	NPHP1
ECHDC2	NPHP1
MBOAT2	NPHP1
EIF2B3	RALB
CISD1	RALB
AP1S1	TMEM177
ELAC1	TMEM177
IP6K2	RABL2A
MAPKBP1	RABL2A
HCN3	RABL2A
MAP3K14	SLC20A1
SBNO2	SLC20A1
PLEKHG2	SLC20A1
ELF4	SLC20A1
ETV6	SLC20A1
FHL1	FBLN7
HHAT	FBLN7
CAPN6	FBLN7
TTLL1	FBLN7
PDGFRL	FBLN7
LHPP	FBLN7
CCND1	FBLN7
PODXL2	FBLN7
SSPN	FBLN7
ISLR	FBLN7
GAMT	FBLN7
GALM	FBLN7
CAPRIN2	ZC3H8
S100PBP	ZC3H8
TIGD7	LIPT1
IFFO1	FAHD2B
TARBP1	FAHD2B
WDR91	FAHD2B
LPXN	FAHD2B
DNAH1	FAHD2B
PLD2	FAHD2B
ARHGEF6	FAHD2B
BPHL	FAHD2B
MAP3K12	FAHD2B
CEP131	FAHD2B
TRAF5	AFF3
SEPTIN6	AFF3
ARHGEF6	AFF3
LSP1	AFF3
CLDND1	SPOPL
FAM135A	SPOPL
TUT7	SPOPL
RCOR1	SPOPL
RNF138	SPOPL
FAM149B1	SPOPL
HNRNPD	SPOPL
ARNT	AMMECR1L
MBNL3	SCRN3
BCKDHB	SCRN3
RPGRIP1L	SCRN3
TTC26	SCRN3
MDM1	SCRN3
RMDN2	SCRN3
CCDC115	SCRN3
ETFBKMT	SCRN3
AGPS	LNPK
HLTF	LNPK
KIFAP3	LNPK
VWA8	LNPK
TBC1D19	LNPK
NR3C1	LNPK
NEK1	LNPK
SCRN3	LNPK
OLFML3	ZNF385B
LIMD2	CDCA7
NFX1	UBR3
NDFIP2	UBR3
SLC11A2	UBR3
SLC35F5	UBR3
FASTKD2	UBR3
CAAP1	UBR3
NARS1	UBR3
WWTR1	GULP1
CNTLN	GULP1
CYBRD1	GULP1
TXNDC16	GULP1
PARD3B	GULP1
PKD2	GULP1
LRCH2	GULP1
GAREM1	GULP1
OSBPL1A	GULP1
MBOAT2	GULP1
GUCY1B1	FAM171B
ABCC9	FAM171B
EPB41L2	FAM171B
DPYSL2	FAM171B
PCSK5	FAM171B
CLIP3	FAM171B
GAB1	FAM171B
BVES	FAM171B
PRRX1	FAM171B
SATB2	FAM171B
PLXDC2	FAM171B
NRN1	FAM171B
SYT11	FAM171B
MEIS2	FAM171B
POGLUT2	FAM171B
ABCA8	FAM171B
RGL1	FAM171B
P4HA2	HSPD1
MKNK2	HSPD1
DNAJB6	HSPD1
HSPB1	HSPD1
DNAJB9	HSPD1
CNOT3	METTL21A
GGA1	METTL21A
DUT	METTL21A
PRKCSH	METTL21A
DEF8	METTL21A
DNAH6	UNC80
FAM214A	KANSL1L
STRADB	KANSL1L
TSPAN6	SPAG16
SLC30A9	SPAG16
VEZT	SPAG16
GINM1	SPAG16
PFN2	SPAG16
PGRMC1	SPAG16
GDAP1	SPAG16
MAPK10	SPAG16
ACSS3	SPAG16
SNX4	SPAG16
SLC35A3	SPAG16
YEATS4	SPAG16
