A	B
CLIC5	SPX
SLC27A6	SPX
FGF12	SPX
TNNC1	SPX
SLC4A3	SPX
SMYD1	SPX
FHL2	SPX
TNNI3K	SPX
NT5C1A	SPX
IRF6	SPX
TNNT2	SPX
ESRRB	SPX
EPHX2	SPX
FABP3	SPX
LDB3	SPX
LRRC39	SPX
PAIP2B	SPX
PACSIN1	SPX
APOBEC2	SPX
KLHL31	SPX
HRC	SPX
CKMT2	SPX
MTUS2	SPX
DGLUCY	SPX
PEBP4	SPX
DSG2	LRP4
XK	LRP4
PKP2	LRP4
SPTB	LRP4
CLCN4	LRP4
DSP	LRP4
ZNF106	LRP4
COBL	LRP4
BVES	LRP4
PALLD	LRP4
LARGE1	LRP4
HHATL	MYBPC3
MYOM2	MYBPC3
USP2	MYBPC3
EPN3	MYBPC3
KCNH2	MYBPC3
CAMK2B	MYBPC3
TSPAN32	MYBPC3
CAMK2A	MYBPC3
TMEM38A	MYBPC3
RAP1GAP	MYBPC3
NEBL	MYBPC3
RBFOX1	MYBPC3
MYH7B	MYBPC3
DUSP13	MYBPC3
CFAP61	MYBPC3
SMPX	MYBPC3
MYH7	MYBPC3
SLC5A1	MYBPC3
EEF1A2	MYBPC3
SGCG	MYBPC3
NDRG4	MYBPC3
CRYM	MYBPC3
QPRT	MYBPC3
EYA1	MYBPC3
CKM	MYBPC3
ATP1A3	MYBPC3
RAB3A	MYBPC3
MYL7	MYBPC3
PTGDS	MYBPC3
ENO3	MYBPC3
C11orf21	MYBPC3
MYL2	MYBPC3
RBM24	MYBPC3
CLIC5	MYBPC3
HAND1	MYBPC3
SLC27A6	MYBPC3
IRX4	MYBPC3
FGF12	MYBPC3
HYAL1	MYBPC3
TNNC1	MYBPC3
SLC4A3	MYBPC3
SMYD1	MYBPC3
FHL2	MYBPC3
TNNI3K	MYBPC3
TNNT2	MYBPC3
ESRRB	MYBPC3
BCL11A	MYBPC3
POPDC2	MYBPC3
FABP3	MYBPC3
LDB3	MYBPC3
LRRC39	MYBPC3
PACSIN1	MYBPC3
APOBEC2	MYBPC3
KLHL31	MYBPC3
CSRP3	MYBPC3
TNNI3	MYBPC3
FAM155B	MYBPC3
HRC	MYBPC3
CKMT2	MYBPC3
NR0B2	MYBPC3
PEBP4	MYBPC3
SPX	MYBPC3
IFFO1	DDB2
EFHC1	DDB2
ABTB1	DDB2
ABHD14B	DDB2
NADK	PHC2
USP36	PHC2
REXO1	PHC2
B4GALT1	PHC2
GMEB2	PHC2
CLASRP	PHC2
DOT1L	PHC2
NOD1	PHC2
PPARD	PHC2
TICAM1	PHC2
RHBDF2	PHC2
CHSY1	PHC2
H3-3B	PHC2
CSNK1G2	PHC2
NEDD4L	HOOK1
PKP2	HOOK1
MYOM1	HOOK1
NDRG4	HOOK1
GCNT2	HOOK1
HAND1	HOOK1
PROX1	HOOK1
GOT1	HOOK1
PAIP2B	HOOK1
KLHL31	HOOK1
CKMT2	HOOK1
POPDC3	HOOK1
HHATL	CYP2J2
MYOM2	CYP2J2
USP2	CYP2J2
KCNH2	CYP2J2
CAMK2B	CYP2J2
ACTN2	CYP2J2
NEBL	CYP2J2
DUSP13	CYP2J2
SMPX	CYP2J2
MYH7	CYP2J2
EEF1A2	CYP2J2
SYNDIG1	CYP2J2
SGCG	CYP2J2
NDRG4	CYP2J2
CRYM	CYP2J2
CKM	CYP2J2
ATP1A3	CYP2J2
ENO3	CYP2J2
PPARGC1A	CYP2J2
MYL2	CYP2J2
RBM24	CYP2J2
CLIC5	CYP2J2
IRX4	CYP2J2
TNNC1	CYP2J2
SMYD1	CYP2J2
TNNT2	CYP2J2
ESRRB	CYP2J2
POPDC2	CYP2J2
FABP3	CYP2J2
LDB3	CYP2J2
APOBEC2	CYP2J2
CSRP3	CYP2J2
HRC	CYP2J2
CKMT2	CYP2J2
PEBP4	CYP2J2
MYBPC3	CYP2J2
RUFY3	PRPF38A
OFD1	PRPF38A
TTC17	PRPF38A
ZNF343	PRPF38A
SMURF2	PRPF38A
TENT4A	PRPF38A
NFE2L2	PRPF38A
FAM126A	PRPF38A
SRSF6	PRPF38A
KHDC4	PRPF38A
KATNBL1	PRPF38A
NEDD4L	DSC2
PGM1	DSC2
ZNF106	DSC2
CPVL	DSC2
WWTR1	RNF138
UBA6	RNF138
SOAT1	RNF138
NEDD4	RNF138
PDE8A	RNF138
ANKRD10	RNF138
CMTM6	RNF138
SLC25A17	RNF138
PGRMC1	RNF138
ARHGEF7	RNF138
TGFBR1	RNF138
ERLIN1	RNF138
SMURF2	RNF138
KLHL5	RNF138
MAN1A1	RNF138
NCOA7	RNF138
FOXP1	RNF138
PRKD3	RNF138
CNN3	RNF138
SERP1	RNF138
ODF2L	RNF138
FAM126A	RNF138
MYO1B	RNF138
CHSY1	RNF138
H3-3B	RNF138
MORC4	RNF138
KATNBL1	RNF138
ASB4	DSC1
SLC5A1	DSC1
SLC27A6	DSC1
IRF6	DSC1
LRRC39	DSC1
MDH1	DTNA
NDUFS1	DTNA
RRAGD	DTNA
USP28	DTNA
USP13	DTNA
CS	DTNA
PGM1	DTNA
FH	DTNA
ACO2	DTNA
HOMER2	DTNA
PPIF	DTNA
ZNF330	DTNA
ATP5F1B	DTNA
LDHB	DTNA
MFN2	DTNA
GOT1	DTNA
GOT2	DTNA
PDHA1	DTNA
LARGE1	DTNA
ABCB4	FHOD3
PDK2	FHOD3
UQCRC1	FHOD3
MDH1	FHOD3
NDUFS1	FHOD3
PKP2	FHOD3
USP13	FHOD3
MPC1	FHOD3
MAOB	FHOD3
SPTB	FHOD3
CLCN4	FHOD3
SDHA	FHOD3
ACAT1	FHOD3
NEBL	FHOD3
RBFOX1	FHOD3
TP53INP2	FHOD3
OXCT1	FHOD3
TTC39A	FHOD3
COQ9	FHOD3
CFAP61	FHOD3
SMPX	FHOD3
DSP	FHOD3
ABLIM1	FHOD3
ACO2	FHOD3
NDRG4	FHOD3
MLYCD	FHOD3
DECR1	FHOD3
MYH14	FHOD3
OGDH	FHOD3
COBL	FHOD3
TYRP1	FHOD3
PIP5K1B	FHOD3
PHYH	FHOD3
ALDOC	FHOD3
ATP5F1B	FHOD3
LDHB	FHOD3
GCNT2	FHOD3
PHACTR1	FHOD3
CAP2	FHOD3
NNT	FHOD3
HAND1	FHOD3
MAPKAPK3	FHOD3
SLC4A3	FHOD3
ADAM23	FHOD3
SMYD1	FHOD3
PROX1	FHOD3
CASQ2	FHOD3
ACOT2	FHOD3
ZC2HC1C	FHOD3
GOT1	FHOD3
ADRA1A	FHOD3
PDZRN3	FHOD3
POPDC2	FHOD3
GJA3	FHOD3
LDB3	FHOD3
KLHL7	FHOD3
RAB9B	FHOD3
PAIP2B	FHOD3
KLHL31	FHOD3
GOT2	FHOD3
STK33	FHOD3
HRC	FHOD3
CEP85	FHOD3
CKMT2	FHOD3
PDHA1	FHOD3
RAP1GAP2	FHOD3
POPDC3	FHOD3
MTUS2	FHOD3
SLC41A1	FHOD3
TFPI	SLC43A3
NADK	SLC43A3
PTBP1	SLC43A3
TNFRSF1B	SLC43A3
RAI14	SLC43A3
LCP2	SLC43A3
RCN1	SLC43A3
RELT	SLC43A3
USP36	SLC43A3
OGFR	SLC43A3
SBNO2	SLC43A3
FAM107B	SLC43A3
ATP1B3	SLC43A3
RAB27A	SLC43A3
ALPK1	SLC43A3
TRAF4	SLC43A3
FTL	SLC43A3
SMOX	SLC43A3
FXYD5	SLC43A3
GRAMD1A	SLC43A3
PLEKHG2	SLC43A3
ABL1	SLC43A3
SH3BP1	SLC43A3
APOL1	SLC43A3
RNF24	SLC43A3
PRPS2	SLC43A3
ATP11C	SLC43A3
ELF4	SLC43A3
PIEZO1	SLC43A3
GSDMD	SLC43A3
NUMBL	SLC43A3
SLC1A5	SLC43A3
PRKD2	SLC43A3
MEIS3	SLC43A3
CLIP2	SLC43A3
GLIS3	SLC43A3
RAB34	SLC43A3
CHIC2	SLC43A3
TCIRG1	SLC43A3
NCOA7	SLC43A3
IL1R1	SLC43A3
AMPD2	SLC43A3
UAP1	SLC43A3
P3H1	SLC43A3
CNN3	SLC43A3
TNFAIP3	SLC43A3
RAB32	SLC43A3
PTBP3	SLC43A3
TGFB3	SLC43A3
TSHZ3	SLC43A3
EBPL	SLC43A3
RRBP1	SLC43A3
FRMD8	SLC43A3
GLIS2	SLC43A3
RHOJ	SLC43A3
RAP1B	SLC43A3
CDC42EP1	SLC43A3
KLF16	SLC43A3
SSBP4	SLC43A3
THOC6	SLC43A3
RARA	SLC43A3
ZSWIM4	SLC43A3
H3-3B	SLC43A3
PCED1A	SLC43A3
NXT1	SLC43A3
FKBP11	SLC43A3
DTX2	DHX34
MYO9B	DHX34
FBXL19	DHX34
MAZ	DHX34
CCDC9	DHX34
BTN3A1	APLNR
DTX4	APLNR
EFCC1	APLNR
LSP1	APLNR
ADGRA2	FADS2
ZNF423	FADS2
COL5A1	FADS2
STAB1	C5AR2
TYROBP	C5AR2
SPI1	C5AR2
STXBP2	C5AR2
GMIP	C5AR2
NCF4	C5AR2
CD37	C5AR2
IL10RA	C5AR2
PTPN6	C5AR2
WDFY4	C5AR2
DOCK2	C5AR2
MVP	TMEM165
WWTR1	TMEM165
SERPINB1	TMEM165
METTL1	TMEM165
RCN1	TMEM165
RELT	TMEM165
CDK17	TMEM165
MTHFD2	TMEM165
ENO1	TMEM165
DGKD	TMEM165
B4GALT1	TMEM165
FKBP1A	TMEM165
PUS7	TMEM165
ABL1	TMEM165
GNPNAT1	TMEM165
DOT1L	TMEM165
LRRC59	TMEM165
CHIC2	TMEM165
CTSC	TMEM165
CCDC86	TMEM165
KCTD10	TMEM165
LTBR	TMEM165
C12orf49	TMEM165
NOP2	TMEM165
UAP1	TMEM165
CNN3	TMEM165
PTBP3	TMEM165
ARL4A	TMEM165
VASP	TMEM165
SNRPB	TMEM165
YWHAH	TMEM165
NECTIN2	TMEM165
IL13RA1	TMEM165
CHD1L	TMEM165
H3-3B	TMEM165
MCUB	PDGFRA
HGF	PDGFRA
VIM	PDGFRA
CD44	PDGFRA
TIMP2	PDGFRA
PI4K2B	PDGFRA
RAI14	PDGFRA
FAM107B	PDGFRA
SLC25A43	PDGFRA
COL4A4	PDGFRA
EPB41L3	PDGFRA
ADAMTS2	PDGFRA
CCDC80	PDGFRA
PTGS1	PDGFRA
PYGL	PDGFRA
PLTP	PDGFRA
PROCR	PDGFRA
RNF24	PDGFRA
PRPS2	PDGFRA
ATP11C	PDGFRA
TRPS1	PDGFRA
CLIP3	PDGFRA
PCOLCE	PDGFRA
SUSD1	PDGFRA
GLIS3	PDGFRA
RAB34	PDGFRA
MGP	PDGFRA
COL12A1	PDGFRA
PTK7	PDGFRA
DPYSL3	PDGFRA
PLSCR4	PDGFRA
ARHGEF26	PDGFRA
LOXL3	PDGFRA
IL1R1	PDGFRA
KLHL29	PDGFRA
TGFBI	PDGFRA
TSHZ3	PDGFRA
GLIPR2	PDGFRA
COL5A1	PDGFRA
SH3BGRL	PDGFRA
ELOVL5	COL4A2
MVP	COL4A2
METTL1	COL4A2
RCN1	COL4A2
TNFRSF1A	COL4A2
RAB27A	COL4A2
ENO1	COL4A2
MYDGF	COL4A2
FKBP1A	COL4A2
ACOT7	COL4A2
RPL3	COL4A2
GNPNAT1	COL4A2
TIMP1	COL4A2
COTL1	COL4A2
DOT1L	COL4A2
LRRC59	COL4A2
UGDH	COL4A2
CTSC	COL4A2
CCDC86	COL4A2
LTBR	COL4A2
IL1R1	COL4A2
P3H1	COL4A2
MTHFD1L	COL4A2
VASP	COL4A2
RRBP1	COL4A2
YWHAH	COL4A2
NECTIN2	COL4A2
COLGALT1	COL4A2
ARPC1B	COL4A2
CAP1	COL4A2
TMEM165	COL4A2
RBM6	DZIP1
OSBPL7	DZIP1
TMEM98	DZIP1
LUC7L	DZIP1
FAS	DZIP1
AGPAT4	DZIP1
ARHGAP6	DZIP1
KITLG	DZIP1
LIMA1	DZIP1
FAM107B	DZIP1
NOTCH3	DZIP1
FBLN1	DZIP1
THOC1	DZIP1
ATP8B1	DZIP1
MMP2	DZIP1
LPCAT2	DZIP1
EPB41L1	DZIP1
CHRD	DZIP1
NLRP1	DZIP1
ESR1	DZIP1
EFHC1	DZIP1
PCSK5	DZIP1
JAG1	DZIP1
PGRMC1	DZIP1
PRPS2	DZIP1
PLS3	DZIP1
KLF8	DZIP1
CORO2B	DZIP1
ATP8B4	DZIP1
TRPS1	DZIP1
PCOLCE	DZIP1
TGFBR1	DZIP1
ECM2	DZIP1
AKNA	DZIP1
GLIS3	DZIP1
APBA1	DZIP1
EBF3	DZIP1
WSB1	DZIP1
BST1	DZIP1
CEP164	DZIP1
CEP126	DZIP1
BTN3A3	DZIP1
TRIM38	DZIP1
SMOC2	DZIP1
TBX18	DZIP1
APBB3	DZIP1
CDH6	DZIP1
NPHP3	DZIP1
LOXL3	DZIP1
RSRP1	DZIP1
C1orf54	DZIP1
PLAGL1	DZIP1
OGFRL1	DZIP1
MSANTD2	DZIP1
TGFBI	DZIP1
ODF2L	DZIP1
BTN2A2	DZIP1
BMP4	DZIP1
XRCC3	DZIP1
SPECC1	DZIP1
MYO1B	DZIP1
ARHGAP22	DZIP1
ALDH1A2	DZIP1
SHFL	DZIP1
AOC3	DZIP1
ANO1	DZIP1
SPATA6	DZIP1
TRIM22	DZIP1
CABLES1	DZIP1
PDGFRA	DZIP1
FYN	ARGLU1
PHLPP2	ARGLU1
ARHGAP6	ARGLU1
LIMA1	ARGLU1
ANKRD44	ARGLU1
RBMS2	ARGLU1
TULP3	ARGLU1
EPB41L2	ARGLU1
LPCAT2	ARGLU1
MAP3K1	ARGLU1
VCPKMT	ARGLU1
CARD8	ARGLU1
STIM2	ARGLU1
SASH1	ARGLU1
TRIM38	ARGLU1
AKT3	ARGLU1
PLAGL1	ARGLU1
PTBP3	ARGLU1
OGFRL1	ARGLU1
RECK	ARGLU1
PLCG1	ARGLU1
SPATA6	ARGLU1
MUTYH	ARGLU1
DZIP1	ARGLU1
PI4K2B	ETS1
KITLG	ETS1
RCN1	ETS1
ATP8B1	ETS1
CMTM6	ETS1
SEL1L3	ETS1
APOL1	ETS1
PRPS2	ETS1
TSPAN13	ETS1
TGFBR1	ETS1
TSPAN14	ETS1
STIM2	ETS1
UGDH	ETS1
TRIM38	ETS1
PRKD3	ETS1
CNN3	ETS1
PCDH17	ETS1
PTBP3	ETS1
CDK2	ETS1
EFNB2	ETS1
PTPN12	ETS1
CARD6	ETS1
H3-3B	ETS1
EMP1	ETS1
RNF138	ETS1
FCGR2B	SLC37A2
SIGLEC1	SLC37A2
MS4A4A	SLC37A2
CLEC10A	SLC37A2
C5AR2	SLC37A2
LAMA4	NREP
MAP4K5	OSTF1
WDFY1	OSTF1
RAB5C	OSTF1
SMURF2	OSTF1
TBC1D9	OSTF1
SWAP70	OSTF1
LASP1	ANXA1
TFPI	ANXA1
MCUB	ANXA1
CD9	ANXA1
PTBP1	ANXA1
HGF	ANXA1
FAS	ANXA1
AGPAT4	ANXA1
TMSB10	ANXA1
TIMP2	ANXA1
PI4K2B	ANXA1
VCAN	ANXA1
RAI14	ANXA1
LCP2	ANXA1
KITLG	ANXA1
RCN1	ANXA1
LIMA1	ANXA1
FOXC1	ANXA1
FAM107B	ANXA1
RAB27A	ANXA1
ALPK1	ANXA1
ACTB	ANXA1
MCAM	ANXA1
SLC25A43	ANXA1
LXN	ANXA1
ATP8B1	ANXA1
EPB41L3	ANXA1
TRAF5	ANXA1
FTL	ANXA1
MMP2	ANXA1
LPCAT2	ANXA1
CMTM6	ANXA1
SEL1L3	ANXA1
APOL1	ANXA1
PYGL	ANXA1
PROCR	ANXA1
RNF24	ANXA1
JAG1	ANXA1
PRPS2	ANXA1
ATP11C	ANXA1
ELF4	ANXA1
PIEZO1	ANXA1
TRPS1	ANXA1
SLC1A5	ANXA1
ZC3HAV1	ANXA1
TGFBR1	ANXA1
AKNA	ANXA1
GLIS3	ANXA1
RAB34	ANXA1
CHIC2	ANXA1
KLHL5	ANXA1
UGDH	ANXA1
TCIRG1	ANXA1
CLEC2B	ANXA1
MGP	ANXA1
MAN1A1	ANXA1
NCOA7	ANXA1
TRIM38	ANXA1
LOX	ANXA1
ARRDC3	ANXA1
DPYSL3	ANXA1
DBN1	ANXA1
PLSCR4	ANXA1
ARHGEF26	ANXA1
LOXL3	ANXA1
IL1R1	ANXA1
AKT3	ANXA1
NRP2	ANXA1
C1orf54	ANXA1
RAB32	ANXA1
PTBP3	ANXA1
CNRIP1	ANXA1
MTHFD1L	ANXA1
TGFBI	ANXA1
SERP1	ANXA1
TSHZ3	ANXA1
SRGN	ANXA1
NMI	ANXA1
RRBP1	ANXA1
RAP1B	ANXA1
MYO1B	ANXA1
ARPC1B	ANXA1
PXDN	ANXA1
SH3BGRL	ANXA1
CHSY1	ANXA1
H3-3B	ANXA1
NXT1	ANXA1
MORC4	ANXA1
FKBP11	ANXA1
SLC43A3	ANXA1
PDGFRA	ANXA1
SEMA3F	CEMIP2
PLAUR	CEMIP2
TNFRSF1B	CEMIP2
RELT	CEMIP2
TNFRSF1A	CEMIP2
BCL3	CEMIP2
ATP1B3	CEMIP2
RAB27A	CEMIP2
FOSL2	CEMIP2
NFKB2	CEMIP2
ITPKC	CEMIP2
ANGPT2	CEMIP2
APOL1	CEMIP2
ELF4	CEMIP2
RELB	CEMIP2
SLC1A5	CEMIP2
JAK3	CEMIP2
MAP3K8	CEMIP2
UGDH	CEMIP2
LMNB1	CEMIP2
UAP1	CEMIP2
TNFAIP3	CEMIP2
PLEKHG1	CEMIP2
RDH10	CEMIP2
SRGN	CEMIP2
CD93	CEMIP2
FRMD8	CEMIP2
GFPT2	CEMIP2
RARA	CEMIP2
IRAK2	CEMIP2
SLC43A3	CEMIP2
PI4K2B	GOLM1
RCN1	GOLM1
SOAT1	GOLM1
TCF3	GOLM1
PDE8A	GOLM1
TULP3	GOLM1
WDFY1	GOLM1
ANKRD10	GOLM1
SLC8B1	GOLM1
CMTM6	GOLM1
SLC25A17	GOLM1
RNF24	GOLM1
ATP11C	GOLM1
TRPS1	GOLM1
SMG9	GOLM1
TGFBR1	GOLM1
ERLIN1	GOLM1
CAMKK2	GOLM1
DDX55	GOLM1
TRIM38	GOLM1
MAN2A1	GOLM1
FOXP1	GOLM1
PRKD3	GOLM1
SRSF7	GOLM1
WIPF1	GOLM1
CAPZA1	GOLM1
P3H1	GOLM1
CNN3	GOLM1
PTBP3	GOLM1
SERP1	GOLM1
ODF2L	GOLM1
SPATS2	GOLM1
RAP1B	GOLM1
PTPN12	GOLM1
MYO1B	GOLM1
COLGALT1	GOLM1
CHD1L	GOLM1
MORC4	GOLM1
RNF138	GOLM1
VIPR2	FAM189A2
DUSP26	FAM189A2
DGKD	ADAM19
TGFB2	ADAM19
CAPG	HAVCR2
EPB41L3	HAVCR2
HMOX1	HAVCR2
RASSF2	HAVCR2
PSD4	HAVCR2
C5AR2	HAVCR2
OAS1	OASL
EPSTI1	OASL
PLXND1	P2RX4
IFFO1	P2RX4
ARHGEF1	P2RX4
TULP3	P2RX4
RABL2B	P2RX4
TRIP6	P2RX4
SLC8B1	P2RX4
HPS4	P2RX4
LMF2	P2RX4
ARSA	P2RX4
IFT52	P2RX4
ACD	P2RX4
LIG1	P2RX4
CDK5RAP3	P2RX4
CEP164	P2RX4
ARHGDIB	P2RX4
TRIM38	P2RX4
OGG1	P2RX4
PHF19	P2RX4
CHTF18	P2RX4
DDX55	DMTF1
SRSF6	DMTF1
SLC35B3	DMTF1
LASP1	TMEM243
TFPI	TMEM243
MCUB	TMEM243
CD9	TMEM243
PTBP1	TMEM243
VIM	TMEM243
FAS	TMEM243
AGPAT4	TMEM243
TMSB10	TMEM243
TIMP2	TMEM243
PI4K2B	TMEM243
RAI14	TMEM243
ARHGAP6	TMEM243
RCN1	TMEM243
LIMA1	TMEM243
HDAC7	TMEM243
FAM107B	TMEM243
RASSF1	TMEM243
VASH1	TMEM243
ALPK1	TMEM243
RBMS2	TMEM243
TULP3	TMEM243
LXN	TMEM243
ATP8B1	TMEM243
TRAF5	TMEM243
MMP2	TMEM243
LPCAT2	TMEM243
SLC8B1	TMEM243
FXYD5	TMEM243
PLEKHG2	TMEM243
SEL1L3	TMEM243
ITPR3	TMEM243
PCSK5	TMEM243
TBC1D10A	TMEM243
NFATC4	TMEM243
CD40	TMEM243
CDC25B	TMEM243
RNF24	TMEM243
JAG1	TMEM243
PRPS2	TMEM243
ATP11C	TMEM243
PLS3	TMEM243
ELF4	TMEM243
SYTL4	TMEM243
PIEZO1	TMEM243
TRPS1	TMEM243
GSDMD	TMEM243
NUMBL	TMEM243
TGFB1	TMEM243
MEIS3	TMEM243
ZC3HAV1	TMEM243
CLDN15	TMEM243
TGFBR1	TMEM243
GLIS3	TMEM243
ERLIN1	TMEM243
SFXN3	TMEM243
RAB34	TMEM243
CHIC2	TMEM243
KLHL5	TMEM243
CEP164	TMEM243
CLEC2B	TMEM243
ELK3	TMEM243
MAN1A1	TMEM243
TRIM38	TMEM243
PTK7	TMEM243
PLSCR4	TMEM243
DOK1	TMEM243
AKT3	TMEM243
ID3	TMEM243
P3H1	TMEM243
RAB32	TMEM243
PTBP3	TMEM243
ARAP3	TMEM243
TSHZ3	TMEM243
GLIPR2	TMEM243
RECK	TMEM243
EBPL	TMEM243
NMI	TMEM243
BTN2A2	TMEM243
DOK4	TMEM243
XRCC3	TMEM243
RHOJ	TMEM243
RAP1B	TMEM243
GNG11	TMEM243
RIPK3	TMEM243
ARPC1B	TMEM243
PXDN	TMEM243
SH3BGRL	TMEM243
PCED1A	TMEM243
FKBP11	TMEM243
SLC43A3	TMEM243
PDGFRA	TMEM243
DZIP1	TMEM243
ANXA1	TMEM243
NINL	CCDC146
ECHDC2	CCDC146
TRIM45	CCDC146
RELT	HILPDA
VMP1	HILPDA
ATP1B3	HILPDA
SAT1	HILPDA
CEMIP2	HILPDA
ANKRD13A	TES
MYH9	TES
GNPNAT1	TES
SQLE	TES
LRRC59	TES
TUBA1B	TES
YWHAH	TES
FOXRED2	ANKRD6
LRRCC1	CEP162
TMEM98	NT5E
MRC2	NT5E
FAS	NT5E
EPHA3	NT5E
FAM107B	NT5E
EVC	NT5E
GLI2	NT5E
TRAF5	NT5E
MMP2	NT5E
CD200	NT5E
EFS	NT5E
PTN	NT5E
PCOLCE	NT5E
OGN	NT5E
GLIS3	NT5E
BST1	NT5E
DTX4	NT5E
MDK	NT5E
COL12A1	NT5E
SMOC2	NT5E
PTK7	NT5E
TBX18	NT5E
RGS4	NT5E
GBP1	NT5E
C1orf54	NT5E
PLAGL1	NT5E
TGFBI	NT5E
TSHZ3	NT5E
BICC1	NT5E
ITIH5	NT5E
BMP4	NT5E
ARHGAP22	NT5E
ALDH1A2	NT5E
LSP1	NT5E
SHFL	NT5E
SH3BGRL	NT5E
CABLES1	NT5E
RERG	NT5E
DZIP1	NT5E
ATP1A2	EPHA7
GABRA4	EPHA7
CD9	LMO2
MAMLD1	LMO2
HGF	LMO2
FAS	LMO2
AGPAT4	LMO2
TNFRSF1B	LMO2
TMSB10	LMO2
RAI14	LMO2
PREX2	LMO2
KITLG	LMO2
PARP12	LMO2
FAM107B	LMO2
RASSF1	LMO2
IFI35	LMO2
LXN	LMO2
ATP8B1	LMO2
MMP2	LMO2
LPCAT2	LMO2
SMOX	LMO2
PLEKHG2	LMO2
SEL1L3	LMO2
CD200	LMO2
SH3BP1	LMO2
APOL1	LMO2
CSF2RB	LMO2
CD40	LMO2
PRPS2	LMO2
ELF4	LMO2
PLAT	LMO2
NDRG1	LMO2
GSDMD	LMO2
PRKD2	LMO2
RASIP1	LMO2
GLIS3	LMO2
ABI3	LMO2
RAB34	LMO2
TCIRG1	LMO2
CLEC2B	LMO2
TRIM38	LMO2
DPYSL3	LMO2
PLSCR4	LMO2
GBP3	LMO2
GBP1	LMO2
NRP2	LMO2
C1orf54	LMO2
PLAGL1	LMO2
RAB32	LMO2
TGFBI	LMO2
TNFRSF10B	LMO2
TSHZ3	LMO2
GLIPR2	LMO2
PLAU	LMO2
NMI	LMO2
BTN2A2	LMO2
EFNB2	LMO2
IRF1	LMO2
GLIS2	LMO2
CDC42EP1	LMO2
RIPK3	LMO2
DOCK6	LMO2
BST2	LMO2
SSBP4	LMO2
SHFL	LMO2
GCH1	LMO2
SLC43A3	LMO2
ANXA1	LMO2
TMEM243	LMO2
NDUFAB1	ATP5MC2
PHPT1	ATP5MC2
AAMDC	ATP5MC2
ABHD11	ATP5MC2
MRPS15	ATP5MC2
NECAB3	ATP5MC2
ECHS1	ATP5MC2
COX7B	ATP5MC2
SLC25A23	ITGA7
ENTPD2	AGAP2
UPB1	AGAP2
P2RX3	AGAP2
BMP5	AGAP2
COX4I2	AGAP2
HIGD1B	AGAP2
ADAM11	PPP1R1A
TESC	PPP1R1A
CHADL	PPP1R1A
CKM	PPP1R1A
PTGDS	PPP1R1A
TNNI3K	PPP1R1A
KCNIP2	PPP1R1A
GAMT	PPP1R1A
NRIP2	B4GALNT1
CDON	B4GALNT1
RASGRP2	B4GALNT1
EPB41L1	B4GALNT1
ISYNA1	B4GALNT1
PLEKHG3	B4GALNT1
ABCB4	COQ10A
ASB4	COQ10A
TKTL1	COQ10A
HHATL	COQ10A
ATP1A2	COQ10A
SYT13	COQ10A
ANK1	COQ10A
MYOM2	COQ10A
USP2	COQ10A
EPN3	COQ10A
KCNH2	COQ10A
MPC1	COQ10A
TSPAN32	COQ10A
ROGDI	COQ10A
PYGM	COQ10A
PTPN3	COQ10A
CAMK2A	COQ10A
TMEM38A	COQ10A
SDHA	COQ10A
ACACB	COQ10A
PPP1R12B	COQ10A
NEBL	COQ10A
RBFOX1	COQ10A
MYH7B	COQ10A
KCNN2	COQ10A
C3orf18	COQ10A
CFAP61	COQ10A
TBX5	COQ10A
SMPX	COQ10A
MYH7	COQ10A
EPB41L4B	COQ10A
SLC5A1	COQ10A
GALNT16	COQ10A
ASB2	COQ10A
SNTA1	COQ10A
SYNDIG1	COQ10A
MYOM1	COQ10A
SGCG	COQ10A
NDRG4	COQ10A
CRYM	COQ10A
QPRT	COQ10A
EYA1	COQ10A
ATP1A3	COQ10A
RAB3A	COQ10A
AK1	COQ10A
RNF43	COQ10A
ENO3	COQ10A
ALDOC	COQ10A
C11orf21	COQ10A
RBM24	COQ10A
PACRG	COQ10A
SLC27A6	COQ10A
FGF12	COQ10A
MAPKAPK3	COQ10A
KLHL24	COQ10A
TNNC1	COQ10A
SLC4A3	COQ10A
SMYD1	COQ10A
FHL2	COQ10A
MLPH	COQ10A
TNNI3K	COQ10A
IRF6	COQ10A
ESRRB	COQ10A
GOT1	COQ10A
EPHX2	COQ10A
PDZRN3	COQ10A
FABP3	COQ10A
LDB3	COQ10A
LRRC39	COQ10A
PAIP2B	COQ10A
PACSIN1	COQ10A
KLHL31	COQ10A
HRC	COQ10A
CEP85	COQ10A
RGN	COQ10A
CKMT2	COQ10A
MTUS2	COQ10A
DGLUCY	COQ10A
PEBP4	COQ10A
SPX	COQ10A
MYBPC3	COQ10A
ABCB6	PAN2
ELOVL5	ACVR1B
SEC61A1	ACVR1B
BZW1	ACVR1B
NOP56	ACVR1B
NOP2	ACVR1B
STX12	ACVR1B
KLF7	ACVR1B
STAT5A	ACVR1B
NIP7	ACVR1B
ACTR3	CD164
NEDD4L	NHSL1
CELSR1	NHSL1
GCNT2	NHSL1
PROX1	NHSL1
VCPKMT	AHI1
PNN	AHI1
ZNF141	AHI1
CHDH	HEY2
GALNT16	HEY2
PTGDS	HEY2
TNNI3K	HEY2
KCNIP2	HEY2
PPP1R1A	HEY2
ACTR5	SMPD2
ARHGAP33	MICAL1
TACC3	MICAL1
MTMR11	MICAL1
