name1	name2
CASK	TMEM67
CASK	RPGRIP1L
CASK	INPP5E
CASK	DYRK1A
CASK	MAF
CASK	ACO2
CASK	PEX6
CASK	SHANK3
CASK	DPYD
CASK	FH
CASK	QARS
CASK	FKTN
CASK	PAFAH1B1
CASK	YWHAE
CASK	PEX19
CASK	PEX16
CASK	PEX1
CASK	PEX5
CASK	PEX10
CASK	PEX12
CASK	PEX14
CASK	PEX26
CASK	PEX3
CASK	PEX11B
CASK	ST3GAL5
CASK	ZIC1
CASK	PAX6
CASK	ERF
CASK	ALX4
CASK	PQBP1
CASK	NSD1
CASK	POLR1C
CASK	MBD5
CASK	TFAP2A
CASK	RAB18
CASK	GJA1
CASK	NSUN2
CASK	KANSL1
CASK	LARGE1
CASK	PIEZO2
CASK	ARID1A
CASK	MAP2K2
CASK	CPLANE1
CASK	MECP2
CASK	MED12
CASK	RPS6KA3
CASK	ARX
CASK	ALG13
CASK	AP4M1
CASK	SLC6A8
CASK	PIGV
CASK	PTCH1
CASK	ERCC2
CASK	ERCC5
CASK	TMEM237
CASK	LINS1
CASK	ZDHHC15
CASK	POMK
CASK	CAMTA1
CASK	POMGNT1
CASK	NMNAT1
CASK	SPATA7
CASK	RDH12
CASK	RPE65
CASK	LCA5
CASK	LRAT
CASK	TULP1
CASK	CRB1
CASK	CRX
CASK	IMPDH1
CASK	NAA10
CASK	SUMF1
CASK	RNF135
CASK	BCAP31
CASK	POMT2
CASK	DDHD2
CASK	MKS1
CASK	PLK4
CASK	TCTN1
CASK	DHCR7
CASK	SNAP29
CASK	SIM1
CASK	TUBB2B
CASK	SOX2
CASK	ARNT2
CASK	NEXMIF
CASK	CRBN
CASK	POMT1
CASK	PDHA1
CASK	ACTB
CASK	KIF7
CASK	VPS13B
CASK	SKI
CASK	ASXL3
CASK	ALG3
CASK	ASXL1
CASK	SATB2
CASK	TCTN2
CASK	AMPD2
CASK	FKRP
CASK	CCDC22
CASK	UBE3A
CASK	KIF1A
CASK	BUB1B
CASK	PPP2R1A
CASK	HMGA2
