name1	name2
ACADS	ACADSB
ACADS	ACAT2
ACADS	ACOX2
ACADS	ACOX3
ACADS	ACOXL
ACADS	ACSM1
ACADS	ACSM2A
ACADS	ACSM3
ACADS	ECH1
ACADS	ECHDC2
ACADS	ECHS1
ACADS	ECI1
ACADS	ECI2
ACADS	ETFA
ACADS	ETFB
ACADS	GCDH
ACADS	HAO2
ACADS	IVD
ACADS	NUDT19
ACADS	PCCA
ACADS	PCCB
ACADS	PNPLA1
ACADS	PNPLA3
ACADS	PNPLA4
ACADS	PNPLA5
ACADSB	ACAT2
ACADSB	ACOX2
ACADSB	ACOX3
ACADSB	ACOXL
ACADSB	ACSM1
ACADSB	AUH
ACADSB	ECH1
ACADSB	ECHDC2
ACADSB	ECHS1
ACADSB	ECI1
ACADSB	ECI2
ACADSB	ETFA
ACADSB	ETFB
ACADSB	GCDH
ACADSB	HIBCH
ACADSB	IVD
ACADSB	NUDT19
ACADSB	PNPLA1
ACADSB	PNPLA4
ACADSB	PNPLA5
ACAN	ADAMTS4
ACAN	BCAN
ACAN	GALNS
ACAN	GNS
ACAN	HAPLN1
ACAN	NCAN
ACAN	VCAN
ACAP1	ACAP2
ACAP1	ACAP3
ACAP1	AGAP1
ACAP1	AGAP11
ACAP1	AGAP14P
ACAP1	AGAP4
ACAP1	AGAP5
ACAP1	AGAP6
ACAP1	AGAP7P
ACAP1	AGAP9
ACAP1	AGFG2
ACAP1	ALS2CR12
ACAP1	AMPH
ACAP1	ARFGAP2
ACAP1	ARFGAP3
ACAP1	ASAP2
ACAP1	CCZ1
ACAP1	CTAGE5
ACAP1	DENND1A
ACAP1	DENND1C
ACAP1	DENND2A
ACAP1	DENND2C
ACAP1	DENND2D
ACAP1	DENND4C
ACAP1	DENND5B
ACAP1	DENND6A
ACAP1	DENND6B
ACAP1	EVI5L
ACAP1	FNBP1
ACAP1	GRTP1
ACAP1	MON1A
ACAP1	RAB3IL1
ACAP1	RAB3IP
ACAP1	RABEP1
ACAP1	RABEP2
ACAP1	RABGAP1L
ACAP1	RCBTB2
ACAP1	RGSL1
ACAP1	RINL
ACAP1	RUNDC1
ACAP1	SGSM1
