GENEA	GENEB
SET	SMC6
SEC61G	SRP54
SEC13	SLC7A8
SDHC	YRDC
SCO1	SLC25A51
SARS2	SLC25A3
RTN4IP1	SURF1
RPS2	ZBTB4
RPIA	TPI1
RNF5	ZNF703
RNF5	TICAM2
RFC4	UTP6
RARS	WDR33
RARS	TIPIN
PSME1	TMED8
PSMC1	PSMD14
PSMB7	TNFAIP2
PSMB7	TBCD
PSMA2	ZNF559
PSMA1	SNRPF
PREB	PSMA1
PRC1	SRP54
PPHLN1	ZNF676
POLR3F	SEC13
POLR1B	PWP2
POLE	WSCD2
PNISR	SRP9
PNISR	POLR3F
PGS1	SARS2
PES1	SRRM1
PDRG1	RPS23
PDCL3	RHEB
PCDH1	PRSS50
PARS2	UQCC2
OR6F1	WSCD2
OR5K2	PLEKHG3
OR2T33	OR8D1
OR2T33	OR8A1
OR1J4	ZNF382
NUTF2	UTP6
NUMBL	U2AF1
NUF2	SF1
NPIPA5	RNF5
NOL11	ZCCHC9
NIPBL	SUPT20H
NGDN	NPIPA5
NEDD8	SRRM1
NEDD8	SRP68
NDUFB9	TBRG4
NDUFB6	SARS2
NDUFA4	PET100
NDOR1	TIMM9
NCKAP1	PARVA
NAF1	SRFBP1
MTX2	TIMM13
MTRNR2L1	OR13D1
MTO1	QRSL1
MTG1	PUS1
MTERF4	TAMM41
MRPS35	NDUFA3
MRPS34	POLRMT
MRPS34	PET100
MRPS30	TXN2
MRPS28	NSUN4
MRPS27	NDUFA6
MRPS26	RMND1
MRPS26	NME6
MRPS24	OPA1
MRPS23	ZBTB11
MRPS17	NDUFA4
MRPS16	SLC30A9
MRPL52	QRSL1
MRPL52	MTFMT
MRPL52	MTERF3
MRPL4	NME6
MRPL49	NDUFA5
MRPL47	TEFM
MRPL46	PITRM1
MRPL44	NDUFS5
MRPL43	PGS1
MRPL41	TEFM
MRPL3	PPA2
MRPL34	UQCC3
MRPL30	RCC1L
MRPL30	NDUFB2
MRPL30	MRPS30
MRPL27	MTERF3
MRPL24	MRPS30
MRPL23	SLC30A9
MRPL16	PITRM1
MRPL13	TXN2
MRPL13	TBRG4
MRPL11	MRPS9
MRPL11	MRPS31
MIS12	PSMC4
METTL14	ELOC
METTL14	PES1
MED4	USP37
MDH2	NDUFS8
MDH2	NDUFAF1
MDH2	NDUFA11
MCRS1	RTFDC1
MCM6	SNRPF
MALSU1	SURF1
LYZL4	RND1
LURAP1L	SH3RF2
LURAP1L	POTEG
LTV1	SDAD1
LSM6	RPL18
LSM6	REV1
LSM10	MIS12
LRRC28	PSMA4
LRRC1	SKA1
LONP1	MRPL15
LCE1B	RANGAP1
LCE1A	WBP1L
KRTAP5-3	ZNF85
KRTAP5-10	LCE1A
KRT18	PSMD8
KCNE2	NT5C3A
KCNC3	SMR3B
KCNC3	PSMA4
KCNC3	PHF5A
IYD	YARS
IYD	PCDH1
ISCU	PSMC4
ISCU	NELFCD
ISCU	LCE3C
ISCA2	LIPT1
ISCA1	NGRN
ISCA1	MALSU1
IL1R1	TRAF6
IGF2BP1	SOX11
IDI2	LRRC28
IBA57	LIG3
HSPA14	WARS2
HSPA14	PTPMT1
HNRNPA3	NPIPA5
HMBS	NDUFB8
HMBS	NDUFB6
HMBS	MARS2
HIGD2A	MRPS21
HAMP	TMED8
HAMP	KRT18
H2AFX	PALB2
GTF2F1	NARS
GTF2F1	MED31
GTF2F1	LIN52
GTF2E2	NSRP1
GRSF1	NFU1
GOLT1B	ZNF85
GOLGA6L6	PES1
GOLGA6D	PRAMEF17
GCLC	PFAS
GALP	OR1D2
GALP	LYZL4
GADD45GIP1	OXSM
GADD45GIP1	LETM1
FECH	SARS2
FECH	NDUFB6
FECH	NDUFAF4
FECH	MTERF4
FDXR	HSPA14
FCHO2	TFRC
FASTKD5	NME6
FARS2	UROS
FAM25A	SF3B6
ABRAXAS1	IL12RB2
EXT1	NDST1
EXOSC9	TTK
EXOSC9	POLR3F
ERH	LSM6
ERH	LCE1A
ERH	KAT8
EIF4B	PRAMEF17
EIF2B1	OR4C6
EID2	TBC1D10B
EARS2	UQCC3
DPH2	LETM1
DOT1L	KAT6A
DOLK	NR2C2AP
DOCK7	VCL
DOCK5	ILK
DNAJC21	UFSP2
DNAJC17	OR10Z1
DLD	MRPS24
DHX30	MRPS26
DHX30	MRPL4
DHDDS	OR5K2
DDX54	NAA20
DCTN1	SRP54
DCAF4L2	PPP1R1B
CYFIP1	OR4A5
CYCS	MRPL54
CTPS1	TYMS
CPQ	TICAM2
COX6C	SDHD
COX6C	NFU1
COX17	MRPL17
COX14	TFAM
COX14	TBRG4
COX14	MRPL40
COQ7	NDUFA13
COQ6	SCO1
COQ6	PET117
COQ5	GADD45GIP1
COQ5	ERAL1
COQ2	PPA2
COA3	SLC25A51
COA3	LIPT1
CLP1	ZNF85
CLP1	SRP54
CHGA	POMP
CHCHD4	DAP3
CENPL	PDCL3
CDC73	LCE1B
CDAN1	MRPS5
CCT8	PSMD11
CCT7	PSMB2
CCNK	RTFDC1
CCNK	NEDD8
CCL16	IYD
WASHC3	RAB7A
CCDC25	ZNF676
CCDC159	USP17L10
CCDC159	HNRNPL
CCDC115	POLG
CARS	NOL11
CARS	KARS
CARS2	TOMM70
C1orf109	TRMT6
C1orf109	ELP1
C19orf25	ZW10
NDUFAF8	SLC25A51
C12orf76	PPIE
C12orf65	POLG2
C12orf65	NDUFB10
C12orf65	NDUFA11
C12orf65	MRPL24
BTF3	GOLGA6L6
BTF3	FAM35A
BANF1	OR10Z1
BAK1	ZNF720
AXIN1	CTNNBIP1
ATXN10	FOXD4L5
ATPAF2	SCO2
ATPAF2	NDUFA9
ATPAF2	MRPS7
ATPAF2	IBA57
ATP6V1C1	OR13D1
ATP6V1C1	GINS4
ATP6V0D1	SUPT16H
DMAC2	MRPS34
DMAC2	MARS2
DMAC2	COX15
ATP5PO	UQCRQ
ATP5MG	NDUFV1
ATP5MG	MRPL30
ATP5PF	COX19
ATP5PD	MRPS18B
ATP5PB	PDE12
ATP5PB	MRPL1
ATP5PB	HARS2
ATP5F1E	PARS2
ATP5F1D	PARS2
ATP5F1D	MRPS35
ATP5F1A	UQCR10
ATP5F1A	PNPT1
ASAH2B	CCT7
ARPC4	ZCCHC9
ARPC4	LARS
AP1B1	AP1G1
ANXA13	DCAF4L2
ANP32E	OCLM
ANAPC1	POMP
ANAPC10	METTL14
ALG6	STT3A
ALG6	B3GNT5
ALG11	RTFDC1
ALG11	CKAP5
ALG11	C12orf76
AK6	NOL10
AIDA	RFC5
AIDA	OR5H1
AGBL4	LCE1B
AGBL4	CHGA
AGAP6	OR13D1
ACTR6	ELOF1
ACTR10	RPL35A
ABHD13	UBA6
ABHD13	NME5
ABCG1	EIF4A3
ABCE1	TUBGCP4
ABCE1	SPDYE3
ABCE1	SLC25A25
ABCE1	PTP4A3
AARS2	COQ5
AARS2	ATP5F1B
AARD	SLC26A7
TTK	TUBGCP3
TRIAP1	YBEY
TIPIN	TUBGCP4
ELOC	UPF1
TBCD	ZNF559
TBC1D3C	TRPV3
TARS2	TXN2
TAMM41	TIMM13
SNRNP35	TTK
SMR3B	USP17L10
SLC7A8	TRAPPC3
SF3B6	SUPT16H
SDHB	UQCRQ
RTCB	WDR61
RPP14	RPP38
RPL30	RPL35A
RNF5	ZBTB4
RARS	TNFAIP2
RARRES2	RPL35A
RAD52	SPDYE3
PSMD1	PSMD11
PSMC1	ZBTB4
PSMB2	RPA3
PSMA2	TIPIN
PSMA1	SYT1
PRAMEF17	PSMA6
PPA2	TRMT61A
POTEG	ZNF680
POLR3F	SGO1
POLR2E	TBC1D3C
POLR2E	SYT1
POLR2E	PSMA1
POLR2A	SMU1
POLR1E	PWP1
PHF5A	SNAPC4
PES1	TXNL4B
PDCL3	SF3B6
OR8D1	TNFAIP2
OR5K2	U2AF1
OR5H1	RFC5
OR2T33	PPY
OR2M3	UBC
OR1J4	OR2T33
OLFML3	TNNT2
OIP5	TIMM10
NUTF2	RARS
NUF2	RHEB
NUF2	PSMC4
NUBPL	OXSM
NSUN4	UQCRC1
NSUN4	POLG2
NSMCE1	NSMCE2
NSA2	UBTF
NPM1	RPF2
NIPBL	TADA2B
NEDD8	UFC1
NDUFV1	SARS2
NDUFS3	SLC25A51
NDUFB4	UQCC1
NDUFB3	NOA1
NDUFAF7	PPA2
NDUFAF5	OXSM
NDUFA6	UQCC1
NDUFA10	TBRG4
NANOG	OR7A17
NAE1	TPRKB
NAA50	RPA3
N6AMT1	PGS1
MTRNR2L1	TXNL4B
MTRF1L	PNPT1
MTO1	SLC25A51
MRPS7	SLC25A3
MRPS35	RPUSD3
MRPS35	NDUFAF6
MRPS34	TOMM70
MRPS34	NDUFB3
MRPS2	PYURF
MRPS28	PPA2
MRPS27	TXN2
MRPS27	MTO1
MRPS25	SURF1
MRPS25	NDUFA13
MRPS17	SLC25A51
MRPS14	UQCC2
MRPS14	NFU1
MRPL52	SARS2
MRPL4	NDUFA9
MRPL43	PITRM1
MRPL39	PITRM1
MRPL2	NDUFA3
MRPL24	NDUFA3
MRPL23	UQCC2
MRPL23	NDUFA13
MRPL19	NDUFB3
MRPL17	TEFM
MRPL15	NDUFA13
MRPL12	MTO1
MRPL11	PDSS2
MRPL11	NDUFB2
MRPL11	NDUFA8
MRGPRE	RNF5
MIS12	SGO1
MED4	MED27
MECR	PPA2
MDH2	NDUFS2
MCRS1	TAF1A
MCM6	ZFP90
MARS2	NDUFA3
MAD2L1	PSMB7
LYZL4	TUBA3D
LYZL4	NUMBL
LSM10	RPL35A
LRRC37A	ZBTB8OS
LRRC37A	RANGAP1
LIPT1	MRPL39
LIG3	RBFA
LIAS	NDUFB2
LIAS	MRPL16
LCE1A	PSMB7
LARS	PHF5A
LARS2	NDUFS3
KRTAP5-3	PRC1
KRTAP19-3	LCE1B
KRT18	SNRPF
KRT18	RPS2
KRT18	PRPF6
ITGB5	RAC1
IPPK	MTHFD1
INCENP	INTS1
IMPDH2	UGP2
IMMT	MRM3
IBA57	LIPT1
IARS	POLR3F
HNRNPL	RRP1
HMGN2	SPDYE3
HMBS	YBEY
HMBS	UQCRC1
HGF	SRP54
HGF	KARS
GYS1	OR2M3
GTPBP3	NDUFB3
GTF2F1	SRP9
GTF2F1	SRP54
GTF2F1	PES1
GTF2E2	TAF2
GRSF1	PPA2
GRAMD1A	TNNT1
GRAMD1A	LCE1B
GPN1	MED4
GOSR2	SRP54
GOLGA6D	PSMA1
GGTLC1	OR10C1
GGPS1	HNRNPL
GFM2	SLC25A3
GART	YRDC
GAPDH	ORC3
FPGS	PPCS
FDXR	TOMM70
FBXW4	SDC3
FASTKD5	HMBS
MINDY2	TBC1D3H
FAM35A	SRP54
FAM200B	PRH2
EXTL3	TMEM165
EXOSC5	LSM5
ELP6	MRE11
EIF5B	STRN
EIF3CL	TOP1
EIF3CL	OR1J1
EIF2B1	POTEC
ECT2L	TTK
ECT2L	POU5F1B
ECSIT	NME6
EARS2	PYURF
DTYMK	HMGCS1
DSCR4	ZNF720
DSCR4	RAB42
DPH5	LETM1
DOHH	DOLK
DNLZ	TRMT112
DNLZ	RAD50
DHX30	NDUFB6
DHPS	RARS2
DHPS	MRPS23
ESS2	POLR3F
DDX54	RTCB
DDX54	POLD1
DDX54	LCE1A
DDX10	LSM10
DCTN1	LSM5
DCTN1	GTF2F1
DAP3	SCO1
DAP3	MRPL58
CYFIP1	OR2T33
CYFIP1	LSM6
CWC25	POLR3F
CTC1	RPF2
CSE1L	ISCU
CSE1L	GPN1
CRK	NCKAP1
CRB3	PARD3
COX7C	NGRN
COX6B1	OGDH
COX5B	COX17
COX5A	TFB1M
COX5A	SUPV3L1
COX5A	MIPEP
COX5A	ERAL1
COX20	QRSL1
COX20	MRPL34
COX19	RCC1L
COX16	LIPT1
COX15	MRPL1
COX14	NDUFB6
COX11	NARS2
COQ6	MRPL45
COQ6	DDX28
COQ2	SSBP1
COQ2	MRPL44
COA7	LIG3
COA3	HMBS
CNIH4	ZNF680
CLP1	EIF2B1
CHGA	SPDYE3
CHEK1	KCNC3
CERS2	ELOVL1
CENPL	TPRKB
CDC73	RPL39L
CDAN1	TFAM
CCT8	LARS
CCT8	CLNS1A
CCT7	PSMC4
CCT7	LCE1A
CCL16	SKP1
CCDC159	SLC38A7
CCDC159	CCT2
CARS	LCE1A
C9orf78	TPRKB
C1QBP	CLPP
C1orf109	MRPL15
C1orf109	LARS2
TIMM29	FDXR
C12orf76	POMP
C12orf65	TFB1M
TWNK	NDUFA4
TWNK	CDAN1
BTF3	USP17L10
BANF1	SNAPC4
BANF1	PES1
BANF1	CCDC159
BAK1	EIF4B
ATPAF2	NDUFS1
ATPAF2	NDUFB3
ATPAF2	NDUFB10
ATP6V1D	RFC4
DMAC2	MRPS11
ATP5PO	MRPL58
ATP5PO	CYCS
ATP5MG	YARS2
ATP5MG	PARS2
ATP5PB	TUFM
ATP5PB	SCO1
ATP5F1B	SSBP1
ATP5F1A	ZNF85
ATP5F1A	POLG
ATP5F1A	NDUFC1
ATP5F1A	HARS2
ATP5F1A	COA7
ATAD5	TRMT6
ASAH2B	SF3B6
ARID3A	WBP1L
ANKRD18A	KRT18
ANAPC4	MOG
ANAPC10	SET
ALX3	ANAPC10
ALG9	DPM3
ALG11	SRRM1
AIDA	COL11A2
AGAP5	HMGN2
ADAT3	HSCB
ABCG1	RIOK2
ABCE1	METTL14
ABCE1	KRT18
ABCE1	COPZ1
AARS2	ISCA1
U2AF1	YARS
TOP3A	ZBTB8OS
TOP3A	USP17L10
TMEM242	UQCRQ
SUPV3L1	TBRG4
SUPT16H	TIPIN
STEAP2	ATP5MD
SPATA5L1	SRFBP1
SNRNP35	ZNF85
SCO2	TUFM
RTFDC1	ZNF559
RPF2	SET
RIPK2	RNF139
RIC1	EIPR1
RFC5	U2AF1
RARRES2	SLC16A5
RABGGTB	RPL35A
RAB1A	SEC23IP
QRSL1	TEFM
QRSL1	TBRG4
PSMC4	WDR33
PSMC1	UBC
PSMB7	PSMC4
PSMB2	UTP6
PSMA5	UTP6
PSMA1	SPDL1
POLR2G	POLR3F
POLR2E	TRAPPC11
POLR1B	TOP3A
POLD1	TBCD
PGS1	TRUB2
PELP1	TTC4
OR5H1	PSMC1
OR4E2	OR8D1
OR2T33	ELOC
OR1J1	OR2T33
OGDH	UQCRB
NUTF2	TRAPPC3
NUMBL	ZNF559
NUF2	YARS
NUCKS1	USP17L10
NUBPL	PNPT1
NPIPA5	PHF5A
NGDN	RANGAP1
NFU1	RMND1
NDUFC1	UQCC1
NDUFAF6	SARS2
NDUFA3	TOMM70
NARS	ELOC
MTPAP	OPA1
MTO1	TARS2
MTG1	SLC25A3
MTG1	NDUFA13
MTERF3	NDUFA13
MRPS35	SLC25A3
MRPS35	RMND1
MRPS33	NDUFAF6
MRPS30	NDUFS7
MRPS25	SDHB
MRPS22	SLC25A51
MRPS21	TXN2
MRPS18B	TEFM
MRPS14	RMND1
MRPS11	OXSM
MRPL57	PUS1
MRPL52	MRPS24
MRPL50	TBRG4
MRPL49	PYURF
MRPL48	RCC1L
MRPL45	NDUFB2
MRPL24	POLG2
MRPL22	TEFM
MRPL22	MRPL53
MRPL1	MTFMT
MRPL18	OXSM
MRPL17	ROMO1
MRPL12	SDHB
MRPL11	NDUFB8
MRGPRE	RRAGD
MOK	SELENOW
MKNK1	RANGAP1
MIS12	PSMA1
MIS12	POMP
MIPEP	SLC30A9
MED7	SRP54
MED10	MED15
MCRS1	PNISR
MCM6	OR1J1
MARS2	TEFM
MAP3K2	TRAF7
MAD2L1	TXNL4B
LTV1	RARS
LSP1	PLEKHG3
LSM6	ZBTB8OS
LSM6	PSMC4
LSM5	OR4C6
LSM10	WDR12
LRPPRC	TEFM
LONP1	PITRM1
LIN52	PPIL2
LIN52	NGDN
LIAS	SLC25A51
LCE3C	MRGPRE
LCE1B	ZBTB4
LCE1A	PSTPIP1
KRTAP10-11	WDR86
KEAP1	TSC1
KCNC3	PSMC1
KARS	KRT18
JAZF1	POU5F1B
IQCE	LMAN2
INTS2	OR7E24
INTS2	MCM6
IMMT	MTFMT
IL12RB2	THEM4
IGSF5	LURAP1L
IDI2	ZNF680
IDH3A	SLC4A7
IARS	PRAMEF17
HNRNPL	UFC1
HNRNPL	NUF2
HNRNPL	LSM10
HMGA1	KLF7
HMBS	NDUFB3
HMBS	MRPL17
HIST2H2AC	NUDT4
HIGD2A	MRPL16
HDAC3	TBL1XR1
HARS	SMC6
HAMP	TRPV3
GYS1	SMU1
GTPBP3	MRPS33
GTPBP10	TAMM41
GTPBP10	SLC30A9
GTF2I	RARRES2
GTF2H4	METTL14
GTF2H3	NGDN
GTF2E2	PNISR
GRSF1	ZBTB11
GRSF1	REXO2
GRASP	REEP2
GOLGA6L6	RIPK3
GOLGA6D	RFC4
GLUL	PRSS50
GINS4	HNRNPL
GFPT1	SDHB
GFM1	NME6
GATC	LETM1
GABPA	SDAD1
FECH	QRSL1
FAM71E1	ZNF720
FAM222A	SMR3B
FAM200B	ZRANB2
ETFB	VPS28
ERH	TIPIN
ERH	PSMA6
ERH	NARS
ERGIC2	OCLM
ERBB3	MIEN1
ERAL1	TXN2
ENPP2	SLC26A7
EIF5B	ZNF680
EIF3I	SRP54
EIF3CL	TUBA3D
EIF3CL	TEX2
EIF2B1	PPIL2
DTYMK	PFAS
DSN1	INTS8
DPPA2	SSBP3
DPPA2	PRSS50
DPH5	SSB
DNLZ	WDR4
DNAJC2	ZCRB1
DNAJC11	MRPL47
DLD	IBA57
DLD	GMPS
DDX55	ORC3
DDX52	ZNF99
DCPS	MRPS12
DAP3	RAD50
CYFIP1	SKP1
CYCS	PNPT1
CYC1	MRPL30
CWC27	OR8D1
CTU1	KTI12
CTDP1	NUF2
CPQ	WDR33
CPQ	NEDD8
COX6A1	NDUFB8
COX5A	NDUFAF3
COX5A	MRPL50
COX19	ISCA2
COX18	NDUFA5
COX16	MRPL1
COX14	NDUFS3
COX14	MRPL34
COX11	MRPS26
COQ6	QRSL1
COQ5	NARS2
COQ4	TBRG4
COQ2	SARS2
COQ2	NARS2
COPS2	PPIL2
COPB2	RPS17
COPB2	CTAGE15
COA5	MRPS30
CNIH4	NBPF11
CLP1	TICAM2
CLP1	ELOC
CLP1	NARS
CHEK1	PSMC1
CENPL	ERCC3
CDC73	TRAPPC3
CDC23	PSMA4
CCT7	TTK
CCT6A	TNFAIP2
CCT6A	DEK
CCNK	SRP9
CCL16	RPF2
CCDC159	PTP4A3
CCDC115	PTPMT1
CARS	TOP1
CARS	LSM6
C9orf78	PRAMEF17
C1orf109	THG1L
C1orf109	EIF6
C12orf76	NEDD8
C12orf65	MRPL17
C12orf65	NDUFAF8
TWNK	HMBS
BTF3	FARSA
BRD9	SUPT20H
BECN1	UVRAG
BANF1	ZNF85
AURKB	WDR33
ATXN10	C7orf26
ATPAF2	MALSU1
ATP6V0D1	TOM1L2
ATP6V0D1	MCRS1
ATP5PO	SCO1
ATP5MG	MRPL55
ATP5MG	COQ2
ATP5PF	NFU1
ATP5PF	MRPS15
ATP5ME	COX19
ATP5PD	TARS2
ATP5F1E	PNPT1
ATP5F1D	PNPT1
ATP5F1B	UQCC2
ATP5F1A	NDUFB9
ATAD5	TATDN1
ARPC2	FGFR1OP2
ARID3A	OR2T33
AQR	POLE
ANAPC1	TUBGCP4
ANAPC1	HNRNPL
ANAPC10	RPL35A
ANAPC10	PSMA6
ANAPC10	CTR9
ANAPC10	CCNK
ALG11	IYD
ALDH3A1	FOXO3
ALAD	DHODH
ALAD	CAD
AIDA	CARS
AHCY	SDHD
AGBL4	OR5K2
AGBL4	DSCR4
AGAP5	SRP68
ADSS	TPK1
ADAT3	TTC4
ADAT3	DPH6
ACTR3	RARS
ACTR10	LSM5
ACOT4	YIF1B
ABCE1	PSMD11
AASDHPPT	MRPL23
WEE1	XRCC5
UMPS	YRDC
UBE2C	UBE2S
TUBA1B	TUBB
TOM1L2	WSCD2
TFG	UBAP1
STRN	TBC1D3H
SRP54	TOP3A
SLC35G6	SNRPG
RPL18	SKP1
RHOG	TRIO
RHEB	UFC1
REXO2	TFB1M
RBM38	THEM6
RARS	UBE2I
RARS2	TBRG4
RARS2	SDHB
RADIL	URGCP
RAB7A	VPS39
PSMA4	TOP3A
PSMA2	RFC5
PRR30	RARRES2
PRAMEF17	SMPD3
PPIE	ZNF85
POTEC	POTEG
POMP	SUPT16H
POLR2E	SNRPF
POLR2E	PRAMEF17
POLG	SPATA5L1
POLD1	TXNL4B
PNISR	PSMC4
PLRG1	SGO1
PLRG1	RGPD4
PHF5A	SPDYE3
PES1	TMA16
PES1	SMR3B
PDCL3	WDR33
PCDH1	SF3B6
OR7D4	USP5
OR7D4	TBC1D3H
OR5H1	PSMB2
OR1J4	TNFAIP2
OR1J4	PSMA1
OR1D2	RFFL
OR10Z1	TRPV3
OR10Z1	SLC7A8
NUMBL	USP39
NUMBL	OR5K2
NUBPL	RPUSD3
NT5C3B	RPL39L
NSF	ZBTB4
NPIPA5	SPDYE1
NPIPA5	SLC35G6
NGRN	TAMM41
NFU1	NSUN4
NDUFS7	RNASEH1
NDUFAF6	PUS1
NCL	RPF2
NBPF11	VN1R2
MTG2	SDHB
MTG1	PTPMT1
MTFMT	NDUFS3
MRPS9	NDUFA9
MRPS6	OPA1
MRPS5	NME6
MRPS30	RMND1
MRPS24	NDUFA4
MRPS21	PDSS1
MRPS15	PET100
MRPS15	NDUFS2
MRPS14	UQCC3
MRPS14	NDUFA13
MRPS12	SLC25A3
MRPL53	SLC25A51
MRPL52	SLC25A26
MRPL52	MRPS10
MRPL49	ZBTB11
MRPL47	UQCC2
MRPL46	MRPL52
MRPL45	NDUFB8
MRPL41	TBRG4
MRPL41	ROMO1
MRPL37	MRPL52
MRPL35	TUFM
MRPL35	NDUFA9
MRPL30	TXN2
MRPL27	MRPL36
MRPL24	MRPL27
MRPL22	SAMM50
MRPL21	OXSM
MRPL1	SCO2
MRPL19	TOMM70
MRPL17	PITRM1
MRPL15	UQCC3
MRPL15	SURF1
MRGPRE	ZNF703
MIS12	PSMB7
MIPEP	PTPMT1
MINOS1	RARS2
MINOS1	MTG1
MED4	RPL35A
MDH2	PDSS2
MDH2	NDUFB6
MDH2	NDUFAF6
MAD2L1	TOP3A
LYZL4	ZNF85
LST1	SULT6B1
LSM5	SPRTN
LSM5	SMR3B
LRRC37A	NAA20
LRPPRC	NDUFA5
LMAN2	SMPD3
LMAN2	LYZL4
LIAS	PDSS1
LCE3C	NSA2
LCE1A	PREB
LCE1A	MCRS1
KCNC3	TSPYL5
IYD	PSMA2
IMPDH2	RPE
IMMT	TXN2
IMMT	MRPS25
IGSF5	KRT18
IFITM2	IMPDH1
HSPA14	TPI1
HSPA14	MALSU1
HMBS	NDUFB4
HMBS	MRPS6
HIGD2A	YARS2
HIGD2A	PDSS2
HIGD2A	MRPL9
HGS	USP8
GTPBP3	MTO1
GTF3C2	TRPV3
GTF2E2	SF3B6
GTF2E2	RPL5
GOLGA6L6	HAUS2
GMPPB	MVK
GINS4	TOM1L2
GFM2	MRPS30
GFM2	MRPL1
GFM2	LIPT1
GFM1	RNASEH1
GEMIN6	ORC4
GBF1	SBNO1
GBF1	NUP155
GAB1	PTPN11
FOXO3	SHMT1
FOXK1	UBALD2
FLCN	VPS33A
FH	SLC25A3
FECH	MTPAP
FDX1	NDUFA11
FARSA	USP39
FAM76B	P2RY6
EXOSC5	NGDN
ETAA1	FANCM
ERH	PSMA2
ERH	MIS12
ERH	MAD2L1
ERCC3	TIMM9
ERAL1	MTFMT
EIF2B1	TUBA1C
ECT2L	SRP54
EARS2	UQCC2
DSCR4	ZNF254
DPH1	MRE11
DOHH	HSPA14
DNAJC17	EIF5B
DNAJC11	POLG
DHPS	ELP1
DEK	TBC1D3H
DDX54	WDR33
DDX54	PPP4C
DDX10	SMR3B
DDX10	ORC3
DCPS	UNC45A
DARS2	MRPS30
DAP3	NDUFS3
CYFIP1	OR5H1
CTNNB1	UBE2Z
CRK	PKN2
COX6B1	MRPS15
COX5A	NDUFA4
COX4I1	NDUFA13
COX15	RMND1
COX14	SARS2
COX11	SARS2
COX10	DLST
COQ7	DHX30
COQ6	NDUFS1
COQ6	MRPS14
COQ5	TUFM
COQ5	POLRMT
COQ4	NME6
COQ2	MTFMT
COG5	SLC10A7
CNN2	GTF2I
CHRND	LCN6
CHGA	GOLGA6L6
CENPN	SUPT16H
CENPN	RFC5
CENPL	NPIPA5
CDC73	RPF2
CDC73	GAPDH
CDAN1	MRPL55
CCT3	PSMA1
CCT3	OR8D1
CCT2	USP39
CCDC84	PPIH
CCDC159	TBC1D3H
CCDC159	REV1
CCDC159	FAM71E1
CARS	SKP1
C7orf50	OR1J1
C7orf50	MINDY2
NDUFAF8	COX6C
RTRAF	VEZT
RTRAF	MRE11
TWNK	TRMT6
TWNK	HSPA14
TWNK	DHPS
BTF3	NUF2
BHLHE41	TDG
AURKB	RARS
AURKB	LRRC37A
ATXN10	MED27
ATXN10	EXOSC9
ATPAF2	SLC25A26
ATP6V1D	SCFD1
ATP6V1C1	MCRS1
DMAC2	MRPL36
DMAC2	GRSF1
ATP5PO	MRM2
ATP5PD	TUFM
ATP5PD	IMMT
ATP5PB	NDUFA3
ATP5PB	MRPL50
ATP5F1E	COX15
ATP5F1E	COQ7
ATP5F1D	NUBPL
ASB4	TRPV3
ASB4	GJA3
AQR	SMU1
AQR	RAD52
AQR	OR7D4
AP4S1	SULT1E1
AP2S1	GART
ANAPC4	MAST2
ANAPC1	UBL5
ANAPC1	KAT8
ANAPC1	CTDP1
ANAPC10	SPDL1
ANAPC10	GALP
ALG1L	PPY
AIDA	NOL11
AHCTF1	ECT2L
AGAP5	LMAN2
ACTR3	RABGGTB
ACTR3	CCT7
ACTR10	HAUS2
ABHD13	MOK
AARS2	DCPS
UQCRC1	RCC1L
UQCC1	UQCR10
TRAPPC3	ZNF202
TIPIN	USP37
TICAM2	ZC3H3
TFRC	TKT
TFAM	TOMM70
TBC1D3H	TIGD1
TAF2	TXNL4B
SUPT16H	VCP
SRP68	SUPT16H
SMR3B	TUBA3D
SMC6	WDR70
SLC7A8	TBCD
SLC39A5	TRPV3
SLC25A26	WDR4
SLC25A25	ZNF85
SKA1	UGT2B11
SH3RF2	SMU1
SDHB	SLC25A3
SCO2	TAMM41
RPS10	WDR70
RPL39L	TBCD
RPL39L	SF3B6
RNF5	RPS2
RNF139	SLC26A7
RFK	SDHC
REV1	ELOC
RBM38	SPAG4
RARS	ZBTB4
RARS	TAF2
RARRES2	ZNF202
RAN	STRN
RAD50	RNASEH2A
PUF60	U2AF1
PTPN1	PTPN2
PSMA2	TAF1A
PREB	SUPT16H
PRAMEF17	SLC39A5
PPP4C	WDR12
PPP4C	SARS2
PPIL2	TTK
PPIE	TOM1L2
PPARGC1B	TPP2
POLR3F	TFIP11
POLR2E	TNFAIP2
POLG2	RMND1
PNISR	RGPD4
PLEKHG3	TOP1
PHF5A	TBC1D3C
PGGT1B	ZNF85
PDCL3	TIMM9
ORC4	UGT2B11
ORC3	USP39
OR6F1	U2AF1
OR5K2	RAD52
OR5H1	UFC1
OR5AS1	RAP1B
OR2T33	UTP6
OR13D1	TPRKB
NUTF2	PSMA6
NUP153	TBCC
NUCB1	SMU1
NUBPL	YARS2
NPM1	RARRES2
NELFCD	TAF1A
NEDD8	YARS
NDUFV2	UQCC1
NDUFS5	UQCC1
NDUFB4	SURF1
NDUFB2	TARS2
NDUFB2	NSUN4
NDUFB10	SURF1
NDUFB10	NSUN4
NDUFAF6	SLC25A51
NDUFAF5	RCC1L
NDUFA10	TUFM
NBEAL1	TRIM49B
NBEAL1	POLR2E
NAMPT	SDHC
N6AMT1	SARS2
MYADM	TUBA3D
