A	B
ATP6AP1	EML2
AAAS	EML2
PSME2	EML2
ACOT8	EML2
COG4	EML2
TMEM205	EML2
GBF1	EML2
PTPN6	EML2
CUL9	EML2
WDR34	EML2
ITGA3	VASP
MAP3K14	VASP
PLAUR	VASP
BID	VASP
TNFRSF1B	VASP
RCN1	VASP
GPC1	VASP
SBNO2	VASP
PFKP	VASP
PKM	VASP
MAP4K4	VASP
ENO1	VASP
GRAMD4	VASP
ITPKC	VASP
PLEKHG2	VASP
PITPNM2	VASP
TSPAN15	VASP
CARD10	VASP
CYB5R3	VASP
ELF4	VASP
PIEZO1	VASP
CD276	VASP
TGFB1	VASP
PLEKHA4	VASP
RAI1	VASP
PITPNM1	VASP
GAPDH	VASP
PPARD	VASP
SLC12A7	VASP
DBN1	VASP
ARHGEF2	VASP
CNN3	VASP
DDX39A	VASP
CDK2	VASP
LRRFIP1	VASP
SH3TC1	VASP
HDAC7	SYMPK
EPN2	SYMPK
MRPL28	SYMPK
MYO9B	SYMPK
TLE5	SYMPK
BTN2A1	SYMPK
PCGF1	SYMPK
CEP89	SYMPK
FAM193A	SYMPK
DNAJC27	GPCPD1
PRPF3	GPCPD1
PTBP2	GPCPD1
EZR	SDCBP2
BAG1	SDCBP2
DNMBP	SDCBP2
ZC3H7A	PANK2
IRF2BPL	FOXA2
MCUB	CD93
GAS7	CD93
PLEKHO1	CD93
PFKP	CD93
PLEKHG2	CD93
APOL1	CD93
RIN3	CD93
RASSF2	CD93
IL27RA	CD93
AHR	CD93
VSIR	CD93
MAP3K8	CD93
MMD	CD93
GALNT18	CD93
ARHGDIB	CD93
SPARC	CD93
DPYSL3	CD93
PDGFRB	CD93
GNB4	CD93
IL18R1	CD93
WIPF1	CD93
CNRIP1	CD93
TGFBI	CD93
GLIPR2	CD93
PDE1B	CD93
EFNB2	CD93
COQ10B	GZF1
AGK	NAPB
INPP4A	NAPB
ZNF76	NAPB
TP53BP1	NAPB
IP6K2	NAPB
IFT80	NAPB
ELP1	NAPB
AP3M2	NAPB
ITGAE	NAPB
RCOR1	NAPB
EFHC1	NAPB
ALG13	NAPB
GAB1	NAPB
PHC1	NAPB
FANCL	NAPB
TIA1	NAPB
ACYP1	NAPB
SUPT7L	NAPB
MSANTD2	NAPB
IFT81	NAPB
CHD6	NAPB
ARAF	CENPB
CIC	CENPB
DNM2	CENPB
SLC25A1	CENPB
CDIPT	CENPB
PPP1R9B	CENPB
ACTR1B	CENPB
WDR55	CENPB
COX10	PSMF1
ELOA	PSMF1
STRAP	PSMF1
STARD7	PSMF1
ZW10	PSMF1
GLG1	PSMF1
MIEF1	PSMF1
BFAR	PSMF1
OSBP	PSMF1
MANSC1	PSMF1
RARS1	PSMF1
SYF2	PSMF1
RRP36	PSMF1
ABCC8	NKX2-2
PAX6	NKX2-2
BAIAP3	NKX2-2
CELSR3	NKX2-2
MAPK8IP2	NKX2-2
SYT7	NKX2-2
SYT13	NKX2-2
PTPRN	NKX2-2
KCNH2	NKX2-2
RASGRF1	NKX2-2
CAMK2B	NKX2-2
RIMBP2	NKX2-2
SNAP91	NKX2-2
GNAO1	NKX2-2
CHGB	NKX2-2
SEZ6L	NKX2-2
CHGA	NKX2-2
NOL4	NKX2-2
SYP	NKX2-2
PCSK1N	NKX2-2
SCG3	NKX2-2
STX1A	NKX2-2
GCK	NKX2-2
PRUNE2	NKX2-2
SH3GL2	NKX2-2
RUNDC3A	NKX2-2
CPE	NKX2-2
CEP126	NKX2-2
QPCT	NKX2-2
TTR	NKX2-2
GRIA2	NKX2-2
GRIA3	NKX2-2
SLC30A9	DTD1
C5orf22	DTD1
EIF2AK1	DTD1
POMT2	RBCK1
TSPAN17	RBCK1
MNT	RBCK1
MAST2	RBCK1
PGS1	RBCK1
FBXL19	RBCK1
PPM1F	RBCK1
CSK	RBCK1
TLE5	RBCK1
NUMBL	RBCK1
MIER2	RBCK1
ATN1	RBCK1
BTN2A1	RBCK1
TRIP10	RBCK1
REV3L	TMX4
ATP6V1H	TMX4
SNX29	TMX4
ATP2B1	TMX4
HACD3	TMX4
SMARCA2	TMX4
BZW1	TMX4
GSK3B	TMX4
LYRM2	TMX4
SLC25A24	TMX4
OSBPL8	TMX4
MAPK1	TMX4
RAB11A	TMX4
RAB2A	TMX4
ASAH1	TMX4
CPD	TMX4
RNF141	TMX4
ACAP2	TMX4
TSNAX	TMX4
VAMP7	TMX4
UPF1	STK35
TPD52L2	STK35
DNAJC5	STK35
MANBAL	STK35
PIAS4	STK35
ADPRHL2	STK35
ITPKC	SNRPB
TSPO	SNRPB
ELL	SNRPB
SLC9A3R1	SNRPB
ZBTB47	SNRPB
EIF4G1	SNRPB
ITGA3	NRSN2
PCBP4	NRSN2
PITPNM2	NRSN2
FBXL19	NRSN2
CARD10	NRSN2
RAB36	NRSN2
RAI1	NRSN2
PITPNM1	NRSN2
TMEM54	NRSN2
SH3TC1	NRSN2
AP1B1	AP5S1
TGFB2	BMP2
SPAG1	BMP2
NCBP3	ZNF133
PPP1R13B	ZNF133
PICK1	ZNF133
ARHGEF7	ZNF133
IFT43	ZNF133
BIRC3	FLRT3
LAMC2	FLRT3
EDN1	FLRT3
ICAM1	FLRT3
TGFB2	FLRT3
WWC1	FLRT3
IRF1	FLRT3
MTMR7	PCSK2
ARX	PCSK2
ABCC8	PCSK2
PAX6	PCSK2
CACNA2D2	PCSK2
BAIAP3	PCSK2
CELSR3	PCSK2
SYT7	PCSK2
ISL1	PCSK2
CNTN1	PCSK2
SYT13	PCSK2
PTPRN	PCSK2
KCNH2	PCSK2
RASGRF1	PCSK2
CAMK2B	PCSK2
RIMBP2	PCSK2
SNAP91	PCSK2
GNAO1	PCSK2
CHGB	PCSK2
SEZ6L	PCSK2
SEPTIN3	PCSK2
CHGA	PCSK2
NOL4	PCSK2
SYP	PCSK2
SCG3	PCSK2
STMN2	PCSK2
GCK	PCSK2
PRUNE2	PCSK2
SH3GL2	PCSK2
RUNDC3A	PCSK2
RGS9	PCSK2
MAPK10	PCSK2
CPE	PCSK2
CEP126	PCSK2
GCG	PCSK2
QPCT	PCSK2
TTR	PCSK2
GRIA2	PCSK2
IQSEC3	PCSK2
GRIA3	PCSK2
NKX2-2	PCSK2
SEC62	DSTN
UBR7	DSTN
HEBP1	DSTN
UFL1	DSTN
SLC30A9	DSTN
SEC63	DSTN
RFC1	DSTN
PIK3CB	DSTN
FECH	DSTN
SRBD1	DSTN
NEBL	DSTN
C5orf22	DSTN
RNF13	DSTN
EIF2AK1	DSTN
TXNDC16	DSTN
ATRN	DSTN
TXNL1	DSTN
SCFD1	DSTN
TMEM14A	DSTN
ATG4A	DSTN
RAB2A	DSTN
MANBA	DSTN
ELP4	DSTN
ASF1A	DSTN
NNT	DSTN
SNX4	DSTN
LANCL1	DSTN
SCP2	DSTN
ACADM	DSTN
FBXL5	DSTN
HSDL2	DSTN
PCMT1	DSTN
VAMP7	DSTN
ATG4C	DSTN
PAF1	SNRPB2
NUP98	SNRPB2
RBM5	TBC1D20
AGK	TBC1D20
ZNF76	TBC1D20
SRRT	TBC1D20
PGS1	TBC1D20
PABPN1	TBC1D20
CDK5RAP1	TBC1D20
ARHGEF7	TBC1D20
PTOV1	TBC1D20
NSD2	TBC1D20
ZBTB17	TBC1D20
ABCD4	TBC1D20
TARDBP	TBC1D20
ZNF133	TBC1D20
BRD9	ITPA
STXBP2	ITPA
TRIP6	ITPA
MED15	ITPA
DMAC2	ITPA
KXD1	ITPA
EFTUD2	ITPA
GTF3C2	ITPA
COQ8B	ITPA
MLXIPL	TMEM74B
GIPR	TMEM74B
PSD	TMEM74B
PDZD4	TMEM74B
CRMP1	TMEM74B
MAPRE3	TMEM74B
HSD17B14	TMEM74B
ARVCF	TMEM74B
MAST1	TMEM74B
NPDC1	TMEM74B
RUNDC3A	TMEM74B
ENO2	TMEM74B
PYROXD2	TMEM74B
TMEM132A	FAM110A
NCDN	FAM110A
PAFAH1B3	FAM110A
TRADD	MRPS26
CCDC61	MRPS26
SLC66A2	MRPS26
FAM136A	NCLN
FAM3A	NCLN
GRAMD1A	NCLN
ATP5F1D	NCLN
GMEB2	NCLN
PYCR3	NCLN
DVL1	NCLN
SYNGR2	NCLN
EIF2B4	NCLN
DCAF4	NCLN
CLPP	NCLN
ACSL4	HNRNPR
EIF2B3	HNRNPR
MRPL22	HNRNPR
HIF1A	HNRNPR
SEC23A	HNRNPR
PGK1	HNRNPR
CTSC	HNRNPR
GAPDH	HNRNPR
CNN3	HNRNPR
RHOQ	HNRNPR
INPP4A	MAX
U2AF2	MAX
ITGAE	MAX
MAST2	MAX
FKBP3	MAX
RBM23	MAX
PABPN1	MAX
UQCC1	MAX
ARHGEF7	MAX
STK38	MAX
NEK9	MAX
IFT43	MAX
SUPT7L	MAX
DPM1	ARMCX5
MON2	ARMCX5
SRP54	ARMCX5
DCAF11	ARMCX5
VPS29	ARMCX5
NIT2	ARMCX5
UFM1	ARMCX5
AMOTL2	MMP24
SPPL2B	NECAB3
TRMT2A	NECAB3
PPIL2	NECAB3
DNAJC4	NECAB3
FAHD2A	NECAB3
MOGS	NECAB3
TOM1	RALY
UBTF	RALY
RAB35	RALY
CENPB	RALY
WDR1	DYNLRB1
PIGS	DYNLRB1
CTSZ	DYNLRB1
APMAP	DYNLRB1
UHRF1BP1	EIF2S2
GNPNAT1	EIF2S2
SLC38A1	EIF2S2
EIPR1	ERGIC3
ATP5F1E	ERGIC3
PDIA5	ROMO1
SIRT2	CEP250
CDK5RAP1	CEP250
TAF1C	CEP250
STX10	CEP250
TRIM3	CEP250
ELMOD3	CEP250
MXD4	CEP250
ZNF133	CEP250
EXTL3	PLAGL2
PHF23	PLAGL2
UNG	PLAGL2
TXLNA	PLAGL2
ZNF574	PLAGL2
GEMIN8	KDM5C
CDKL5	AMOT
MAOB	AMOT
PLD1	AMOT
RUNX1T1	AMOT
NDRG3	AMOT
CPQ	AMOT
NCALD	AMOT
CAV1	AMOT
ANKMY2	AMOT
MAPK10	AMOT
SOX6	AMOT
STMN1	AMOT
PLXDC2	AMOT
SCPEP1	AMOT
TRERF1	AMOT
TOM1	TMEM115
GIT1	TMEM115
AIP	TMEM115
ZNF205	TMEM115
AQR	PSMB2
STARD7	PSMB2
APMAP	PSMB2
GSR	PSMB2
KDELR1	PSMB2
MRPS27	PSMB2
TCTN3	PSMB2
AGK	AGO3
TP53BP1	AGO3
EED	AGO3
CBFA2T2	AGO3
NSD2	AGO3
MAX	AGO3
GRN	UROD
KDM4A	UROD
ATP6AP1	UROD
ZFYVE26	UROD
MCOLN1	UROD
DHX35	UROD
ACOT8	UROD
SLC38A7	UROD
AP1S1	UROD
HMGN3	UROD
ERGIC3	UROD
BLVRB	TMEM53
MCM5	TMEM53
SNX8	TMEM53
MVK	TMEM53
CCND3	TMEM53
HEATR5B	HECTD3
DEF6	HECTD3
CTDP1	HECTD3
PRKCZ	HECTD3
TTC7A	HECTD3
CSNK2A2	HECTD3
ZZEF1	HECTD3
SLC25A3	HECTD3
ZNF324	HECTD3
BLVRB	HECTD3
GLG1	HECTD3
PES1	HECTD3
RTCB	HECTD3
SUN2	HECTD3
APEX1	HECTD3
UBL4A	HECTD3
ELMO3	HECTD3
BCKDK	HECTD3
R3HCC1	HECTD3
YJU2	HECTD3
SNX8	HECTD3
SUPT6H	HECTD3
ATG2A	HECTD3
MAPKAPK3	HECTD3
ACTR1B	HECTD3
PPM1G	HECTD3
MRPL37	HECTD3
LAMTOR2	HECTD3
RPS6KA1	HECTD3
PEX16	HECTD3
ACADS	HECTD3
DDX54	HECTD3
XPO5	HECTD3
MIF4GD	HECTD3
CHCHD5	HECTD3
CLPP	HECTD3
NDUFAF7	KLC1
ZC3H11A	KLC1
U2AF2	KLC1
SUGP2	KLC1
ZNF76	KLC1
IP6K2	KLC1
ITGAE	KLC1
MAPRE3	KLC1
MAST2	KLC1
SRRT	KLC1
PGS1	KLC1
HNRNPH3	KLC1
PICK1	KLC1
SDR39U1	KLC1
ACIN1	KLC1
NSD2	KLC1
PRPF40B	KLC1
ATN1	KLC1
KANSL3	KLC1
ELMOD3	KLC1
SRSF7	KLC1
AMPD2	KLC1
SUPT7L	KLC1
ARAP3	KLC1
TARDBP	KLC1
AGO3	KLC1
IP6K2	XRCC3
GBA2	XRCC3
SCARF1	XRCC3
MOK	XRCC3
ITGAE	XRCC3
SRRT	XRCC3
PGS1	XRCC3
PICK1	XRCC3
CDK5RAP1	XRCC3
IKBKB	XRCC3
PRPF40B	XRCC3
KANSL3	XRCC3
S100PBP	XRCC3
ZSCAN18	XRCC3
ZNF211	XRCC3
PLCG1	XRCC3
PKD1	MCF2L
NISCH	MCF2L
AKAP8L	MCF2L
FLT4	MCF2L
TNK2	MCF2L
TIE1	MCF2L
SCARF1	MCF2L
MAPRE3	MCF2L
NAT14	MCF2L
GRK3	MCF2L
NFATC4	MCF2L
NINL	MCF2L
NME3	MCF2L
NOVA2	MCF2L
NUMBL	MCF2L
DENND3	MCF2L
PLPPR2	MCF2L
ARRDC2	MCF2L
CLDN15	MCF2L
ENG	MCF2L
ENO2	MCF2L
TFEB	MCF2L
ARAP3	MCF2L
ZSCAN18	MCF2L
ZNF211	MCF2L
PLCG1	MCF2L
KLC1	MCF2L
ARX	F10
CACNA2D2	F10
CELSR3	F10
CNTN1	F10
KCNH2	F10
RIMBP2	F10
FAP	F10
PGR	F10
HSD17B14	F10
GNAO1	F10
CHGB	F10
SMIM24	F10
SEZ6L	F10
CHGA	F10
CLIP3	F10
PRUNE2	F10
RUNDC3A	F10
MAPK10	F10
CPE	F10
CEP126	F10
QPCT	F10
TTR	F10
IQSEC3	F10
GRIA3	F10
PCSK2	F10
BCLAF1	PCID2
DNAJB6	PCID2
NUFIP2	PCID2
ATL2	PCID2
SRSF6	PCID2
EHD2	LRFN3
FBXL15	LRFN3
FAM110A	LRFN3
LYPLA2	CAPNS1
GPC1	CAPNS1
WDR1	CAPNS1
PIGS	CAPNS1
GPI	CAPNS1
MRPL4	CAPNS1
PDLIM1	CAPNS1
ACOT9	CAPNS1
BICRA	RBM42
PPP1R37	RBM42
PARD6A	KIRREL2
HPN	KIRREL2
CYP27B1	KIRREL2
ENKD1	KIRREL2
ELOA	UBA2
CUL3	UBA2
FAM120A	UBA2
KARS1	UBA2
TNPO1	UBA2
SPTLC1	UBA2
HECTD1	UBA2
NUP50	UBA2
SNAP29	UBA2
BCL2L13	UBA2
PRELID3B	UBA2
STK24	UBA2
TMEM87A	UBA2
PMPCB	UBA2
TMEM248	UBA2
GTF2H1	UBA2
PRDM4	UBA2
GOLPH3	UBA2
CSNK1A1	UBA2
TCP1	UBA2
KIAA1191	UBA2
CNOT1	UBA2
ABCC8	FFAR1
PAX6	FFAR1
CACNA2D2	FFAR1
CELSR3	FFAR1
SYT7	FFAR1
ISL1	FFAR1
SYT13	FFAR1
PTPRN	FFAR1
KCNH2	FFAR1
RASGRF1	FFAR1
CAMK2B	FFAR1
RIMBP2	FFAR1
SNAP91	FFAR1
GNAO1	FFAR1
KCNK16	FFAR1
CABP7	FFAR1
CHGA	FFAR1
NOL4	FFAR1
SCG3	FFAR1
STX1A	FFAR1
GCK	FFAR1
PRUNE2	FFAR1
SH3GL2	FFAR1
RUNDC3A	FFAR1
BMP5	FFAR1
QPCT	FFAR1
RGS4	FFAR1
GRIA2	FFAR1
GRM4	FFAR1
GRIA3	FFAR1
NKX2-2	FFAR1
PCSK2	FFAR1
ERCC1	COX6B1
RNH1	COX6B1
SDF4	COX6B1
PQBP1	COX6B1
FBL	COX6B1
STK16	COX6B1
PFDN5	COX6B1
PHLDB1	THRA
SLC45A4	THRA
ACACB	THRA
MARCHF2	THRA
DHRS7	THRA
PORCN	THRA
ECH1	THRA
ETFB	THRA
PRKAG2	THRA
MANBA	THRA
BAIAP2L1	FRMD8
ARHGEF5	FRMD8
OGFR	FRMD8
DGKA	FRMD8
TTC7A	FRMD8
CIC	FRMD8
ACOX3	FRMD8
GTPBP1	FRMD8
SBF1	FRMD8
TTLL12	FRMD8
KIAA0930	FRMD8
TELO2	FRMD8
WDR13	FRMD8
FBXO31	FRMD8
BCKDK	FRMD8
EIF3B	FRMD8
BAG1	FRMD8
SHB	FRMD8
DVL1	FRMD8
DNMBP	FRMD8
PITRM1	FRMD8
CYTH1	FRMD8
ATG2A	FRMD8
CCDC86	FRMD8
LTBR	FRMD8
DUSP22	FRMD8
ZBTB47	FRMD8
EIF2B4	FRMD8
MAD2L2	FRMD8
MIIP	FRMD8
MRPS2	FRMD8
ADGRE5	FRMD8
SDF4	PRDX5
MLF2	PRDX5
PLOD3	PRDX5
RNF167	PRDX5
COPS7A	PRDX5
SCAMP3	PRDX5
ATP5F1D	BCL2L12
MPG	BCL2L12
ABHD11	BCL2L12
TUSC2	BCL2L12
NDUFAF7	IRF3
EPN2	IRF3
LLGL2	IRF3
USP40	IRF3
ACTR5	IRF3
HSF4	IRF3
DPH1	IRF3
ING4	IRF3
BRD8	IRF3
FAAH	IRF3
NCDN	PRMT1
MNT	PRMT1
JMJD6	PRMT1
MBD3	PRMT1
PVR	PRMT1
SMARCD3	PRMT1
CNOT3	PRMT1
KCTD17	PRMT1
RNF24	PRMT1
NOP2	PRMT1
SRSF7	PRMT1
ARHGEF2	PRMT1
IVNS1ABP	PRMT1
IFT43	PRMT1
SUPT7L	PRMT1
HNRNPA2B1	PRMT1
MBOAT7	PRMT1
NFIX	RRAS
GRN	RRAS
ENTPD2	RRAS
EPB41L1	RRAS
ARHGAP4	RRAS
EFNB1	RRAS
NLRP1	RRAS
HDAC6	RRAS
PAPLN	RRAS
VSIR	RRAS
ARHGDIB	RRAS
ITGB1BP1	RRAS
IFI27L2	RRAS
AHNAK	RRAS
SLC25A23	RRAS
RTN2	RRAS
RPUSD1	PRRG2
TP53I3	PRRG2
UBTF	SCAF1
PFN1	SCAF1
SLC25A11	SCAF1
PPP1R9B	SCAF1
ADGRL1	PRR12
ANO8	PRR12
NME4	PRR12
ERCC2	PRR12
SIPA1L3	PRR12
STK11	PRR12
RAD52	FLRT1
MVP	ASL
H6PD	ASL
TTC7A	ASL
SLC25A3	ASL
STXBP2	ASL
TINF2	ASL
PES1	ASL
PITRM1	ASL
CYTH1	ASL
MIIP	ASL
SNRPB	ASL
SEC62	SBDS
RB1CC1	SBDS
UBR2	SBDS
CCDC28A	SBDS
SEC63	SBDS
CUL3	SBDS
GDI2	SBDS
KARS1	SBDS
PPP2R5A	SBDS
RORA	SBDS
CSNK2A2	SBDS
CLNS1A	SBDS
C5orf22	SBDS
TXNL1	SBDS
PSMD5	SBDS
SNAP29	SBDS
PIGH	SBDS
CINP	SBDS
RIOK3	SBDS
MOSPD1	SBDS
EMD	SBDS
FNDC3A	SBDS
BFAR	SBDS
ZFAND1	SBDS
MRPL32	SBDS
BAG1	SBDS
DDX50	SBDS
GLRX3	SBDS
DHX40	SBDS
UFSP2	SBDS
ZPR1	SBDS
METAP2	SBDS
HBS1L	SBDS
CEBPZ	SBDS
PRDX6	SBDS
FBXL5	SBDS
CCNI	SBDS
RAD23B	SBDS
TCP1	SBDS
PPP3CC	SBDS
PYROXD1	SBDS
TBC1D15	SBDS
HERPUD2	SBDS
H6PD	STAT5A
CS	STAT5A
PDLIM1	STAT5A
PEX16	STAT5A
FUCA2	BECN1
IFT57	BECN1
SARS1	TRAP1
MRTO4	TRAP1
PRSS22	GLIS2
ITGA3	GLIS2
TMEM132A	GLIS2
TYMP	GLIS2
SBNO2	GLIS2
PFKP	GLIS2
TNFRSF1A	GLIS2
TRIB2	GLIS2
IL4R	GLIS2
TTC39A	GLIS2
SH3BP2	GLIS2
PITPNM2	GLIS2
TSPAN15	GLIS2
CARD10	GLIS2
KIAA0930	GLIS2
RNF24	GLIS2
MID1	GLIS2
ELF4	GLIS2
RAI1	GLIS2
PITPNM1	GLIS2
PLXNA1	GLIS2
FNDC4	GLIS2
CLIP4	GLIS2
RNF19B	GLIS2
CNN3	GLIS2
MBOAT7	GLIS2
ZC3H15	NSRP1
WDR75	NSRP1
PHF3	NSRP1
RAB11A	DNAJC8
KCTD10	DNAJC8
MACROH2A1	DNAJC8
GOT2	DNAJC8
PLXND1	AHDC1
PRDM11	AHDC1
ITPR3	AHDC1
SYDE1	AHDC1
TNS2	AHDC1
MAP7D1	AHDC1
TRIM14	IFI6
DELE1	EMG1
NDUFAB1	UXT
MRPS33	UXT
TBC1D25	ELK1
ABL1	ELK1
TPD52L2	ELK1
COMT	TIMM17B
DNAL4	TIMM17B
TRADD	TIMM17B
ACD	TIMM17B
AKT2	TIMM17B
MFSD10	TIMM17B
INPP4A	PCNX4
ACIN1	PCNX4
ARHGEF7	PCNX4
PRPF4B	PCNX4
NEK9	PCNX4
BAZ2B	PCNX4
TRIT1	ATG14
GSTO2	ATG14
KIF22	ATG14
DDHD2	ATG14
WSB1	ATG14
LPXN	ATG14
VPS29	ATG14
NIT2	ATG14
DMAC2L	ATG14
FAM120A	KTN1
QSER1	KTN1
PRELID3B	KTN1
HINT3	KTN1
NEK4	KTN1
PPP6C	KTN1
NAA50	KTN1
SEMA3F	RHOJ
CDK17	RHOJ
TLE2	RHOJ
NOTCH3	RHOJ
MGLL	RHOJ
PPP1R12B	RHOJ
SMAD7	RHOJ
RASL12	RHOJ
NOVA2	RHOJ
PLEKHA4	RHOJ
JAK3	RHOJ
ENG	RHOJ
CLEC2B	RHOJ
SMAD9	RHOJ
TBX2	RHOJ
PDE1B	RHOJ
AGK	ZBTB1
INPP4A	ZBTB1
EED	ZBTB1
OPHN1	ZBTB1
ZNF506	ZBTB1
ANKRD10	ZBTB1
ARHGEF7	ZBTB1
WDR59	ZBTB1
CARD8	ZBTB1
ZKSCAN1	ZBTB1
EZH1	ZBTB1
DCUN1D4	ZBTB1
GAB1	ZBTB1
FANCL	ZBTB1
ORC4	ZBTB1
CCDC93	ZBTB1
NAPB	ZBTB1
ELOA	TRMT5
NUB1	TRMT5
NSMAF	TRMT5
FAM120A	TRMT5
KARS1	TRMT5
RRN3	TRMT5
GRPEL1	TRMT5
ZPR1	TRMT5
WDR75	TRMT5
CEBPZ	TRMT5
ABITRAM	TRMT5
COPS5	TRMT5
TTF1	TRMT5
DSG2	SGPP1
CHMP2B	SGPP1
NDFIP2	SGPP1
CTBS	SGPP1
SLC35A3	SGPP1
CCDC91	SGPP1
PARP12	PLEKHG3
DLGAP4	PLEKHG3
MYRF	PLEKHG3
HLTF	RHOT1
PTPN4	RHOT1
TRPM7	RHOT1
MFSD11	RHOT1
TNRC6B	RHOT1
ASAH1	RHOT1
CREBL2	RHOT1
KAT2B	RHOT1
TMEM59	RHOT1
RCN2	RHOT1
LAS1L	NUP214
ZNF275	NUP214
XAB2	NUP214
MAVS	NUP214
ANAPC5	NUP214
DDX24	NUP214
GLG1	NUP214
SUN2	NUP214
SAMM50	NUP214
UBL4A	NUP214
SNX8	NUP214
CASC3	NUP214
ATG2A	NUP214
RARS1	NUP214
STK16	NUP214
SYF2	NUP214
NUP43	NUP214
PEX16	NUP214
OBSL1	NUP214
TTC7A	SLC10A3
KIF22	SLC10A3
CDC34	SLC10A3
SLC25A1	SLC10A3
SUN2	SLC10A3
MCAT	SLC10A3
PIGH	SLC10A3
PLP2	SLC10A3
EMD	SLC10A3
FBXO31	SLC10A3
BFAR	SLC10A3
CDIPT	SLC10A3
BCKDK	SLC10A3
YJU2	SLC10A3
POLR2I	SLC10A3
SNX8	SLC10A3
MOSPD3	SLC10A3
ATG2A	SLC10A3
ACTR1B	SLC10A3
CNPPD1	SLC10A3
MRPL37	SLC10A3
ACADS	SLC10A3
DDX54	SLC10A3
ADGRE5	SLC10A3
OBSL1	SLC10A3
CHCHD5	SLC10A3
HECTD3	SLC10A3
RPS20	MAP2K2
ELMO3	MAP2K2
NOP53	MAP2K2
RBBP8	HNRNPH2
C1QBP	HNRNPH2
BRIX1	HNRNPH2
PRDX1	HNRNPH2
KDSR	HNRNPH2
CDKL5	ARMCX1
HFE	ARMCX1
CDC14B	ARMCX1
WASHC3	ARMCX1
ST7	CANX
POLR3B	CANX
UFL1	CANX
SLC39A9	CANX
MCUR1	CANX
ALDH18A1	CANX
EIF4B	CANX
SRBD1	CANX
PABPC1	CANX
ACAT1	CANX
CADPS2	CANX
ATP8B1	CANX
ATRN	CANX
FH	CANX
SCFD1	CANX
NANS	CANX
EIF3L	CANX
ACO2	CANX
MTHFD1	CANX
ATG4A	CANX
FNDC3A	CANX
EIF3E	CANX
TSPAN13	CANX
SEC61B	CANX
LRRC59	CANX
MLEC	CANX
RWDD1	CANX
SEC24A	CANX
SPCS1	CANX
EEF1B2	CANX
EDEM3	CANX
UAP1	CANX
UFM1	CANX
ALG5	CANX
CLCC1	CANX
RPL5	CANX
ARFGEF2	CANX
HDHD5	INTS11
EPN2	INTS11
LLGL2	INTS11
SLC35C2	INTS11
HSF4	INTS11
WDR83OS	INTS11
PCGF1	INTS11
FAAH	INTS11
NT5C	INTS11
STAG3	FGD3
SEMA6A	FGD3
CCDC198	FGD3
GABRE	FGD3
CTSH	FGD3
EPHB6	FGD3
PYROXD2	FGD3
PLEKHG3	HIVEP3
GGCT	PPCS
UBR7	PPCS
TTC27	PPCS
CCDC28A	PPCS
CTPS2	PPCS
ZW10	PPCS
RTRAF	PPCS
TXNL1	PPCS
EIF4H	PPCS
DDX50	PPCS
MRPL51	PPCS
RARS1	PPCS
SYF2	PPCS
NUP43	PPCS
USE1	COX7C
FBL	COX7C
SEMA3F	TRAF2
TMEM132A	TRAF2
NCDN	TRAF2
GUCY1B1	TRAF2
PFKP	TRAF2
TP53BP1	TRAF2
MNT	TRAF2
MBD3	TRAF2
FXYD5	TRAF2
MZF1	TRAF2
FBXL19	TRAF2
KCTD17	TRAF2
MIER2	TRAF2
PLEKHA4	TRAF2
JAK3	TRAF2
DNAJB6	TRAF2
NAT9	TRAF2
MDK	TRAF2
DBN1	TRAF2
PLXNA1	TRAF2
SLC4A3	TRAF2
AMPD2	TRAF2
ARHGEF2	TRAF2
KPTN	TRAF2
SUPT7L	TRAF2
TMEM54	TRAF2
PRMT1	TRAF2
REX1BD	ABHD8
METRN	ABHD8
SLC45A4	ATP13A4
C6	ATP13A4
FGFR2	ATP13A4
PLD1	ATP13A4
CTTNBP2	ATP13A4
CTSH	ATP13A4
CA2	ATP13A4
SCNN1A	ATP13A4
SFRP5	ATP13A4
RUFY3	HELB
PVR	HELB
TNFAIP1	HELB
VEZT	RAP1B
RAI14	RAP1B
NCKAP1	RAP1B
TAF2	RAP1B
UBE2K	RAP1B
NCOA1	RAP1B
EPS15	RAP1B
LRRFIP2	RAP1B
SMS	RAP1B
KLHL2	RAP1B
EIF4G2	RAP1B
CLINT1	RAP1B
ARMC8	RAP1B
DR1	RAP1B
RNF11	RAP1B
LPGAT1	RAP1B
RAB22A	RAP1B
MAOB	TSPAN8
PLD1	TSPAN8
CTTNBP2	TSPAN8
CA2	TSPAN8
PLA2G4A	TSPAN8
AMOT	TSPAN8
ATP13A4	TSPAN8
STX7	RAB3IP
RIC8B	RAB3IP
STRN	RAB3IP
PKD2	RAB3IP
BICC1	RAB3IP
FHL1	PTPRB
TMCC3	PTPRB
MYLK	PTPRB
CYBRD1	PTPRB
RAPGEF3	PTPRB
SORBS1	PTPRB
SASH1	PTPRB
FARP2	DYRK2
STAU2	DYRK2
WNK1	DYRK2
DIP2B	DYRK2
NEDD4	DYRK2
AP4E1	DYRK2
RCOR1	DYRK2
ARHGAP5	DYRK2
NUFIP2	DYRK2
CBL	DYRK2
QKI	DYRK2
BBX	DYRK2
PAPOLG	DYRK2
CAMSAP2	DYRK2
FBXO30	DYRK2
RAP2A	DYRK2
MBTPS2	YEATS4
UFL1	YEATS4
SEC63	YEATS4
