V1	V2
CEP72	YWHAE
CEP72	YWHAG
CEP76	CEP78
CEP76	CETN2
CEP76	CKAP5
CEP76	CLASP1
CEP76	CNTRL
CEP76	CSNK1D
CEP76	CSNK1E
CEP76	DCTN1
CEP76	DCTN2
CEP76	DCTN3
CEP76	DYNC1H1
CEP76	DYNC1I2
CEP76	DYNLL1
CEP76	FGFR1OP
CEP76	HAUS1
CEP76	HAUS2
CEP76	HAUS3
CEP76	HAUS4
CEP76	HAUS5
CEP76	HAUS6
CEP76	HAUS7
CEP76	HAUS8
CEP76	HSP90AA1
CEP76	MAPRE1
CEP76	NDE1
CEP76	NEDD1
CEP76	NEK2
CEP76	NINL
CEP76	ODF2
CEP76	OFD1
CEP76	PAFAH1B1
CEP76	PCM1
CEP76	PCNT
CEP76	PLK1
CEP76	PLK4
CEP76	PPP2R1A
CEP76	PRKACA
CEP76	PRKAR2B
CEP76	SDCCAG8
CEP76	SFI1
CEP76	SSNA1
CEP76	TUBA1A
CEP76	TUBA4A
CEP76	TUBB
CEP76	TUBB4A
CEP76	TUBB4B
CEP76	TUBG1
CEP76	YWHAE
CEP76	YWHAG
CEP78	CETN2
CEP78	CKAP5
CEP78	CLASP1
CEP78	CNTRL
CEP78	CSNK1D
CEP78	CSNK1E
CEP78	DCTN1
CEP78	DCTN2
CEP78	DCTN3
CEP78	DYNC1H1
CEP78	DYNC1I2
CEP78	DYNLL1
CEP78	FGFR1OP
CEP78	HAUS1
CEP78	HAUS2
CEP78	HAUS3
CEP78	HAUS4
CEP78	HAUS5
CEP78	HAUS6
CEP78	HAUS7
CEP78	HAUS8
CEP78	HSP90AA1
CEP78	MAPRE1
CEP78	NDE1
CEP78	NEDD1
CEP78	NEK2
CEP78	NINL
CEP78	ODF2
CEP78	OFD1
CEP78	PAFAH1B1
CEP78	PCM1
CEP78	PCNT
CEP78	PLK1
CEP78	PLK4
CEP78	PPP2R1A
CEP78	PRKACA
CEP78	PRKAR2B
CEP78	SDCCAG8
CEP78	SFI1
CEP78	SSNA1
CEP78	TUBA1A
CEP78	TUBA4A
CEP78	TUBB
CEP78	TUBB4A
CEP78	TUBB4B
CEP78	TUBG1
CEP78	YWHAE
CEP78	YWHAG
CETN2	CKAP5
CETN2	CLASP1
CETN2	CNTRL
CETN2	CSNK1D
CETN2	CSNK1E
CETN2	DCTN1
CETN2	DCTN2
CETN2	DCTN3
CETN2	DYNC1H1
CETN2	DYNC1I2
CETN2	DYNLL1
CETN2	FGFR1OP
CETN2	HAUS1
CETN2	HAUS2
CETN2	HAUS3
CETN2	HAUS4
CETN2	HAUS5
CETN2	HAUS6
CETN2	HAUS7
CETN2	HAUS8
CETN2	HSP90AA1
CETN2	MAPRE1
CETN2	NDE1
CETN2	NEDD1
CETN2	NEK2
CETN2	NINL
CETN2	ODF2
CETN2	OFD1
CETN2	PAFAH1B1
CETN2	PCM1
CETN2	PCNT
CETN2	PLK1
CETN2	PLK4
CETN2	PPP2R1A
CETN2	PRKACA
CETN2	PRKAR2B
CETN2	RAD23A
CETN2	RAD23B
CETN2	SDCCAG8
CETN2	SFI1
CETN2	SSNA1
CETN2	TUBA1A
CETN2	TUBA4A
CETN2	TUBB
CETN2	TUBB4A
CETN2	TUBB4B
CETN2	TUBG1
CETN2	XPC
CETN2	YWHAE
CETN2	YWHAG
CFL1	FYN
CFL1	LIMK1
CFL1	LIMK2
CFL1	MYH9
CFL1	PAK1
CFL1	PAK2
CFL1	PPIA
CFL1	PTK2
CFL1	RAC1
CFL1	RHOA
CFL1	ROCK2
CFL1	SOD1
CFL1	WASL
CFLAR	CRMA
CFLAR	FADD
CFLAR	FAS
CFLAR	FASLG
CFLAR	RIPK1
CFLAR	SPI-2
CFLAR	TNFRSF10A
CFLAR	TNFRSF10B
CFLAR	TNFSF10
CFLAR	TRADD
CFLAR	TRAF2
CFTR	PSMA1
CFTR	PSMA2
CFTR	PSMA3
CFTR	PSMA4
CFTR	PSMA5
CFTR	PSMA6
CFTR	PSMA7
CFTR	PSMA8
CFTR	PSMB1
CFTR	PSMB10
CFTR	PSMB11
CFTR	PSMB2
CFTR	PSMB3
CFTR	PSMB4
CFTR	PSMB5
CFTR	PSMB6
CFTR	PSMB7
CFTR	PSMB8
CFTR	PSMB9
CFTR	PSMC1
CFTR	PSMC2
CFTR	PSMC3
CFTR	PSMC4
CFTR	PSMC5
CFTR	PSMC6
CFTR	PSMD1
CFTR	PSMD10
CFTR	PSMD11
CFTR	PSMD12
CFTR	PSMD13
CFTR	PSMD14
CFTR	PSMD2
CFTR	PSMD3
CFTR	PSMD4
CFTR	PSMD5
CFTR	PSMD6
CFTR	PSMD7
CFTR	PSMD8
CFTR	PSMD9
CFTR	PSME1
CFTR	PSME2
CFTR	PSME3
CFTR	PSME4
CFTR	PSMF1
CFTR	RPS27A
CFTR	SEM1
CFTR	UBA52
CFTR	UBB
CFTR	UBC
CGA	CGB3
CGA	FSHB
CGA	LHB
CGA	POMC
CGA	TSHB
CHCHD3	HSPA9
CHCHD3	MTX1
CHCHD3	MTX2
CHCHD3	SAMM50
CHD3	CHD4
CHD3	EHMT2
CHD3	EP300
CHD3	GATAD2A
CHD3	GATAD2B
CHD3	HDAC1
CHD3	HDAC2
CHD3	HIST1H2AB
CHD3	HIST1H2AC
CHD3	HIST1H2AD
CHD3	HIST1H2AJ
CHD3	HIST1H2BA
CHD3	HIST1H2BB
CHD3	HIST1H2BC
CHD3	HIST1H2BD
CHD3	HIST1H2BH
CHD3	HIST1H2BJ
CHD3	HIST1H2BK
CHD3	HIST1H2BL
CHD3	HIST1H2BM
CHD3	HIST1H2BN
CHD3	HIST1H2BO
CHD3	HIST1H3A
CHD3	HIST1H4A
CHD3	HIST2H2AA3
CHD3	HIST2H2AC
CHD3	HIST2H2BE
CHD3	HIST2H3A
CHD3	HIST3H2BB
CHD3	MBD3
CHD3	MTA1
CHD3	MTA2
CHD3	MTA3
CHD3	PML
CHD3	RBBP4
CHD3	RBBP7
CHD3	RCOR1
CHD3	SUZ12
CHD4	EHMT2
CHD4	GATAD2A
CHD4	GATAD2B
CHD4	HDAC1
CHD4	HDAC2
CHD4	HIST1H2AB
CHD4	HIST1H2AC
CHD4	HIST1H2AD
CHD4	HIST1H2AJ
CHD4	HIST1H2BA
CHD4	HIST1H2BB
CHD4	HIST1H2BC
CHD4	HIST1H2BD
CHD4	HIST1H2BH
CHD4	HIST1H2BJ
CHD4	HIST1H2BK
CHD4	HIST1H2BL
CHD4	HIST1H2BM
CHD4	HIST1H2BN
CHD4	HIST1H2BO
CHD4	HIST1H3A
CHD4	HIST1H4A
CHD4	HIST2H2AA3
CHD4	HIST2H2AC
CHD4	HIST2H2BE
CHD4	HIST2H3A
CHD4	HIST3H2BB
CHD4	MBD3
CHD4	MTA1
CHD4	MTA2
CHD4	MTA3
CHD4	RBBP4
CHD4	RBBP7
CHD4	RCOR1
CHD9	CREBBP
CHD9	HDAC3
CHD9	HELZ2
CHD9	MED1
CHD9	NCOA1
CHD9	NCOA2
CHD9	NCOA6
CHD9	NCOR1
CHD9	NR1D1
CHD9	PPARA
CHD9	PPARGC1A
CHD9	RXRA
CHD9	SMARCD3
CHD9	SREBF1
CHD9	SREBF2
CHD9	TBL1X
CHD9	TBL1XR1
CHD9	TGS1
CHEK1	CHEK2
CHEK1	DNA2
CHEK1	EXO1
CHEK1	FAM175A
CHEK1	HUS1
CHEK1	KAT5
CHEK1	MDC1
CHEK1	MRE11
CHEK1	NBN
CHEK1	RAD1
CHEK1	RAD17
CHEK1	RAD50
CHEK1	RAD9A
CHEK1	RAD9B
CHEK1	RBBP8
CHEK1	RFC2
CHEK1	RFC3
CHEK1	RFC4
CHEK1	RFC5
CHEK1	RHNO1
CHEK1	RMI1
CHEK1	RMI2
CHEK1	RPA1
CHEK1	RPA2
CHEK1	RPA3
CHEK1	RPS27A
CHEK1	TOP3A
CHEK1	TOPBP1
CHEK1	TP53
CHEK1	UBA52
CHEK1	UBB
CHEK1	UBC
CHEK1	UIMC1
CHEK1	WRN
CHEK2	MDM2
CHEK2	MDM4
CHEK2	PHF20
CHEK2	RPS27A
CHEK2	TP53
CHEK2	UBA52
CHEK2	UBB
CHEK2	UBC
CHRNA1	CHRNA2
CHRNA1	CHRNA3
CHRNA1	CHRNA4
CHRNA1	CHRNA5
CHRNA1	CHRNA6
CHRNA1	CHRNA7
CHRNA1	CHRNA9
CHRNA1	CHRNB2
CHRNA1	CHRNB3
CHRNA1	CHRNB4
CHRNA1	CHRND
CHRNA1	CHRNE
CHRNA1	CHRNG
CHRNA2	CHRNA3
CHRNA2	CHRNA4
CHRNA2	CHRNA5
CHRNA2	CHRNA6
CHRNA2	CHRNA7
CHRNA2	CHRNA9
CHRNA2	CHRNB2
CHRNA2	CHRNB3
CHRNA2	CHRNB4
CHRNA2	CHRND
CHRNA2	CHRNE
CHRNA2	CHRNG
CHRNA3	CHRNA4
CHRNA3	CHRNA5
CHRNA3	CHRNA6
CHRNA3	CHRNA7
CHRNA3	CHRNA9
CHRNA3	CHRNB2
CHRNA3	CHRNB3
CHRNA3	CHRNB4
CHRNA3	CHRND
CHRNA3	CHRNE
CHRNA3	CHRNG
CHRNA4	CHRNA5
CHRNA4	CHRNA6
CHRNA4	CHRNA7
CHRNA4	CHRNA9
CHRNA4	CHRNB2
CHRNA4	CHRNB3
CHRNA4	CHRNB4
CHRNA4	CHRND
CHRNA4	CHRNE
CHRNA4	CHRNG
CHRNA5	CHRNA6
CHRNA5	CHRNA7
CHRNA5	CHRNA9
CHRNA5	CHRNB2
CHRNA5	CHRNB3
CHRNA5	CHRNB4
CHRNA5	CHRND
CHRNA5	CHRNE
CHRNA5	CHRNG
CHRNA6	CHRNA7
CHRNA6	CHRNA9
CHRNA6	CHRNB2
CHRNA6	CHRNB3
CHRNA6	CHRNB4
CHRNA6	CHRND
CHRNA6	CHRNE
CHRNA6	CHRNG
CHRNA7	CHRNA9
CHRNA7	CHRNB2
CHRNA7	CHRNB3
CHRNA7	CHRNB4
CHRNA9	CHRNB2
CHRNA9	CHRNB3
CHRNA9	CHRNB4
CHRNB2	CHRNB3
CHRNB2	CHRNB4
CHRNB2	CHRND
CHRNB2	CHRNE
CHRNB2	CHRNG
CHRNB3	CHRNB4
CHRNB3	CHRND
CHRNB3	CHRNE
CHRNB3	CHRNG
CHRNB4	CHRND
CHRNB4	CHRNE
CHRNB4	CHRNG
CHRND	CHRNE
CHRND	CHRNG
CHRNE	CHRNG
CHUK	CREB1
CHUK	CUL1
CHUK	CYLD
CHUK	DUSP3
CHUK	DUSP4
CHUK	DUSP6
CHUK	DUSP7
CHUK	ELK1
CHUK	FADD
CHUK	FBXW11
CHUK	FOS
CHUK	HMGB1
CHUK	IKBKB
CHUK	IKBKG
CHUK	IRAK1
CHUK	IRAK2
CHUK	IRAK4
CHUK	JUN
CHUK	LY96
CHUK	MAP2K1
CHUK	MAP2K3
CHUK	MAP2K4
CHUK	MAP2K6
CHUK	MAP2K7
CHUK	MAP3K1
CHUK	MAP3K7
CHUK	MAP3K8
CHUK	MAPK1
CHUK	MAPK10
CHUK	MAPK11
CHUK	MAPK14
CHUK	MAPK3
CHUK	MAPK7
CHUK	MAPK8
CHUK	MAPK9
CHUK	MAPKAPK2
CHUK	MAPKAPK3
CHUK	MEF2A
CHUK	MEF2C
CHUK	MYD88
CHUK	NFKB1
CHUK	NFKB2
CHUK	NFKBIA
CHUK	NFKBIB
CHUK	NKIRAS1
CHUK	NKIRAS2
CHUK	NOD1
CHUK	NOD2
CHUK	PDPK1
CHUK	PELI1
CHUK	PELI2
CHUK	PELI3
CHUK	PPP2CA
CHUK	PPP2CB
CHUK	PPP2R1A
CHUK	PPP2R1B
CHUK	PPP2R5D
CHUK	PSMA1
CHUK	PSMA2
CHUK	PSMA3
CHUK	PSMA4
CHUK	PSMA5
CHUK	PSMA6
CHUK	PSMA7
CHUK	PSMA8
CHUK	PSMB1
CHUK	PSMB10
CHUK	PSMB11
CHUK	PSMB2
CHUK	PSMB3
CHUK	PSMB4
CHUK	PSMB5
CHUK	PSMB6
CHUK	PSMB7
CHUK	PSMB8
CHUK	PSMB9
CHUK	PSMC1
CHUK	PSMC2
CHUK	PSMC3
CHUK	PSMC4
CHUK	PSMC5
CHUK	PSMC6
CHUK	PSMD1
CHUK	PSMD10
CHUK	PSMD11
CHUK	PSMD12
CHUK	PSMD13
CHUK	PSMD14
CHUK	PSMD2
CHUK	PSMD3
CHUK	PSMD4
CHUK	PSMD5
CHUK	PSMD6
CHUK	PSMD7
CHUK	PSMD8
CHUK	PSMD9
CHUK	PSME1
CHUK	PSME2
CHUK	PSME3
CHUK	PSME4
CHUK	PSMF1
CHUK	RELA
CHUK	RIPK1
CHUK	RIPK2
CHUK	RIPK3
CHUK	RPS27A
CHUK	RPS6KA1
CHUK	RPS6KA2
CHUK	RPS6KA3
CHUK	RPS6KA5
CHUK	S100A12
CHUK	S100B
CHUK	SAA1
CHUK	SEM1
CHUK	SKP1
CHUK	TAB1
CHUK	TAB2
CHUK	TAB3
CHUK	TICAM1
CHUK	TLR3
CHUK	TLR4
CHUK	TNF
CHUK	TNFAIP3
CHUK	TNFRSF1A
CHUK	TNIP2
CHUK	TRAF3
CHUK	TRAF6
CHUK	UBA52
CHUK	UBB
CHUK	UBC
CHUK	UBE2D1
CHUK	UBE2D2
CHUK	UBE2D3
CHUK	UBE2N
CHUK	UBE2V1
CHUK	VRK3
CHUK	porB
CITED2	CREBBP
CITED2	EP300
CKAP5	CLASP1
CKAP5	CLASP2
CKAP5	CLIP1
CKAP5	CNTRL
CKAP5	CSNK1D
CKAP5	CSNK1E
CKAP5	DCTN1
CKAP5	DCTN2
CKAP5	DCTN3
CKAP5	DSN1
CKAP5	DYNC1H1
CKAP5	DYNC1I1
CKAP5	DYNC1I2
CKAP5	DYNC1LI1
CKAP5	DYNC1LI2
CKAP5	DYNLL1
CKAP5	DYNLL2
CKAP5	ERCC6L
CKAP5	FGFR1OP
CKAP5	HAUS1
CKAP5	HAUS2
CKAP5	HAUS3
CKAP5	HAUS4
CKAP5	HAUS5
CKAP5	HAUS6
CKAP5	HAUS7
CKAP5	HAUS8
CKAP5	HSP90AA1
CKAP5	INCENP
CKAP5	ITGB3BP
CKAP5	KIF18A
CKAP5	KIF2A
CKAP5	KIF2B
CKAP5	KIF2C
CKAP5	KNL1
CKAP5	KNTC1
CKAP5	MAD1L1
CKAP5	MAPRE1
CKAP5	MIS12
CKAP5	NDC80
CKAP5	NDE1
CKAP5	NDEL1
CKAP5	NEDD1
CKAP5	NEK2
CKAP5	NINL
CKAP5	NSL1
CKAP5	NUDC
CKAP5	NUF2
CKAP5	NUP107
CKAP5	NUP133
CKAP5	NUP160
CKAP5	NUP37
CKAP5	NUP43
CKAP5	NUP85
CKAP5	NUP98
CKAP5	ODF2
CKAP5	OFD1
CKAP5	PAFAH1B1
CKAP5	PCM1
CKAP5	PCNT
CKAP5	PLK1
CKAP5	PLK4
CKAP5	PMF1
CKAP5	PPP1CC
CKAP5	PPP2CA
CKAP5	PPP2CB
CKAP5	PPP2R1A
CKAP5	PPP2R1B
CKAP5	PPP2R5A
CKAP5	PPP2R5B
CKAP5	PPP2R5C
CKAP5	PPP2R5E
CKAP5	PRKACA
CKAP5	PRKAR2B
CKAP5	RANBP2
CKAP5	RANGAP1
CKAP5	RCC2
CKAP5	SDCCAG8
CKAP5	SEC13
CKAP5	SEH1L
CKAP5	SFI1
CKAP5	SGO1
CKAP5	SGO2
CKAP5	SKA1
CKAP5	SKA2
CKAP5	SPC24
CKAP5	SPC25
CKAP5	SPDL1
CKAP5	SSNA1
CKAP5	TAOK1
CKAP5	TUBA1A
CKAP5	TUBA4A
CKAP5	TUBB
CKAP5	TUBB4A
CKAP5	TUBB4B
CKAP5	TUBG1
CKAP5	XPO1
CKAP5	YWHAE
CKAP5	YWHAG
CKAP5	ZW10
CKAP5	ZWILCH
CKAP5	ZWINT
CLASP1	CLASP2
CLASP1	CLIP1
CLASP1	CNTRL
CLASP1	CSNK1D
CLASP1	CSNK1E
CLASP1	DCTN1
CLASP1	DCTN2
CLASP1	DCTN3
CLASP1	DSN1
CLASP1	DYNC1H1
CLASP1	DYNC1I1
CLASP1	DYNC1I2
CLASP1	DYNC1LI1
CLASP1	DYNC1LI2
CLASP1	DYNLL1
CLASP1	DYNLL2
CLASP1	ERCC6L
CLASP1	FGFR1OP
CLASP1	HAUS1
CLASP1	HAUS2
CLASP1	HAUS3
CLASP1	HAUS4
CLASP1	HAUS5
CLASP1	HAUS6
CLASP1	HAUS7
CLASP1	HAUS8
CLASP1	HSP90AA1
CLASP1	INCENP
CLASP1	ITGB3BP
CLASP1	KIF18A
CLASP1	KIF2A
CLASP1	KIF2B
CLASP1	KIF2C
CLASP1	KNL1
CLASP1	KNTC1
CLASP1	MAD1L1
CLASP1	MAPRE1
CLASP1	MIS12
CLASP1	NDC80
CLASP1	NDE1
CLASP1	NDEL1
CLASP1	NEDD1
CLASP1	NEK2
CLASP1	NINL
CLASP1	NSL1
CLASP1	NUDC
CLASP1	NUF2
CLASP1	NUP107
CLASP1	NUP133
CLASP1	NUP160
CLASP1	NUP37
CLASP1	NUP43
CLASP1	NUP85
CLASP1	NUP98
CLASP1	ODF2
CLASP1	OFD1
CLASP1	PAFAH1B1
CLASP1	PCM1
CLASP1	PCNT
CLASP1	PLK1
CLASP1	PLK4
CLASP1	PMF1
CLASP1	PPP1CC
CLASP1	PPP2CA
CLASP1	PPP2CB
CLASP1	PPP2R1A
CLASP1	PPP2R1B
CLASP1	PPP2R5A
CLASP1	PPP2R5B
CLASP1	PPP2R5C
CLASP1	PPP2R5E
CLASP1	PRKACA
CLASP1	PRKAR2B
CLASP1	RANBP2
CLASP1	RANGAP1
CLASP1	RCC2
CLASP1	RPS27
CLASP1	SDCCAG8
CLASP1	SEC13
CLASP1	SEH1L
CLASP1	SFI1
CLASP1	SGO1
CLASP1	SGO2
CLASP1	SKA1
CLASP1	SKA2
CLASP1	SPC24
CLASP1	SPC25
CLASP1	SPDL1
CLASP1	SSNA1
CLASP1	TAOK1
CLASP1	TUBA1A
CLASP1	TUBA4A
CLASP1	TUBB
CLASP1	TUBB4A
CLASP1	TUBB4B
CLASP1	TUBG1
CLASP1	XPO1
CLASP1	YWHAE
CLASP1	YWHAG
CLASP1	ZW10
CLASP1	ZWILCH
CLASP1	ZWINT
CLASP2	CLIP1
CLASP2	DSN1
CLASP2	DYNC1H1
CLASP2	DYNC1I1
CLASP2	DYNC1I2
CLASP2	DYNC1LI1
CLASP2	DYNC1LI2
CLASP2	DYNLL1
CLASP2	DYNLL2
CLASP2	ERCC6L
CLASP2	INCENP
CLASP2	ITGB3BP
CLASP2	KIF18A
CLASP2	KIF2A
CLASP2	KIF2B
CLASP2	KIF2C
CLASP2	KNL1
CLASP2	KNTC1
CLASP2	MAD1L1
CLASP2	MAD2L1
CLASP2	MAPRE1
CLASP2	MIS12
CLASP2	NDC80
CLASP2	NDE1
CLASP2	NDEL1
CLASP2	NSL1
CLASP2	NUDC
CLASP2	NUF2
CLASP2	NUP107
CLASP2	NUP133
CLASP2	NUP160
CLASP2	NUP37
CLASP2	NUP43
CLASP2	NUP85
CLASP2	NUP98
CLASP2	PAFAH1B1
CLASP2	PLK1
CLASP2	PMF1
CLASP2	PPP1CC
CLASP2	PPP2CA
CLASP2	PPP2CB
CLASP2	PPP2R1A
CLASP2	PPP2R1B
CLASP2	PPP2R5A
CLASP2	PPP2R5B
CLASP2	PPP2R5C
CLASP2	PPP2R5D
CLASP2	PPP2R5E
CLASP2	RANBP2
CLASP2	RANGAP1
CLASP2	RCC2
CLASP2	RPS27
CLASP2	SEC13
CLASP2	SEH1L
CLASP2	SGO1
CLASP2	SGO2
CLASP2	SKA1
CLASP2	SKA2
CLASP2	SPC24
CLASP2	SPC25
CLASP2	SPDL1
CLASP2	TAOK1
CLASP2	XPO1
CLASP2	ZW10
CLASP2	ZWILCH
CLASP2	ZWINT
CLIP1	DSN1
CLIP1	DYNC1H1
CLIP1	DYNC1I1
CLIP1	DYNC1I2
CLIP1	DYNC1LI1
CLIP1	DYNC1LI2
CLIP1	DYNLL1
CLIP1	DYNLL2
CLIP1	ERCC6L
CLIP1	INCENP
CLIP1	ITGB3BP
CLIP1	KIF18A
CLIP1	KIF2A
CLIP1	KIF2B
CLIP1	KIF2C
CLIP1	KNL1
CLIP1	KNTC1
CLIP1	MAD1L1
CLIP1	MAD2L1
CLIP1	MAPRE1
CLIP1	MIS12
CLIP1	NDC80
CLIP1	NDE1
CLIP1	NDEL1
CLIP1	NSL1
CLIP1	NUDC
CLIP1	NUF2
CLIP1	NUP107
CLIP1	NUP133
CLIP1	NUP160
CLIP1	NUP37
CLIP1	NUP43
CLIP1	NUP85
CLIP1	NUP98
CLIP1	PAFAH1B1
CLIP1	PLK1
CLIP1	PMF1
CLIP1	PPP1CC
CLIP1	PPP2CA
CLIP1	PPP2CB
CLIP1	PPP2R1A
CLIP1	PPP2R1B
CLIP1	PPP2R5A
CLIP1	PPP2R5B
CLIP1	PPP2R5C
CLIP1	PPP2R5D
CLIP1	PPP2R5E
CLIP1	RANBP2
CLIP1	RANGAP1
CLIP1	RCC2
CLIP1	RPS27
CLIP1	SEC13
CLIP1	SEH1L
CLIP1	SGO1
CLIP1	SGO2
CLIP1	SKA1
CLIP1	SKA2
CLIP1	SPC24
CLIP1	SPC25
CLIP1	SPDL1
CLIP1	TAOK1
CLIP1	XPO1
CLIP1	ZW10
CLIP1	ZWILCH
CLIP1	ZWINT
CLP1	CPSF1
CLP1	CPSF4
CLP1	CSTF2
CLPS	PNLIP
CLSPN	FAM175A
CLSPN	HIST1H2BA
CLSPN	HIST1H2BB
CLSPN	HIST1H2BC
CLSPN	HIST1H2BD
CLSPN	HIST1H2BH
CLSPN	HIST1H2BJ
CLSPN	HIST1H2BK
CLSPN	HIST1H2BL
CLSPN	HIST1H2BM
CLSPN	HIST1H2BN
CLSPN	HIST1H2BO
CLSPN	HIST2H2BE
CLSPN	HIST3H2BB
CLSPN	RPS27A
CLSPN	UBA52
CLSPN	UBB
CLSPN	UBC
CLSPN	UIMC1
CLTA	CLTB
CLTA	CLTC
CLTA	CLTCL1
CLTA	DAB2
CLTA	DNM1
CLTA	DNM2
CLTA	DNM3
CLTA	HSPA8
CLTA	RAC1
CLTA	RPS27A
CLTA	SH3GL2
CLTA	SRC
CLTA	UBA52
CLTA	WNT5A
CLTB	CLTC
CLTB	CLTCL1
CLTB	DAB2
CLTB	DNM1
CLTB	DNM2
CLTB	WNT5A
CLTC	CLTCL1
CLTC	DAB2
CLTC	DNM1
CLTC	DNM2
CLTC	DNM3
CLTC	HSPA8
CLTC	RAC1
CLTC	RPS27A
CLTC	SH3GL2
CLTC	SRC
CLTC	UBA52
CLTC	WNT5A
CLTCL1	DAB2
CLTCL1	DNM1
CMA1	CTSG
CNGB1	RHO
CNKSR1	CSK
CNKSR1	FGA
CNKSR1	FGB
CNKSR1	FGG
CNKSR1	FN1
CNKSR1	IQGAP1
CNKSR1	ITGA2B
CNKSR1	ITGB3
CNKSR1	JAK2
CNKSR1	MAP2K2
CNKSR1	RAF1
CNKSR1	RAP1A
CNKSR1	RAP1B
CNKSR1	SRC
CNKSR1	TLN1
CNKSR1	VCL
CNKSR1	VWF
CNKSR1	YWHAB
CNKSR2	CSK
CNKSR2	FGA
CNKSR2	FGB
CNKSR2	FGG
CNKSR2	FN1
CNKSR2	IQGAP1
CNKSR2	ITGA2B
CNKSR2	ITGB3
CNKSR2	JAK2
CNKSR2	MAP2K2
CNKSR2	RAF1
CNKSR2	RAP1A
CNKSR2	RAP1B
CNKSR2	SRC
CNKSR2	TLN1
CNKSR2	VCL
CNKSR2	VWF
CNKSR2	YWHAB
CNOT6	RQCD1
CNTN1	DLL1
CNTN1	DLL4
CNTN1	JAG1
CNTN1	JAG2
CNTN1	MIB1
CNTN1	MIB2
CNTN1	NCSTN
CNTN1	NEURL1
CNTN1	NEURL1B
CNTN1	PSEN1
CNTN1	PSEN2
CNTN1	PSENEN
CNTN1	RPS27A
CNTN1	UBA52
CNTN1	UBB
CNTN1	UBC
CNTRL	CSNK1D
CNTRL	CSNK1E
CNTRL	DCTN1
CNTRL	DCTN2
CNTRL	DCTN3
CNTRL	DYNC1H1
CNTRL	DYNC1I2
CNTRL	DYNLL1
CNTRL	FGFR1OP
CNTRL	HAUS1
CNTRL	HAUS2
CNTRL	HAUS3
CNTRL	HAUS4
CNTRL	HAUS5
CNTRL	HAUS6
CNTRL	HAUS7
CNTRL	HAUS8
CNTRL	HSP90AA1
CNTRL	MAPRE1
CNTRL	NDE1
CNTRL	NEDD1
CNTRL	NEK2
CNTRL	NINL
CNTRL	ODF2
CNTRL	OFD1
CNTRL	PAFAH1B1
CNTRL	PCM1
CNTRL	PCNT
CNTRL	PLK1
CNTRL	PLK4
CNTRL	PPP2R1A
CNTRL	PRKACA
CNTRL	PRKAR2B
CNTRL	SDCCAG8
CNTRL	SFI1
CNTRL	SSNA1
CNTRL	TUBA1A
CNTRL	TUBA4A
CNTRL	TUBB
CNTRL	TUBB4A
CNTRL	TUBB4B
CNTRL	TUBG1
CNTRL	YWHAE
CNTRL	YWHAG
COL10A1	COL1A1
COL10A1	COL1A2
COL11A1	COL1A1
COL11A1	COL1A2
COL11A2	COL1A1
COL11A2	COL1A2
COL15A1	COL1A1
COL15A1	COL1A2
COL15A1	CTSB
COL15A1	CTSL
COL15A1	MMP3
COL17A1	DST
COL18A1	COL1A1
COL18A1	COL1A2
COL18A1	COL4A1
COL18A1	COL4A2
COL18A1	COL9A1
COL18A1	COL9A2
COL18A1	COL9A3
COL18A1	CTSB
COL18A1	CTSK
COL18A1	CTSL
COL18A1	CTSV
COL18A1	MMP13
COL18A1	MMP3
COL18A1	MMP9
COL1A1	COL1A2
COL1A1	COL24A1
COL1A1	COL27A1
COL1A1	COL2A1
COL1A1	COL3A1
COL1A1	COL4A1
COL1A1	COL4A2
COL1A1	COL4A3
COL1A1	COL4A4
COL1A1	COL4A5
COL1A1	COL4A6
COL1A1	COL5A1
COL1A1	COL5A2
COL1A1	COL5A3
COL1A1	COL6A1
COL1A1	COL6A2
COL1A1	COL6A3
COL1A1	COL6A5
COL1A1	COL6A6
COL1A1	COL7A1
COL1A1	COL8A1
COL1A1	COL8A2
COL1A1	COL9A1
COL1A1	COL9A2
COL1A1	COL9A3
COL1A2	COL24A1
COL1A2	COL27A1
COL1A2	COL2A1
COL1A2	COL3A1
COL1A2	COL4A1
COL1A2	COL4A2
COL1A2	COL4A3
COL1A2	COL4A4
COL1A2	COL4A5
COL1A2	COL4A6
COL1A2	COL5A1
COL1A2	COL5A2
COL1A2	COL5A3
COL1A2	COL6A1
COL1A2	COL6A2
COL1A2	COL6A3
COL1A2	COL6A5
COL1A2	COL6A6
COL1A2	COL7A1
COL1A2	COL8A1
COL1A2	COL8A2
COL1A2	COL9A1
COL1A2	COL9A2
COL1A2	COL9A3
COL3A1	COL4A1
COL3A1	COL4A2
COL4A1	COL4A2
COL4A1	COL4A3
COL4A1	COL4A4
COL4A1	COL4A5
COL4A1	COL6A1
COL4A1	COL6A2
COL4A1	COL6A3
COL4A1	COL6A5
COL4A1	COL6A6
COL4A1	COL9A1
COL4A1	COL9A2
COL4A1	COL9A3
COL4A2	COL4A3
COL4A2	COL4A4
COL4A2	COL4A5
COL4A2	COL6A1
COL4A2	COL6A2
COL4A2	COL6A3
COL4A2	COL6A5
COL4A2	COL6A6
COL4A2	COL9A1
COL4A2	COL9A2
COL4A2	COL9A3
COL4A3	COL4A4
COL4A3	COL4A5
COL4A3	COL6A1
COL4A3	COL6A2
COL4A3	COL6A3
