V1	V2
RPL15	RPS3A
RPL15	RPS4X
RPL15	RPS4Y1
RPL15	RPS4Y2
RPL15	RPS5
RPL15	RPS6
RPL15	RPS7
RPL15	RPS8
RPL15	RPS9
RPL15	RPSA
RPL15	UBA52
RPL17	RPL18
RPL17	RPL18A
RPL17	RPL19
RPL17	RPL21
RPL17	RPL22
RPL17	RPL22L1
RPL17	RPL23
RPL17	RPL23A
RPL17	RPL24
RPL17	RPL26
RPL17	RPL26L1
RPL17	RPL27
RPL17	RPL27A
RPL17	RPL28
RPL17	RPL29
RPL17	RPL3
RPL17	RPL30
RPL17	RPL31
RPL17	RPL32
RPL17	RPL34
RPL17	RPL35
RPL17	RPL35A
RPL17	RPL36
RPL17	RPL36A
RPL17	RPL36AL
RPL17	RPL37
RPL17	RPL37A
RPL17	RPL38
RPL17	RPL39
RPL17	RPL39L
RPL17	RPL3L
RPL17	RPL4
RPL17	RPL41
RPL17	RPL5
RPL17	RPL6
RPL17	RPL7
RPL17	RPL7A
RPL17	RPL8
RPL17	RPL9
RPL17	RPLP0
RPL17	RPLP1
RPL17	RPLP2
RPL17	RPS10
RPL17	RPS11
RPL17	RPS12
RPL17	RPS13
RPL17	RPS14
RPL17	RPS15
RPL17	RPS15A
RPL17	RPS16
RPL17	RPS17
RPL17	RPS18
RPL17	RPS19
RPL17	RPS2
RPL17	RPS20
RPL17	RPS21
RPL17	RPS23
RPL17	RPS24
RPL17	RPS25
RPL17	RPS26
RPL17	RPS27
RPL17	RPS27A
RPL17	RPS27L
RPL17	RPS28
RPL17	RPS29
RPL17	RPS3
RPL17	RPS3A
RPL17	RPS4X
RPL17	RPS4Y1
RPL17	RPS4Y2
RPL17	RPS5
RPL17	RPS6
RPL17	RPS7
RPL17	RPS8
RPL17	RPS9
RPL17	RPSA
RPL17	UBA52
RPL18	RPL18A
RPL18	RPL19
RPL18	RPL21
RPL18	RPL22
RPL18	RPL22L1
RPL18	RPL23
RPL18	RPL23A
RPL18	RPL24
RPL18	RPL26
RPL18	RPL26L1
RPL18	RPL27
RPL18	RPL27A
RPL18	RPL28
RPL18	RPL29
RPL18	RPL3
RPL18	RPL30
RPL18	RPL31
RPL18	RPL32
RPL18	RPL34
RPL18	RPL35
RPL18	RPL35A
RPL18	RPL36
RPL18	RPL36A
RPL18	RPL36AL
RPL18	RPL37
RPL18	RPL37A
RPL18	RPL38
RPL18	RPL39
RPL18	RPL39L
RPL18	RPL3L
RPL18	RPL4
RPL18	RPL41
RPL18	RPL5
RPL18	RPL6
RPL18	RPL7
RPL18	RPL7A
RPL18	RPL8
RPL18	RPL9
RPL18	RPLP0
RPL18	RPLP1
RPL18	RPLP2
RPL18	RPS10
RPL18	RPS11
RPL18	RPS12
RPL18	RPS13
RPL18	RPS14
RPL18	RPS15
RPL18	RPS15A
RPL18	RPS16
RPL18	RPS17
RPL18	RPS18
RPL18	RPS19
RPL18	RPS2
RPL18	RPS20
RPL18	RPS21
RPL18	RPS23
RPL18	RPS24
RPL18	RPS25
RPL18	RPS26
RPL18	RPS27
RPL18	RPS27A
RPL18	RPS27L
RPL18	RPS28
RPL18	RPS29
RPL18	RPS3
RPL18	RPS3A
RPL18	RPS4X
RPL18	RPS4Y1
RPL18	RPS4Y2
RPL18	RPS5
RPL18	RPS6
RPL18	RPS7
RPL18	RPS8
RPL18	RPS9
RPL18	RPSA
RPL18	UBA52
RPL18A	RPL19
RPL18A	RPL21
RPL18A	RPL22
RPL18A	RPL22L1
RPL18A	RPL23
RPL18A	RPL23A
RPL18A	RPL24
RPL18A	RPL26
RPL18A	RPL26L1
RPL18A	RPL27
RPL18A	RPL27A
RPL18A	RPL28
RPL18A	RPL29
RPL18A	RPL3
RPL18A	RPL30
RPL18A	RPL31
RPL18A	RPL32
RPL18A	RPL34
RPL18A	RPL35
RPL18A	RPL35A
RPL18A	RPL36
RPL18A	RPL36A
RPL18A	RPL36AL
RPL18A	RPL37
RPL18A	RPL37A
RPL18A	RPL38
RPL18A	RPL39
RPL18A	RPL39L
RPL18A	RPL3L
RPL18A	RPL4
RPL18A	RPL41
RPL18A	RPL5
RPL18A	RPL6
RPL18A	RPL7
RPL18A	RPL7A
RPL18A	RPL8
RPL18A	RPL9
RPL18A	RPLP0
RPL18A	RPLP1
RPL18A	RPLP2
RPL18A	RPS10
RPL18A	RPS11
RPL18A	RPS12
RPL18A	RPS13
RPL18A	RPS14
RPL18A	RPS15
RPL18A	RPS15A
RPL18A	RPS16
RPL18A	RPS17
RPL18A	RPS18
RPL18A	RPS19
RPL18A	RPS2
RPL18A	RPS20
RPL18A	RPS21
RPL18A	RPS23
RPL18A	RPS24
RPL18A	RPS25
RPL18A	RPS26
RPL18A	RPS27
RPL18A	RPS27A
RPL18A	RPS27L
RPL18A	RPS28
RPL18A	RPS29
RPL18A	RPS3
RPL18A	RPS3A
RPL18A	RPS4X
RPL18A	RPS4Y1
RPL18A	RPS4Y2
RPL18A	RPS5
RPL18A	RPS6
RPL18A	RPS7
RPL18A	RPS8
RPL18A	RPS9
RPL18A	RPSA
RPL18A	UBA52
RPL19	RPL21
RPL19	RPL22
RPL19	RPL22L1
RPL19	RPL23
RPL19	RPL23A
RPL19	RPL24
RPL19	RPL26
RPL19	RPL26L1
RPL19	RPL27
RPL19	RPL27A
RPL19	RPL28
RPL19	RPL29
RPL19	RPL3
RPL19	RPL30
RPL19	RPL31
RPL19	RPL32
RPL19	RPL34
RPL19	RPL35
RPL19	RPL35A
RPL19	RPL36
RPL19	RPL36A
RPL19	RPL36AL
RPL19	RPL37
RPL19	RPL37A
RPL19	RPL38
RPL19	RPL39
RPL19	RPL39L
RPL19	RPL3L
RPL19	RPL4
RPL19	RPL41
RPL19	RPL5
RPL19	RPL6
RPL19	RPL7
RPL19	RPL7A
RPL19	RPL8
RPL19	RPL9
RPL19	RPLP0
RPL19	RPLP1
RPL19	RPLP2
RPL19	RPS10
RPL19	RPS11
RPL19	RPS12
RPL19	RPS13
RPL19	RPS14
RPL19	RPS15
RPL19	RPS15A
RPL19	RPS16
RPL19	RPS17
RPL19	RPS18
RPL19	RPS19
RPL19	RPS2
RPL19	RPS20
RPL19	RPS21
RPL19	RPS23
RPL19	RPS24
RPL19	RPS25
RPL19	RPS26
RPL19	RPS27
RPL19	RPS27A
RPL19	RPS27L
RPL19	RPS28
RPL19	RPS29
RPL19	RPS3
RPL19	RPS3A
RPL19	RPS4X
RPL19	RPS4Y1
RPL19	RPS4Y2
RPL19	RPS5
RPL19	RPS6
RPL19	RPS7
RPL19	RPS8
RPL19	RPS9
RPL19	RPSA
RPL19	UBA52
RPL21	RPL22
RPL21	RPL22L1
RPL21	RPL23
RPL21	RPL23A
RPL21	RPL24
RPL21	RPL26
RPL21	RPL26L1
RPL21	RPL27
RPL21	RPL27A
RPL21	RPL28
RPL21	RPL29
RPL21	RPL3
RPL21	RPL30
RPL21	RPL31
RPL21	RPL32
RPL21	RPL34
RPL21	RPL35
RPL21	RPL35A
RPL21	RPL36
RPL21	RPL36A
RPL21	RPL36AL
RPL21	RPL37
RPL21	RPL37A
RPL21	RPL38
RPL21	RPL39
RPL21	RPL39L
RPL21	RPL3L
RPL21	RPL4
RPL21	RPL41
RPL21	RPL5
RPL21	RPL6
RPL21	RPL7
RPL21	RPL7A
RPL21	RPL8
RPL21	RPL9
RPL21	RPLP0
RPL21	RPLP1
RPL21	RPLP2
RPL21	RPS10
RPL21	RPS11
RPL21	RPS12
RPL21	RPS13
RPL21	RPS14
RPL21	RPS15
RPL21	RPS15A
RPL21	RPS16
RPL21	RPS17
RPL21	RPS18
RPL21	RPS19
RPL21	RPS2
RPL21	RPS20
RPL21	RPS21
RPL21	RPS23
RPL21	RPS24
RPL21	RPS25
RPL21	RPS26
RPL21	RPS27
RPL21	RPS27A
RPL21	RPS27L
RPL21	RPS28
RPL21	RPS29
RPL21	RPS3
RPL21	RPS3A
RPL21	RPS4X
RPL21	RPS4Y1
RPL21	RPS4Y2
RPL21	RPS5
RPL21	RPS6
RPL21	RPS7
RPL21	RPS8
RPL21	RPS9
RPL21	RPSA
RPL21	UBA52
RPL22	RPL22L1
RPL22	RPL23
RPL22	RPL23A
RPL22	RPL24
RPL22	RPL26
RPL22	RPL26L1
RPL22	RPL27
RPL22	RPL27A
RPL22	RPL28
RPL22	RPL29
RPL22	RPL3
RPL22	RPL30
RPL22	RPL31
RPL22	RPL32
RPL22	RPL34
RPL22	RPL35
RPL22	RPL35A
RPL22	RPL36
RPL22	RPL36A
RPL22	RPL36AL
RPL22	RPL37
RPL22	RPL37A
RPL22	RPL38
RPL22	RPL39
RPL22	RPL39L
RPL22	RPL3L
RPL22	RPL4
RPL22	RPL41
RPL22	RPL5
RPL22	RPL6
RPL22	RPL7
RPL22	RPL7A
RPL22	RPL8
RPL22	RPL9
RPL22	RPLP0
RPL22	RPLP1
RPL22	RPLP2
RPL22	RPS10
RPL22	RPS11
RPL22	RPS12
RPL22	RPS13
RPL22	RPS14
RPL22	RPS15
RPL22	RPS15A
RPL22	RPS16
RPL22	RPS17
RPL22	RPS18
RPL22	RPS19
RPL22	RPS2
RPL22	RPS20
RPL22	RPS21
RPL22	RPS23
RPL22	RPS24
RPL22	RPS25
RPL22	RPS26
RPL22	RPS27
RPL22	RPS27A
RPL22	RPS27L
RPL22	RPS28
RPL22	RPS29
RPL22	RPS3
RPL22	RPS3A
RPL22	RPS4X
RPL22	RPS4Y1
RPL22	RPS4Y2
RPL22	RPS5
RPL22	RPS6
RPL22	RPS7
RPL22	RPS8
RPL22	RPS9
RPL22	RPSA
RPL22	UBA52
RPL22L1	RPL23
RPL22L1	RPL23A
RPL22L1	RPL24
RPL22L1	RPL26
RPL22L1	RPL26L1
RPL22L1	RPL27
RPL22L1	RPL27A
RPL22L1	RPL28
RPL22L1	RPL29
RPL22L1	RPL3
RPL22L1	RPL30
RPL22L1	RPL31
RPL22L1	RPL32
RPL22L1	RPL34
RPL22L1	RPL35
RPL22L1	RPL35A
RPL22L1	RPL36
RPL22L1	RPL36A
RPL22L1	RPL36AL
RPL22L1	RPL37
RPL22L1	RPL37A
RPL22L1	RPL38
RPL22L1	RPL39
RPL22L1	RPL39L
RPL22L1	RPL3L
RPL22L1	RPL4
RPL22L1	RPL41
RPL22L1	RPL5
RPL22L1	RPL6
RPL22L1	RPL7
RPL22L1	RPL7A
RPL22L1	RPL8
RPL22L1	RPL9
RPL22L1	RPLP0
RPL22L1	RPLP1
RPL22L1	RPLP2
RPL22L1	RPS10
RPL22L1	RPS11
RPL22L1	RPS12
RPL22L1	RPS13
RPL22L1	RPS14
RPL22L1	RPS15
RPL22L1	RPS15A
RPL22L1	RPS16
RPL22L1	RPS17
RPL22L1	RPS18
RPL22L1	RPS19
RPL22L1	RPS2
RPL22L1	RPS20
RPL22L1	RPS21
RPL22L1	RPS23
RPL22L1	RPS24
RPL22L1	RPS25
RPL22L1	RPS26
RPL22L1	RPS27
RPL22L1	RPS27A
RPL22L1	RPS27L
RPL22L1	RPS28
RPL22L1	RPS29
RPL22L1	RPS3
RPL22L1	RPS3A
RPL22L1	RPS4X
RPL22L1	RPS4Y1
RPL22L1	RPS4Y2
RPL22L1	RPS5
RPL22L1	RPS6
RPL22L1	RPS7
RPL22L1	RPS8
RPL22L1	RPS9
RPL22L1	RPSA
RPL22L1	UBA52
RPL23	RPL23A
RPL23	RPL24
RPL23	RPL26
RPL23	RPL26L1
RPL23	RPL27
RPL23	RPL27A
RPL23	RPL28
RPL23	RPL29
RPL23	RPL3
RPL23	RPL30
RPL23	RPL31
RPL23	RPL32
RPL23	RPL34
RPL23	RPL35
RPL23	RPL35A
RPL23	RPL36
RPL23	RPL36A
RPL23	RPL36AL
RPL23	RPL37
RPL23	RPL37A
RPL23	RPL38
RPL23	RPL39
RPL23	RPL39L
RPL23	RPL3L
RPL23	RPL4
RPL23	RPL41
RPL23	RPL5
RPL23	RPL6
RPL23	RPL7
RPL23	RPL7A
RPL23	RPL8
RPL23	RPL9
RPL23	RPLP0
RPL23	RPLP1
RPL23	RPLP2
RPL23	RPS10
RPL23	RPS11
RPL23	RPS12
RPL23	RPS13
RPL23	RPS14
RPL23	RPS15
RPL23	RPS15A
RPL23	RPS16
RPL23	RPS17
RPL23	RPS18
RPL23	RPS19
RPL23	RPS2
RPL23	RPS20
RPL23	RPS21
RPL23	RPS23
RPL23	RPS24
RPL23	RPS25
RPL23	RPS26
RPL23	RPS27
RPL23	RPS27A
RPL23	RPS27L
RPL23	RPS28
RPL23	RPS29
RPL23	RPS3
RPL23	RPS3A
RPL23	RPS4X
RPL23	RPS4Y1
RPL23	RPS4Y2
RPL23	RPS5
RPL23	RPS6
RPL23	RPS7
RPL23	RPS8
RPL23	RPS9
RPL23	RPSA
RPL23	UBA52
RPL23A	RPL24
RPL23A	RPL26
RPL23A	RPL26L1
RPL23A	RPL27
RPL23A	RPL27A
RPL23A	RPL28
RPL23A	RPL29
RPL23A	RPL3
RPL23A	RPL30
RPL23A	RPL31
RPL23A	RPL32
RPL23A	RPL34
RPL23A	RPL35
RPL23A	RPL35A
RPL23A	RPL36
RPL23A	RPL36A
RPL23A	RPL36AL
RPL23A	RPL37
RPL23A	RPL37A
RPL23A	RPL38
RPL23A	RPL39
RPL23A	RPL39L
RPL23A	RPL3L
RPL23A	RPL4
RPL23A	RPL41
RPL23A	RPL5
RPL23A	RPL6
RPL23A	RPL7
RPL23A	RPL7A
RPL23A	RPL8
RPL23A	RPL9
RPL23A	RPLP0
RPL23A	RPLP1
RPL23A	RPLP2
RPL23A	RPS10
RPL23A	RPS11
RPL23A	RPS12
RPL23A	RPS13
RPL23A	RPS14
RPL23A	RPS15
RPL23A	RPS15A
RPL23A	RPS16
RPL23A	RPS17
RPL23A	RPS18
RPL23A	RPS19
RPL23A	RPS2
RPL23A	RPS20
RPL23A	RPS21
RPL23A	RPS23
RPL23A	RPS24
RPL23A	RPS25
RPL23A	RPS26
RPL23A	RPS27
RPL23A	RPS27A
RPL23A	RPS27L
RPL23A	RPS28
RPL23A	RPS29
RPL23A	RPS3
RPL23A	RPS3A
RPL23A	RPS4X
RPL23A	RPS4Y1
RPL23A	RPS4Y2
RPL23A	RPS5
RPL23A	RPS6
RPL23A	RPS7
RPL23A	RPS8
RPL23A	RPS9
RPL23A	RPSA
RPL23A	UBA52
RPL24	RPL26
RPL24	RPL26L1
RPL24	RPL27
RPL24	RPL27A
RPL24	RPL28
RPL24	RPL29
RPL24	RPL3
RPL24	RPL30
RPL24	RPL31
RPL24	RPL32
RPL24	RPL34
RPL24	RPL35
RPL24	RPL35A
RPL24	RPL36
RPL24	RPL36A
RPL24	RPL36AL
RPL24	RPL37
RPL24	RPL37A
RPL24	RPL38
RPL24	RPL39
RPL24	RPL39L
RPL24	RPL3L
RPL24	RPL4
RPL24	RPL41
RPL24	RPL5
RPL24	RPL6
RPL24	RPL7
RPL24	RPL7A
RPL24	RPL8
RPL24	RPL9
RPL24	RPLP0
RPL24	RPLP1
RPL24	RPLP2
RPL24	RPS10
RPL24	RPS11
RPL24	RPS12
RPL24	RPS13
RPL24	RPS14
RPL24	RPS15
RPL24	RPS15A
RPL24	RPS16
RPL24	RPS17
RPL24	RPS18
RPL24	RPS19
RPL24	RPS2
RPL24	RPS20
RPL24	RPS21
RPL24	RPS23
RPL24	RPS24
RPL24	RPS25
RPL24	RPS26
RPL24	RPS27
RPL24	RPS27A
RPL24	RPS27L
RPL24	RPS28
RPL24	RPS29
RPL24	RPS3
RPL24	RPS3A
RPL24	RPS4X
RPL24	RPS4Y1
RPL24	RPS4Y2
RPL24	RPS5
RPL24	RPS6
RPL24	RPS7
RPL24	RPS8
RPL24	RPS9
RPL24	RPSA
RPL24	UBA52
RPL26	RPL26L1
RPL26	RPL27
RPL26	RPL27A
RPL26	RPL28
RPL26	RPL29
RPL26	RPL3
RPL26	RPL30
RPL26	RPL31
RPL26	RPL32
RPL26	RPL34
RPL26	RPL35
RPL26	RPL35A
RPL26	RPL36
RPL26	RPL36A
RPL26	RPL36AL
RPL26	RPL37
RPL26	RPL37A
RPL26	RPL38
RPL26	RPL39
RPL26	RPL39L
RPL26	RPL3L
RPL26	RPL4
RPL26	RPL41
RPL26	RPL5
RPL26	RPL6
RPL26	RPL7
RPL26	RPL7A
RPL26	RPL8
RPL26	RPL9
RPL26	RPLP0
RPL26	RPLP1
RPL26	RPLP2
RPL26	RPS10
RPL26	RPS11
RPL26	RPS12
RPL26	RPS13
RPL26	RPS14
RPL26	RPS15
RPL26	RPS15A
RPL26	RPS16
RPL26	RPS17
RPL26	RPS18
RPL26	RPS19
RPL26	RPS2
RPL26	RPS20
RPL26	RPS21
RPL26	RPS23
RPL26	RPS24
RPL26	RPS25
RPL26	RPS26
RPL26	RPS27
RPL26	RPS27A
RPL26	RPS27L
RPL26	RPS28
RPL26	RPS29
RPL26	RPS3
RPL26	RPS3A
RPL26	RPS4X
RPL26	RPS4Y1
RPL26	RPS4Y2
RPL26	RPS5
RPL26	RPS6
RPL26	RPS7
RPL26	RPS8
RPL26	RPS9
RPL26	RPSA
RPL26	UBA52
RPL26L1	RPL27
RPL26L1	RPL27A
RPL26L1	RPL28
RPL26L1	RPL29
RPL26L1	RPL3
RPL26L1	RPL30
RPL26L1	RPL31
RPL26L1	RPL32
RPL26L1	RPL34
RPL26L1	RPL35
RPL26L1	RPL35A
RPL26L1	RPL36
RPL26L1	RPL36A
RPL26L1	RPL36AL
RPL26L1	RPL37
RPL26L1	RPL37A
RPL26L1	RPL38
RPL26L1	RPL39
RPL26L1	RPL39L
RPL26L1	RPL3L
RPL26L1	RPL4
RPL26L1	RPL41
RPL26L1	RPL5
RPL26L1	RPL6
RPL26L1	RPL7
RPL26L1	RPL7A
RPL26L1	RPL8
RPL26L1	RPL9
RPL26L1	RPLP0
RPL26L1	RPLP1
RPL26L1	RPLP2
RPL26L1	RPS10
RPL26L1	RPS11
RPL26L1	RPS12
RPL26L1	RPS13
RPL26L1	RPS14
RPL26L1	RPS15
RPL26L1	RPS15A
RPL26L1	RPS16
RPL26L1	RPS17
RPL26L1	RPS18
RPL26L1	RPS19
RPL26L1	RPS2
RPL26L1	RPS20
RPL26L1	RPS21
RPL26L1	RPS23
RPL26L1	RPS24
RPL26L1	RPS25
RPL26L1	RPS26
RPL26L1	RPS27
RPL26L1	RPS27A
RPL26L1	RPS27L
RPL26L1	RPS28
RPL26L1	RPS29
RPL26L1	RPS3
RPL26L1	RPS3A
RPL26L1	RPS4X
RPL26L1	RPS4Y1
RPL26L1	RPS4Y2
RPL26L1	RPS5
RPL26L1	RPS6
RPL26L1	RPS7
RPL26L1	RPS8
RPL26L1	RPS9
RPL26L1	RPSA
RPL26L1	UBA52
RPL27	RPL27A
RPL27	RPL28
RPL27	RPL29
RPL27	RPL3
RPL27	RPL30
RPL27	RPL31
RPL27	RPL32
RPL27	RPL34
RPL27	RPL35
RPL27	RPL35A
RPL27	RPL36
RPL27	RPL36A
RPL27	RPL36AL
RPL27	RPL37
RPL27	RPL37A
RPL27	RPL38
RPL27	RPL39
RPL27	RPL39L
RPL27	RPL3L
RPL27	RPL4
RPL27	RPL41
RPL27	RPL5
RPL27	RPL6
RPL27	RPL7
RPL27	RPL7A
RPL27	RPL8
RPL27	RPL9
RPL27	RPLP0
RPL27	RPLP1
RPL27	RPLP2
RPL27	RPS10
RPL27	RPS11
RPL27	RPS12
RPL27	RPS13
RPL27	RPS14
RPL27	RPS15
RPL27	RPS15A
RPL27	RPS16
RPL27	RPS17
RPL27	RPS18
RPL27	RPS19
RPL27	RPS2
RPL27	RPS20
RPL27	RPS21
RPL27	RPS23
RPL27	RPS24
RPL27	RPS25
RPL27	RPS26
RPL27	RPS27
RPL27	RPS27A
RPL27	RPS27L
RPL27	RPS28
RPL27	RPS29
RPL27	RPS3
RPL27	RPS3A
RPL27	RPS4X
RPL27	RPS4Y1
RPL27	RPS4Y2
RPL27	RPS5
RPL27	RPS6
RPL27	RPS7
RPL27	RPS8
RPL27	RPS9
RPL27	RPSA
RPL27	UBA52
RPL27A	RPL28
RPL27A	RPL29
RPL27A	RPL3
RPL27A	RPL30
RPL27A	RPL31
RPL27A	RPL32
RPL27A	RPL34
RPL27A	RPL35
RPL27A	RPL35A
RPL27A	RPL36
RPL27A	RPL36A
RPL27A	RPL36AL
RPL27A	RPL37
RPL27A	RPL37A
RPL27A	RPL38
RPL27A	RPL39
RPL27A	RPL39L
RPL27A	RPL3L
RPL27A	RPL4
RPL27A	RPL41
RPL27A	RPL5
RPL27A	RPL6
RPL27A	RPL7
RPL27A	RPL7A
RPL27A	RPL8
RPL27A	RPL9
RPL27A	RPLP0
RPL27A	RPLP1
RPL27A	RPLP2
RPL27A	RPS10
RPL27A	RPS11
RPL27A	RPS12
RPL27A	RPS13
RPL27A	RPS14
RPL27A	RPS15
RPL27A	RPS15A
RPL27A	RPS16
RPL27A	RPS17
RPL27A	RPS18
RPL27A	RPS19
RPL27A	RPS2
RPL27A	RPS20
RPL27A	RPS21
RPL27A	RPS23
RPL27A	RPS24
RPL27A	RPS25
RPL27A	RPS26
RPL27A	RPS27
RPL27A	RPS27A
RPL27A	RPS27L
RPL27A	RPS28
RPL27A	RPS29
RPL27A	RPS3
RPL27A	RPS3A
RPL27A	RPS4X
RPL27A	RPS4Y1
RPL27A	RPS4Y2
RPL27A	RPS5
RPL27A	RPS6
RPL27A	RPS7
RPL27A	RPS8
RPL27A	RPS9
RPL27A	RPSA
RPL27A	UBA52
RPL28	RPL29
RPL28	RPL3
RPL28	RPL30
RPL28	RPL31
RPL28	RPL32
RPL28	RPL34
RPL28	RPL35
RPL28	RPL35A
RPL28	RPL36
RPL28	RPL36A
RPL28	RPL36AL
RPL28	RPL37
RPL28	RPL37A
RPL28	RPL38
RPL28	RPL39
RPL28	RPL39L
RPL28	RPL3L
RPL28	RPL4
RPL28	RPL41
RPL28	RPL5
RPL28	RPL6
RPL28	RPL7
RPL28	RPL7A
RPL28	RPL8
RPL28	RPL9
RPL28	RPLP0
RPL28	RPLP1
RPL28	RPLP2
RPL28	RPS10
RPL28	RPS11
RPL28	RPS12
RPL28	RPS13
RPL28	RPS14
RPL28	RPS15
RPL28	RPS15A
RPL28	RPS16
RPL28	RPS17
RPL28	RPS18
RPL28	RPS19
RPL28	RPS2
RPL28	RPS20
RPL28	RPS21
RPL28	RPS23
RPL28	RPS24
RPL28	RPS25
RPL28	RPS26
RPL28	RPS27
RPL28	RPS27A
RPL28	RPS27L
RPL28	RPS28
RPL28	RPS29
RPL28	RPS3
RPL28	RPS3A
RPL28	RPS4X
RPL28	RPS4Y1
RPL28	RPS4Y2
RPL28	RPS5
RPL28	RPS6
RPL28	RPS7
RPL28	RPS8
RPL28	RPS9
RPL28	RPSA
RPL28	UBA52
RPL29	RPL3
RPL29	RPL30
RPL29	RPL31
RPL29	RPL32
RPL29	RPL34
RPL29	RPL35
RPL29	RPL35A
RPL29	RPL36
RPL29	RPL36A
RPL29	RPL36AL
RPL29	RPL37
RPL29	RPL37A
RPL29	RPL38
RPL29	RPL39
RPL29	RPL39L
RPL29	RPL3L
RPL29	RPL4
RPL29	RPL41
RPL29	RPL5
RPL29	RPL6
RPL29	RPL7
RPL29	RPL7A
RPL29	RPL8
RPL29	RPL9
RPL29	RPLP0
RPL29	RPLP1
RPL29	RPLP2
RPL29	RPS10
RPL29	RPS11
RPL29	RPS12
RPL29	RPS13
RPL29	RPS14
RPL29	RPS15
RPL29	RPS15A
RPL29	RPS16
RPL29	RPS17
RPL29	RPS18
RPL29	RPS19
RPL29	RPS2
RPL29	RPS20
RPL29	RPS21
RPL29	RPS23
RPL29	RPS24
RPL29	RPS25
RPL29	RPS26
RPL29	RPS27
RPL29	RPS27A
RPL29	RPS27L
RPL29	RPS28
RPL29	RPS29
RPL29	RPS3
RPL29	RPS3A
RPL29	RPS4X
RPL29	RPS4Y1
RPL29	RPS4Y2
RPL29	RPS5
RPL29	RPS6
RPL29	RPS7
RPL29	RPS8
RPL29	RPS9
RPL29	RPSA
RPL29	UBA52
RPL3	RPL30
RPL3	RPL31
RPL3	RPL32
RPL3	RPL34
RPL3	RPL35
RPL3	RPL35A
RPL3	RPL36
RPL3	RPL36A
RPL3	RPL36AL
RPL3	RPL37
RPL3	RPL37A
RPL3	RPL38
RPL3	RPL39
RPL3	RPL39L
RPL3	RPL3L
RPL3	RPL4
RPL3	RPL41
RPL3	RPL5
RPL3	RPL6
RPL3	RPL7
RPL3	RPL7A
RPL3	RPL8
RPL3	RPL9
RPL3	RPLP0
RPL3	RPLP1
RPL3	RPLP2
RPL3	RPS10
RPL3	RPS11
RPL3	RPS12
RPL3	RPS13
RPL3	RPS14
RPL3	RPS15
RPL3	RPS15A
RPL3	RPS16
RPL3	RPS17
RPL3	RPS18
RPL3	RPS19
RPL3	RPS2
RPL3	RPS20
RPL3	RPS21
RPL3	RPS23
RPL3	RPS24
RPL3	RPS25
RPL3	RPS26
RPL3	RPS27
RPL3	RPS27A
RPL3	RPS27L
RPL3	RPS28
RPL3	RPS29
RPL3	RPS3
RPL3	RPS3A
RPL3	RPS4X
RPL3	RPS4Y1
RPL3	RPS4Y2
RPL3	RPS5
RPL3	RPS6
RPL3	RPS7
RPL3	RPS8
RPL3	RPS9
RPL3	RPSA
RPL3	UBA52
RPL30	RPL31
RPL30	RPL32
RPL30	RPL34
RPL30	RPL35
RPL30	RPL35A
RPL30	RPL36
RPL30	RPL36A
RPL30	RPL36AL
RPL30	RPL37
RPL30	RPL37A
RPL30	RPL38
RPL30	RPL39
RPL30	RPL39L
RPL30	RPL3L
RPL30	RPL4
RPL30	RPL41
RPL30	RPL5
RPL30	RPL6
RPL30	RPL7
RPL30	RPL7A
RPL30	RPL8
RPL30	RPL9
RPL30	RPLP0
RPL30	RPLP1
RPL30	RPLP2
RPL30	RPS10
RPL30	RPS11
RPL30	RPS12
RPL30	RPS13
RPL30	RPS14
RPL30	RPS15
RPL30	RPS15A
RPL30	RPS16
RPL30	RPS17
RPL30	RPS18
RPL30	RPS19
RPL30	RPS2
RPL30	RPS20
RPL30	RPS21
RPL30	RPS23
RPL30	RPS24
RPL30	RPS25
RPL30	RPS26
RPL30	RPS27
RPL30	RPS27A
RPL30	RPS27L
RPL30	RPS28
RPL30	RPS29
RPL30	RPS3
RPL30	RPS3A
RPL30	RPS4X
RPL30	RPS4Y1
RPL30	RPS4Y2
RPL30	RPS5
RPL30	RPS6
RPL30	RPS7
RPL30	RPS8
RPL30	RPS9
RPL30	RPSA
RPL30	UBA52
RPL31	RPL32
RPL31	RPL34
RPL31	RPL35
RPL31	RPL35A
RPL31	RPL36
RPL31	RPL36A
RPL31	RPL36AL
RPL31	RPL37
RPL31	RPL37A
RPL31	RPL38
RPL31	RPL39
RPL31	RPL39L
RPL31	RPL3L
RPL31	RPL4
RPL31	RPL41
RPL31	RPL5
RPL31	RPL6
RPL31	RPL7
RPL31	RPL7A
RPL31	RPL8
RPL31	RPL9
RPL31	RPLP0
RPL31	RPLP1
RPL31	RPLP2
RPL31	RPS10
RPL31	RPS11
RPL31	RPS12
RPL31	RPS13
RPL31	RPS14
RPL31	RPS15
RPL31	RPS15A
RPL31	RPS16
RPL31	RPS17
RPL31	RPS18
RPL31	RPS19
RPL31	RPS2
RPL31	RPS20
RPL31	RPS21
RPL31	RPS23
RPL31	RPS24
RPL31	RPS25
RPL31	RPS26
RPL31	RPS27
RPL31	RPS27A
RPL31	RPS27L
RPL31	RPS28
RPL31	RPS29
RPL31	RPS3
RPL31	RPS3A
RPL31	RPS4X
RPL31	RPS4Y1
RPL31	RPS4Y2
RPL31	RPS5
RPL31	RPS6
RPL31	RPS7
RPL31	RPS8
RPL31	RPS9
RPL31	RPSA
